collection,judge,pair,n0,n_queries,rho,true_gain,p_use_judge,cover_gain_lcb,med_T_ratio,med_T_human,med_T_ppi
dbpedia-entity,llm,glob_probe_vs_trunc,20,399,0.6346701559699902,1.674498314481541,0.485,0.8875,1.2038490715425398,455.0384474967923,544.3788066041118
dbpedia-entity,llm,glob_probe_vs_trunc,30,399,0.6346701559699902,1.674498314481541,0.6575,0.9025,1.2432710128296989,479.6221667011408,596.9235135512363
dbpedia-entity,llm,glob_probe_vs_trunc,50,399,0.6346701559699902,1.674498314481541,0.765,0.9125,1.24990922286279,505.8241054937629,626.0805068102653
dbpedia-entity,llm,glob_probe_vs_ad_probe,20,399,0.5958460923845933,1.5504658793445296,0.67,0.82,1.0042956097539575,309.32438882269065,314.4123455832265
dbpedia-entity,llm,glob_probe_vs_ad_probe,30,399,0.5958460923845933,1.5504658793445296,0.815,0.875,0.9808097280687553,314.7274039338479,314.4319686847652
dbpedia-entity,llm,glob_probe_vs_ad_probe,50,399,0.5958460923845933,1.5504658793445296,0.925,0.89,0.9343930517616235,315.7584398152311,295.63174670719786
dbpedia-entity,llm,trunc_vs_ad_probe,20,399,0.69125284967909,1.915086967341086,0.6125,0.87,0.989024331988112,265.20230719372455,250.8284966489643
dbpedia-entity,llm,trunc_vs_ad_probe,30,399,0.69125284967909,1.915086967341086,0.705,0.875,0.976021681014345,285.2131919366884,257.98144099103365
dbpedia-entity,llm,trunc_vs_ad_probe,50,399,0.69125284967909,1.915086967341086,0.855,0.9125,0.9430017506729926,309.30378768801364,280.8090202927587
