collection,judge,budget_full_eq,eps,method,act,wrong,feasible_frac,act_feasible,slack_q25,slack_med,slack_lt_half_eps,docs_labelled,docs_pilot,docs_sampling,dup_frac,design_obj,nonoverlap,pilot_cost,bound,legacy
antique,llm,60,0.01,static_sum,0.79,0.0,0.8566666666666667,0.9221789883268483,0.01,0.01,0.0,2022.07,634.84,1387.23,0.0,50304.50004187514,0.5804546288099548,full,t,False
antique,llm,60,0.01,per_pair,0.45666666666666667,0.0,0.8566666666666667,0.5330739299610895,0.01,0.01,0.0,1988.6133333333332,634.84,1353.773333333333,0.0,,0.5804546288099548,full,t,False
antique,llm,60,0.01,adaptive,0.8,0.0,0.8566666666666667,0.933852140077821,0.01,0.01,0.0,2021.4266666666667,634.84,1386.5866666666666,0.0,44017.36165863037,0.5804546288099548,full,t,False
antique,llm,60,0.01,oracle,0.81,0.0,0.8566666666666667,0.9455252918287937,0.01,0.01,0.0,2024.6633333333334,634.84,1389.8233333333333,0.0,34941.93518297373,0.5804546288099548,full,t,False
antique,llm,60,0.01,static_sum_v,0.8066666666666666,0.0,0.8566666666666667,0.9416342412451362,0.01,0.01,0.0,2022.84,634.84,1388.0,0.0,51156.353858611714,0.5804546288099548,full,t,False
antique,llm,60,0.01,oracle_exact,0.82,0.0033333333333333335,0.8566666666666667,0.953307392996109,0.01,0.01,0.0,2024.8566666666666,634.84,1390.0166666666664,0.0,24762.289480007334,0.5804546288099548,full,t,False
antique,llm,60,0.01,plugin_exact,0.7966666666666666,0.0,0.8566666666666667,0.9299610894941635,0.01,0.01,0.0,2026.3666666666666,634.84,1391.5266666666666,0.0,169480.44739141702,0.5804546288099548,full,t,False
antique,llm,60,0.02,static_sum,0.7733333333333333,0.0,0.85,0.9098039215686274,0.02,0.02,0.03137254901960784,2013.83,633.6133333333333,1380.2166666666667,0.0,50661.035124680566,0.5910583022697273,full,t,False
antique,llm,60,0.02,per_pair,0.57,0.0,0.85,0.6705882352941176,0.02,0.02,0.03137254901960784,1976.5566666666666,633.6133333333333,1342.9433333333332,0.0,,0.5910583022697273,full,t,False
antique,llm,60,0.02,adaptive,0.7966666666666666,0.0,0.85,0.9372549019607843,0.02,0.02,0.03137254901960784,2014.3566666666666,633.6133333333333,1380.7433333333333,0.0,43427.35131784186,0.5910583022697273,full,t,False
antique,llm,60,0.02,oracle,0.8033333333333333,0.0,0.85,0.9450980392156862,0.02,0.02,0.03137254901960784,2012.5766666666666,633.6133333333333,1378.9633333333331,0.0,34232.50280307984,0.5910583022697273,full,t,False
antique,llm,60,0.02,static_sum_v,0.7866666666666666,0.0,0.85,0.9254901960784314,0.02,0.02,0.03137254901960784,2014.7433333333333,633.6133333333333,1381.13,0.0,51411.29110036204,0.5910583022697273,full,t,False
antique,llm,60,0.02,oracle_exact,0.7966666666666666,0.0,0.85,0.9372549019607843,0.02,0.02,0.03137254901960784,2016.5033333333333,633.6133333333333,1382.8899999999999,0.0,23677.842092134197,0.5910583022697273,full,t,False
antique,llm,60,0.02,plugin_exact,0.8066666666666666,0.0,0.85,0.9490196078431372,0.02,0.02,0.03137254901960784,2014.9766666666667,633.6133333333333,1381.3633333333332,0.0,37251.98526955032,0.5910583022697273,full,t,False
