collection,judge,budget_full_eq,eps,method,act,wrong,feasible_frac,act_feasible,slack_q25,slack_med,slack_lt_half_eps,docs_labelled,docs_pilot,docs_sampling,dup_frac,design_obj,nonoverlap,pilot_cost,bound,legacy
cast19,llm,30,0.01,static_sum,0.01,0.0,0.84,0.011904761904761904,0.008523535883341862,0.01,0.11904761904761904,1965.16,972.3033333333333,992.8566666666668,0.0,85700.86234334433,0.593449071818745,full,t,False
cast19,llm,30,0.01,static_sum_v,0.006666666666666667,0.0,0.84,0.007936507936507936,0.008523535883341862,0.01,0.11904761904761904,1964.25,972.3033333333333,991.9466666666667,0.0,80891.9847020285,0.593449071818745,full,t,False
cast19,llm,30,0.01,oracle_exact,0.0033333333333333335,0.0,0.84,0.003968253968253968,0.008523535883341862,0.01,0.11904761904761904,1963.8066666666666,972.3033333333333,991.5033333333333,0.0,47400.16919748725,0.593449071818745,full,t,False
cast19,llm,30,0.01,plugin_exact,0.006666666666666667,0.0,0.84,0.007936507936507936,0.008523535883341862,0.01,0.11904761904761904,1963.5033333333333,972.3033333333333,991.2,0.0,521202.15109972784,0.593449071818745,full,t,False
cast19,llm,30,0.02,static_sum,0.03,0.0,0.9366666666666666,0.03202846975088968,0.018523535883341862,0.02,0.07829181494661921,1961.83,973.8266666666667,988.0033333333332,0.0,35739.819440265856,0.6128425444779569,full,t,False
cast19,llm,30,0.02,static_sum_v,0.03333333333333333,0.0,0.9366666666666666,0.03558718861209965,0.018523535883341862,0.02,0.07829181494661921,1964.3166666666666,973.8266666666667,990.4899999999999,0.0,34172.067905023825,0.6128425444779569,full,t,False
cast19,llm,30,0.02,oracle_exact,0.03666666666666667,0.0,0.9366666666666666,0.03914590747330961,0.018523535883341862,0.02,0.07829181494661921,1962.57,973.8266666666667,988.7433333333332,0.0,19889.58657450671,0.6128425444779569,full,t,False
cast19,llm,30,0.02,plugin_exact,0.03666666666666667,0.0,0.9366666666666666,0.03914590747330961,0.018523535883341862,0.02,0.07829181494661921,1964.4466666666667,973.8266666666667,990.62,0.0,138938.05179189943,0.6128425444779569,full,t,False
cast19,llm,60,0.01,static_sum,0.02,0.0,0.83,0.024096385542168676,0.008523535883341862,0.01,0.11646586345381527,2848.153333333333,973.7133333333334,1874.4399999999998,0.0,34513.126825899395,0.6070485429330087,full,t,False
cast19,llm,60,0.01,static_sum_v,0.013333333333333334,0.0,0.83,0.01606425702811245,0.008523535883341862,0.01,0.11646586345381527,2848.47,973.7133333333334,1874.7566666666664,0.0,32327.92574859876,0.6070485429330087,full,t,False
cast19,llm,60,0.01,oracle_exact,0.03666666666666667,0.0,0.83,0.04417670682730924,0.008523535883341862,0.01,0.11646586345381527,2856.74,973.7133333333334,1883.0266666666664,0.0,15420.667863586408,0.6070485429330087,full,t,False
cast19,llm,60,0.01,plugin_exact,0.02,0.0,0.83,0.024096385542168676,0.008523535883341862,0.01,0.11646586345381527,2856.58,973.7133333333334,1882.8666666666666,0.0,77110.81845745885,0.6070485429330087,full,t,False
cast19,llm,60,0.02,static_sum,0.05333333333333334,0.0,0.9133333333333333,0.058394160583941604,0.017757506660905722,0.02,0.04744525547445255,2852.2066666666665,976.2766666666666,1875.9299999999998,0.0,14227.793709461383,0.6097953553940443,full,t,False
cast19,llm,60,0.02,static_sum_v,0.06666666666666667,0.0,0.9133333333333333,0.072992700729927,0.017757506660905722,0.02,0.04744525547445255,2851.016666666667,976.2766666666666,1874.7400000000002,0.0,13136.959884859632,0.6097953553940443,full,t,False
cast19,llm,60,0.02,oracle_exact,0.07666666666666666,0.0,0.9133333333333333,0.08394160583941605,0.017757506660905722,0.02,0.04744525547445255,2861.19,976.2766666666666,1884.9133333333334,0.0,5954.701848449301,0.6097953553940443,full,t,False
cast19,llm,60,0.02,plugin_exact,0.07,0.0,0.9133333333333333,0.07664233576642336,0.017757506660905722,0.02,0.04744525547445255,2859.2366666666667,976.2766666666666,1882.96,0.0,30453.42988173966,0.6097953553940443,full,t,False
cast19,llm,90,0.01,static_sum,0.02666666666666667,0.0,0.8566666666666667,0.0311284046692607,0.008523535883341862,0.01,0.11673151750972763,3697.0066666666667,975.8066666666666,2721.2,0.0,12379.153172573158,0.5929390153223136,full,t,False
cast19,llm,90,0.01,static_sum_v,0.03,0.0,0.8566666666666667,0.03501945525291829,0.008523535883341862,0.01,0.11673151750972763,3693.4333333333334,975.8066666666666,2717.626666666667,0.0,11208.853134057013,0.5929390153223136,full,t,False
cast19,llm,90,0.01,oracle_exact,0.03,0.0,0.8566666666666667,0.03501945525291829,0.008523535883341862,0.01,0.11673151750972763,3754.4133333333334,975.8066666666666,2778.6066666666666,0.0,3589.999200787857,0.5929390153223136,full,t,False
cast19,llm,90,0.01,plugin_exact,0.03333333333333333,0.0,0.8566666666666667,0.038910505836575876,0.008523535883341862,0.01,0.11673151750972763,3752.54,975.8066666666666,2776.7333333333336,0.0,23611.70098511987,0.5929390153223136,full,t,False
cast19,llm,90,0.02,static_sum,0.07333333333333333,0.0,0.9433333333333334,0.07773851590106007,0.01697555179020611,0.02,0.06007067137809187,3665.76,978.1766666666666,2687.5833333333335,0.0,4363.593827228213,0.580487739159168,full,t,False
cast19,llm,90,0.02,static_sum_v,0.06333333333333334,0.0,0.9433333333333334,0.06713780918727916,0.01697555179020611,0.02,0.06007067137809187,3663.5133333333333,978.1766666666666,2685.3366666666666,0.0,3953.180181433342,0.580487739159168,full,t,False
cast19,llm,90,0.02,oracle_exact,0.08,0.0,0.9433333333333334,0.08480565371024736,0.01697555179020611,0.02,0.06007067137809187,3727.846666666667,978.1766666666666,2749.67,0.0,1255.4988899019588,0.580487739159168,full,t,False
cast19,llm,90,0.02,plugin_exact,0.07666666666666666,0.0,0.9433333333333334,0.0812720848056537,0.01697555179020611,0.02,0.06007067137809187,3728.01,978.1766666666666,2749.8333333333335,0.0,8473.143015274256,0.580487739159168,full,t,False
cast19,llm,150,0.01,static_sum,0.03666666666666667,0.0,0.85,0.043137254901960784,0.008523535883341862,0.01,0.12549019607843137,4886.683333333333,976.6766666666666,3910.0066666666667,0.0,1950.7545436043251,0.6040952305489847,full,t,False
cast19,llm,150,0.01,static_sum_v,0.03333333333333333,0.0,0.85,0.0392156862745098,0.008523535883341862,0.01,0.12549019607843137,4880.82,976.6766666666666,3904.143333333333,0.0,1765.860662139084,0.6040952305489847,full,t,False
cast19,llm,150,0.01,oracle_exact,0.03333333333333333,0.0,0.85,0.0392156862745098,0.008523535883341862,0.01,0.12549019607843137,5410.4766666666665,976.6766666666666,4433.8,0.0,1.736940646233703,0.6040952305489847,full,t,False
cast19,llm,150,0.01,plugin_exact,0.03333333333333333,0.0,0.85,0.0392156862745098,0.008523535883341862,0.01,0.12549019607843137,5410.096666666666,976.6766666666666,4433.42,0.0,9.43637918710762,0.6040952305489847,full,t,False
cast19,llm,150,0.02,static_sum,0.1,0.0,0.8766666666666667,0.11406844106463879,0.017154701008584,0.02,0.06463878326996197,4840.656666666667,976.02,3864.6366666666668,0.0,1573.17636752292,0.6051413354698455,full,t,False
cast19,llm,150,0.02,static_sum_v,0.09333333333333334,0.0,0.8766666666666667,0.10646387832699619,0.017154701008584,0.02,0.06463878326996197,4836.4,976.02,3860.3799999999997,0.0,1426.3483446083792,0.6051413354698455,full,t,False
cast19,llm,150,0.02,oracle_exact,0.10333333333333333,0.0,0.8766666666666667,0.11787072243346007,0.017154701008584,0.02,0.06463878326996197,5365.513333333333,976.02,4389.493333333334,0.0,1.078886112519762,0.6051413354698455,full,t,False
cast19,llm,150,0.02,plugin_exact,0.10333333333333333,0.0,0.8766666666666667,0.11787072243346007,0.017154701008584,0.02,0.06463878326996197,5364.953333333333,976.02,4388.9333333333325,0.0,9.901480283644782,0.6051413354698455,full,t,False
