collection,judge,budget_full_eq,eps,method,act,wrong,feasible_frac,act_feasible,slack_q25,slack_med,slack_lt_half_eps,docs_labelled,docs_pilot,docs_sampling,dup_frac,design_obj,nonoverlap,pilot_cost,bound,legacy
antique,llm,90,0.01,static_sum,0.8266666666666667,0.0,0.8566666666666667,0.9649805447470817,0.01,0.01,0.0,2673.0033333333336,634.84,2038.1633333333334,0.0,22373.02634736291,0.5804546288099548,full,t,False
antique,llm,90,0.01,per_pair,0.5633333333333334,0.0,0.8566666666666667,0.6575875486381323,0.01,0.01,0.0,2587.04,634.84,1952.1999999999998,0.0,,0.5804546288099548,full,t,False
antique,llm,90,0.01,adaptive,0.8333333333333334,0.0,0.8566666666666667,0.9727626459143969,0.01,0.01,0.0,2670.05,634.84,2035.21,0.0,18613.578266110944,0.5804546288099548,full,t,False
antique,llm,90,0.01,oracle,0.8366666666666667,0.0,0.8566666666666667,0.9766536964980544,0.01,0.01,0.0,2670.9166666666665,634.84,2036.0766666666664,0.0,14361.017388196746,0.5804546288099548,full,t,False
antique,llm,90,0.01,static_sum_v,0.8466666666666667,0.0033333333333333335,0.8566666666666667,0.9844357976653697,0.01,0.01,0.0,2671.2,634.84,2036.3599999999997,0.0,22811.601861505987,0.5804546288099548,full,t,False
antique,llm,90,0.01,oracle_exact,0.85,0.0,0.8566666666666667,0.9922178988326849,0.01,0.01,0.0,2681.27,634.84,2046.4299999999998,0.0,7789.710396060636,0.5804546288099548,full,t,False
antique,llm,90,0.01,plugin_exact,0.8466666666666667,0.0,0.8566666666666667,0.9883268482490273,0.01,0.01,0.0,2682.0333333333333,634.84,2047.1933333333332,0.0,48772.4096165456,0.5804546288099548,full,t,False
antique,llm,90,0.02,static_sum,0.8133333333333334,0.0,0.85,0.9568627450980393,0.02,0.02,0.03137254901960784,2660.4,633.6133333333333,2026.7866666666669,0.0,22231.532564266126,0.5910583022697273,full,t,False
antique,llm,90,0.02,per_pair,0.6566666666666666,0.0,0.85,0.7725490196078432,0.02,0.02,0.03137254901960784,2572.2766666666666,633.6133333333333,1938.6633333333334,0.0,,0.5910583022697273,full,t,False
antique,llm,90,0.02,adaptive,0.81,0.0,0.85,0.9529411764705882,0.02,0.02,0.03137254901960784,2665.3866666666668,633.6133333333333,2031.7733333333335,0.0,18095.782637640168,0.5910583022697273,full,t,False
antique,llm,90,0.02,oracle,0.8166666666666667,0.0,0.85,0.9607843137254902,0.02,0.02,0.03137254901960784,2660.403333333333,633.6133333333333,2026.79,0.0,13819.526314761668,0.5910583022697273,full,t,False
antique,llm,90,0.02,static_sum_v,0.8133333333333334,0.0,0.85,0.9568627450980393,0.02,0.02,0.03137254901960784,2661.766666666667,633.6133333333333,2028.1533333333336,0.0,22639.541738727192,0.5910583022697273,full,t,False
antique,llm,90,0.02,oracle_exact,0.82,0.0,0.85,0.9647058823529412,0.02,0.02,0.03137254901960784,2671.056666666667,633.6133333333333,2037.4433333333336,0.0,7084.176822984653,0.5910583022697273,full,t,False
antique,llm,90,0.02,plugin_exact,0.83,0.0,0.85,0.9764705882352941,0.02,0.02,0.03137254901960784,2671.97,633.6133333333333,2038.3566666666666,0.0,11497.98000853341,0.5910583022697273,full,t,False
