collection,method,act_rate,mean_T,wrong_cert_rate
dl212223,loo_boot,1.0,39.266666666666666,0.016666666666666666
dl212223,loo_sim,0.99,45.86666666666667,0.006666666666666667
dl212223,recal_bp,0.01,89.6,0.01
dl212223,recal_bpu,0.0,90.0,0.0
dl212223,recal_bpx,0.006666666666666667,89.8,0.006666666666666667
dl212223,recal_bpxu,0.0,90.0,0.0
dl212223,recal_ep,0.04,88.13333333333334,0.02666666666666667
dl212223,split_auto,0.58,77.8,0.0
dl212223,split_fp,0.9133333333333333,68.13333333333334,0.0
dl212223,split_fp_ppi,0.9633333333333334,65.53333333333333,0.0
dl212223,split_ppi,0.5666666666666667,77.4,0.0
dl212223,split_t,0.5833333333333334,77.73333333333333,0.0
