collection,judge,budget_full_eq,eps,method,act,wrong,lin_bias,lin_bias_abs,docs
dl212223,llm,60,0.01,human_full,0.0,0.0,0.03245803615775081,0.032460722460310454,4162.18009478673
dl212223,llm,60,0.01,weighted_plugin,0.0,0.0,0.03245803615775081,0.032460722460310454,4162.18009478673
dl212223,llm,60,0.01,judge_ppi,0.0,0.0,0.03245803615775081,0.032460722460310454,4162.18009478673
dl212223,llm,60,0.01,weighted_lin_cv,0.0,0.0,0.03245803615775081,0.032460722460310454,4162.18009478673
dl212223,llm,60,0.01,weighted_lin_cv_bc,0.0,0.0,0.03245803615775081,0.032460722460310454,4162.18009478673
dl212223,llm,60,0.02,human_full,0.0,0.0,0.03323122018260676,0.03323122018260676,4162.18009478673
dl212223,llm,60,0.02,weighted_plugin,0.0,0.0,0.03323122018260676,0.03323122018260676,4162.18009478673
dl212223,llm,60,0.02,judge_ppi,0.0,0.0,0.03323122018260676,0.03323122018260676,4162.18009478673
dl212223,llm,60,0.02,weighted_lin_cv,0.0,0.0,0.03323122018260676,0.03323122018260676,4162.18009478673
dl212223,llm,60,0.02,weighted_lin_cv_bc,0.0,0.0,0.03323122018260676,0.03323122018260676,4162.18009478673
dl212223,llm,90,0.01,human_full,0.0,0.0,0.03354453610802981,0.03354453610802981,6243.270142180095
dl212223,llm,90,0.01,weighted_plugin,0.0,0.0,0.03354453610802981,0.03354453610802981,6243.270142180095
dl212223,llm,90,0.01,judge_ppi,0.0,0.0,0.03354453610802981,0.03354453610802981,6243.270142180095
dl212223,llm,90,0.01,weighted_lin_cv,0.0,0.0,0.03354453610802981,0.03354453610802981,6243.270142180095
dl212223,llm,90,0.01,weighted_lin_cv_bc,0.0,0.0,0.03354453610802981,0.03354453610802981,6243.270142180095
dl212223,llm,90,0.02,human_full,0.0,0.0,0.03243787608333312,0.03243787608333312,6243.270142180095
dl212223,llm,90,0.02,weighted_plugin,0.0,0.0,0.03243787608333312,0.03243787608333312,6243.270142180095
dl212223,llm,90,0.02,judge_ppi,0.0,0.0,0.03243787608333312,0.03243787608333312,6243.270142180095
dl212223,llm,90,0.02,weighted_lin_cv,0.0,0.0,0.03243787608333312,0.03243787608333312,6243.270142180095
dl212223,llm,90,0.02,weighted_lin_cv_bc,0.0,0.0,0.03243787608333312,0.03243787608333312,6243.270142180095
