collection,judge,budget_full_eq,eps,method,act,wrong,lin_bias,lin_bias_abs,docs
dbpedia-entity,llm,60,0.01,human_full,0.0,0.0,-0.0010514851830952013,0.009762562581114046,3085.4135338345864
dbpedia-entity,llm,60,0.01,weighted_plugin,0.0,0.0,-0.0010514851830952013,0.009762562581114046,3085.4135338345864
dbpedia-entity,llm,60,0.01,judge_ppi,0.0,0.0,-0.0010514851830952013,0.009762562581114046,3085.4135338345864
dbpedia-entity,llm,60,0.01,weighted_lin_cv,0.0,0.0,-0.0010514851830952013,0.009762562581114046,3085.4135338345864
dbpedia-entity,llm,60,0.01,weighted_lin_cv_bc,0.0,0.0,-0.0010514851830952013,0.009762562581114046,3085.4135338345864
dbpedia-entity,llm,60,0.02,human_full,0.006666666666666667,0.0033333333333333335,-0.0009143638522402384,0.009445590158789298,3085.4135338345864
dbpedia-entity,llm,60,0.02,weighted_plugin,0.0,0.0,-0.0009143638522402384,0.009445590158789298,3085.4135338345864
dbpedia-entity,llm,60,0.02,judge_ppi,0.0033333333333333335,0.0033333333333333335,-0.0009143638522402384,0.009445590158789298,3085.4135338345864
dbpedia-entity,llm,60,0.02,weighted_lin_cv,0.0,0.0,-0.0009143638522402384,0.009445590158789298,3085.4135338345864
dbpedia-entity,llm,60,0.02,weighted_lin_cv_bc,0.0,0.0,-0.0009143638522402384,0.009445590158789298,3085.4135338345864
dbpedia-entity,llm,90,0.01,human_full,0.0033333333333333335,0.0033333333333333335,-0.0006717158525578382,0.006634080436382944,4628.12030075188
dbpedia-entity,llm,90,0.01,weighted_plugin,0.0,0.0,-0.0006717158525578382,0.006634080436382944,4628.12030075188
dbpedia-entity,llm,90,0.01,judge_ppi,0.0,0.0,-0.0006717158525578382,0.006634080436382944,4628.12030075188
dbpedia-entity,llm,90,0.01,weighted_lin_cv,0.0,0.0,-0.0006717158525578382,0.006634080436382944,4628.12030075188
dbpedia-entity,llm,90,0.01,weighted_lin_cv_bc,0.0,0.0,-0.0006717158525578382,0.006634080436382944,4628.12030075188
dbpedia-entity,llm,90,0.02,human_full,0.0033333333333333335,0.0033333333333333335,0.00010377602261727667,0.006667558368674301,4628.12030075188
dbpedia-entity,llm,90,0.02,weighted_plugin,0.0,0.0,0.00010377602261727667,0.006667558368674301,4628.12030075188
dbpedia-entity,llm,90,0.02,judge_ppi,0.0,0.0,0.00010377602261727667,0.006667558368674301,4628.12030075188
dbpedia-entity,llm,90,0.02,weighted_lin_cv,0.0,0.0,0.00010377602261727667,0.006667558368674301,4628.12030075188
dbpedia-entity,llm,90,0.02,weighted_lin_cv_bc,0.0033333333333333335,0.0,0.00010377602261727667,0.006667558368674301,4628.12030075188
