collection,judge,budget_full_eq,eps,method,act,wrong,feasible_frac,act_feasible,slack_q25,slack_med,slack_lt_half_eps,docs_labelled,docs_pilot,docs_sampling,dup_frac,design_obj,nonoverlap,pilot_cost,bound,legacy
dbpedia-entity,llm,60,0.01,static_sum,0.56,0.0,0.84,0.6666666666666666,0.01,0.01,0.03968253968253968,3203.58,1029.1066666666666,2174.4733333333334,0.0,295643.78521879803,0.5537186740871155,full,t,False
dbpedia-entity,llm,60,0.01,per_pair,0.33,0.0,0.84,0.39285714285714285,0.01,0.01,0.03968253968253968,3177.79,1029.1066666666666,2148.6833333333334,0.0,,0.5537186740871155,full,t,False
dbpedia-entity,llm,60,0.01,adaptive,0.5733333333333334,0.0,0.84,0.6825396825396826,0.01,0.01,0.03968253968253968,3202.7166666666667,1029.1066666666666,2173.61,0.0,280923.73905058665,0.5537186740871155,full,t,False
dbpedia-entity,llm,60,0.01,oracle,0.5733333333333334,0.0,0.84,0.6825396825396826,0.01,0.01,0.03968253968253968,3205.75,1029.1066666666666,2176.6433333333334,0.0,241581.5493939836,0.5537186740871155,full,t,False
dbpedia-entity,llm,60,0.01,static_sum_v,0.5666666666666667,0.0,0.84,0.6746031746031746,0.01,0.01,0.03968253968253968,3205.96,1029.1066666666666,2176.8533333333335,0.0,292711.23749359854,0.5537186740871155,full,t,False
dbpedia-entity,llm,60,0.01,oracle_exact,0.5833333333333334,0.0,0.84,0.6944444444444444,0.01,0.01,0.03968253968253968,3201.87,1029.1066666666666,2172.7633333333333,0.0,184480.57191331286,0.5537186740871155,full,t,False
dbpedia-entity,llm,60,0.01,plugin_exact,0.5466666666666666,0.0,0.84,0.6507936507936508,0.01,0.01,0.03968253968253968,3204.3533333333335,1029.1066666666666,2175.246666666667,0.0,1334656.0823046314,0.5537186740871155,full,t,False
dbpedia-entity,llm,60,0.02,static_sum,0.6366666666666667,0.0,0.9166666666666666,0.6945454545454546,0.02,0.02,0.09818181818181818,3223.173333333333,1031.4566666666667,2191.7166666666662,0.0,181652.8624228374,0.5609396715529491,full,t,False
dbpedia-entity,llm,60,0.02,per_pair,0.37,0.0,0.9166666666666666,0.4036363636363636,0.02,0.02,0.09818181818181818,3193.4733333333334,1031.4566666666667,2162.0166666666664,0.0,,0.5609396715529491,full,t,False
dbpedia-entity,llm,60,0.02,adaptive,0.6433333333333333,0.0,0.9166666666666666,0.7018181818181818,0.02,0.02,0.09818181818181818,3226.0933333333332,1031.4566666666667,2194.6366666666663,0.0,168529.78841908203,0.5609396715529491,full,t,False
dbpedia-entity,llm,60,0.02,oracle,0.6266666666666667,0.0,0.9166666666666666,0.6836363636363636,0.02,0.02,0.09818181818181818,3229.2566666666667,1031.4566666666667,2197.8,0.0,140921.06157025404,0.5609396715529491,full,t,False
dbpedia-entity,llm,60,0.02,static_sum_v,0.6366666666666667,0.0,0.9166666666666666,0.6945454545454546,0.02,0.02,0.09818181818181818,3222.2466666666664,1031.4566666666667,2190.79,0.0,180188.11482599517,0.5609396715529491,full,t,False
dbpedia-entity,llm,60,0.02,oracle_exact,0.6433333333333333,0.0,0.9166666666666666,0.7018181818181818,0.02,0.02,0.09818181818181818,3223.64,1031.4566666666667,2192.1833333333334,0.0,110371.91020228254,0.5609396715529491,full,t,False
dbpedia-entity,llm,60,0.02,plugin_exact,0.6033333333333334,0.0,0.9166666666666666,0.6581818181818182,0.02,0.02,0.09818181818181818,3226.3433333333332,1031.4566666666667,2194.8866666666663,0.0,421336.403862905,0.5609396715529491,full,t,False
