collection,judge,budget_full_eq,eps,method,act,wrong,feasible_frac,act_feasible,slack_q25,slack_med,slack_lt_half_eps,docs_labelled,docs_pilot,docs_sampling,dup_frac,design_obj,nonoverlap,pilot_cost,bound,legacy
dbpedia-entity,llm,20,0.01,static_sum,0.37666666666666665,0.0033333333333333335,0.84,0.4444444444444444,0.01,0.01,0.03968253968253968,1786.4466666666667,1029.1066666666666,757.3400000000001,0.0,1007263.950002636,0.5537186740871155,full,t,False
dbpedia-entity,llm,20,0.01,per_pair,0.08333333333333333,0.0,0.84,0.0992063492063492,0.01,0.01,0.03968253968253968,1781.6266666666668,1029.1066666666666,752.5200000000002,0.0,,0.5537186740871155,full,t,False
dbpedia-entity,llm,20,0.01,adaptive,0.4,0.0,0.84,0.47619047619047616,0.01,0.01,0.03968253968253968,1785.4266666666667,1029.1066666666666,756.3200000000002,0.0,983741.1517596426,0.5537186740871155,full,t,False
dbpedia-entity,llm,20,0.01,oracle,0.39,0.0,0.84,0.4642857142857143,0.01,0.01,0.03968253968253968,1788.0433333333333,1029.1066666666666,758.9366666666667,0.0,849787.1050323505,0.5537186740871155,full,t,False
dbpedia-entity,llm,20,0.01,static_sum_v,0.36333333333333334,0.0,0.84,0.43253968253968256,0.01,0.01,0.03968253968253968,1786.29,1029.1066666666666,757.1833333333334,0.0,997560.6464742894,0.5537186740871155,full,t,False
dbpedia-entity,llm,20,0.01,oracle_exact,0.39666666666666667,0.0,0.84,0.4722222222222222,0.01,0.01,0.03968253968253968,1785.34,1029.1066666666666,756.2333333333333,0.0,671221.5925084656,0.5537186740871155,full,t,False
dbpedia-entity,llm,20,0.01,plugin_exact,0.38,0.0,0.84,0.4523809523809524,0.01,0.01,0.03968253968253968,1787.77,1029.1066666666666,758.6633333333334,0.0,17611925.108364176,0.5537186740871155,full,t,False
dbpedia-entity,llm,20,0.02,static_sum,0.3933333333333333,0.0,0.9166666666666666,0.4290909090909091,0.02,0.02,0.09818181818181818,1788.46,1031.4566666666667,757.0033333333333,0.0,614786.4753745868,0.5609396715529491,full,t,False
dbpedia-entity,llm,20,0.02,per_pair,0.14,0.0,0.9166666666666666,0.15272727272727274,0.02,0.02,0.09818181818181818,1780.81,1031.4566666666667,749.3533333333332,0.0,,0.5609396715529491,full,t,False
dbpedia-entity,llm,20,0.02,adaptive,0.39,0.0,0.9166666666666666,0.4254545454545455,0.02,0.02,0.09818181818181818,1789.2966666666666,1031.4566666666667,757.8399999999999,0.0,597869.7708377383,0.5609396715529491,full,t,False
dbpedia-entity,llm,20,0.02,oracle,0.38333333333333336,0.0,0.9166666666666666,0.41818181818181815,0.02,0.02,0.09818181818181818,1790.69,1031.4566666666667,759.2333333333333,0.0,496679.9000280673,0.5609396715529491,full,t,False
dbpedia-entity,llm,20,0.02,static_sum_v,0.3933333333333333,0.0,0.9166666666666666,0.4290909090909091,0.02,0.02,0.09818181818181818,1789.11,1031.4566666666667,757.6533333333332,0.0,609384.9933817829,0.5609396715529491,full,t,False
dbpedia-entity,llm,20,0.02,oracle_exact,0.4,0.0,0.9166666666666666,0.43636363636363634,0.02,0.02,0.09818181818181818,1787.68,1031.4566666666667,756.2233333333334,0.0,402562.8480800842,0.5609396715529491,full,t,False
dbpedia-entity,llm,20,0.02,plugin_exact,0.38,0.0,0.9166666666666666,0.41454545454545455,0.02,0.02,0.09818181818181818,1789.7,1031.4566666666667,758.2433333333333,0.0,1533244.5648765462,0.5609396715529491,full,t,False
