collection,judge,budget_full_eq,eps,method,act,wrong,feasible_frac,act_feasible,slack_q25,slack_med,slack_lt_half_eps,docs_labelled,docs_pilot,docs_sampling,dup_frac,design_obj,nonoverlap,pilot_cost,bound,legacy
antique,llm,5,0.01,static_sum,0.2866666666666667,0.0,0.8266666666666667,0.3467741935483871,0.01,0.01,0.004032258064516129,991.2666666666667,630.68,360.5866666666667,0.0,425122.01197248127,0.5853209213935364,full,t,False
antique,llm,5,0.01,static_sum_v,0.27,0.0,0.8266666666666667,0.32661290322580644,0.01,0.01,0.004032258064516129,991.12,630.68,360.44000000000005,0.0,431463.68610442156,0.5853209213935364,full,t,False
antique,llm,5,0.01,oracle_exact,0.2733333333333333,0.0,0.8266666666666667,0.33064516129032256,0.01,0.01,0.004032258064516129,990.13,630.68,359.45000000000005,0.0,279195.2432882496,0.5853209213935364,full,t,False
antique,llm,5,0.01,plugin_exact,0.2733333333333333,0.0,0.8266666666666667,0.33064516129032256,0.01,0.01,0.004032258064516129,990.24,630.68,359.56000000000006,0.0,4037936.020809582,0.5853209213935364,full,t,False
antique,llm,5,0.02,static_sum,0.3566666666666667,0.0,0.88,0.4053030303030303,0.02,0.02,0.03787878787878788,990.4966666666667,630.2466666666667,360.25,0.0,296801.9855361214,0.5850137806798473,full,t,False
antique,llm,5,0.02,static_sum_v,0.3933333333333333,0.0,0.88,0.44696969696969696,0.02,0.02,0.03787878787878788,991.07,630.2466666666667,360.8233333333334,0.0,299332.85871741397,0.5850137806798473,full,t,False
antique,llm,5,0.02,oracle_exact,0.33,0.0,0.88,0.375,0.02,0.02,0.03787878787878788,989.2666666666667,630.2466666666667,359.02,0.0,197469.90711880062,0.5850137806798473,full,t,False
antique,llm,5,0.02,plugin_exact,0.35333333333333333,0.0,0.88,0.4015151515151515,0.02,0.02,0.03787878787878788,990.0866666666667,630.2466666666667,359.84000000000003,0.0,549703.2531291278,0.5850137806798473,full,t,False
antique,llm,10,0.01,static_sum,0.23666666666666666,0.0,0.8166666666666667,0.2897959183673469,0.01,0.01,0.012244897959183673,991.1933333333334,631.9266666666666,359.26666666666677,0.0,475601.00037763594,0.5901957003742184,full,t,False
antique,llm,10,0.01,static_sum_v,0.23333333333333334,0.0,0.8166666666666667,0.2857142857142857,0.01,0.01,0.012244897959183673,992.4366666666666,631.9266666666666,360.51,0.0,479999.9370348114,0.5901957003742184,full,t,False
antique,llm,10,0.01,oracle_exact,0.24666666666666667,0.0,0.8166666666666667,0.3020408163265306,0.01,0.01,0.012244897959183673,992.9966666666667,631.9266666666666,361.07000000000005,0.0,312746.1320977542,0.5901957003742184,full,t,False
antique,llm,10,0.01,plugin_exact,0.26666666666666666,0.0,0.8166666666666667,0.32653061224489793,0.01,0.01,0.012244897959183673,991.9133333333333,631.9266666666666,359.9866666666667,0.0,1943015.366389147,0.5901957003742184,full,t,False
antique,llm,10,0.02,static_sum,0.4,0.0,0.8866666666666667,0.45112781954887216,0.02,0.02,0.018796992481203006,994.0266666666666,634.0966666666667,359.92999999999995,0.0,285847.2061931482,0.5819155021949461,full,t,False
antique,llm,10,0.02,static_sum_v,0.4266666666666667,0.0,0.8866666666666667,0.48120300751879697,0.02,0.02,0.018796992481203006,993.5433333333333,634.0966666666667,359.4466666666666,0.0,289425.69310115953,0.5819155021949461,full,t,False
antique,llm,10,0.02,oracle_exact,0.44,0.0,0.8866666666666667,0.49624060150375937,0.02,0.02,0.018796992481203006,995.62,634.0966666666667,361.5233333333333,0.0,187057.3484839625,0.5819155021949461,full,t,False
