collection,judge,budget_full_eq,eps,method,act,wrong,docs_labelled,docs_pilot,docs_sampling,dup_frac,design_obj,nonoverlap,pilot_cost,bound,legacy
dl212223,llm,20,0.01,static_sum,0.0,0.0,2539.8366666666666,1386.5,1153.3366666666666,0.0,132840.73478345494,0.8290812015436563,full,bet,False
dl212223,llm,20,0.01,per_pair,0.0,0.0,2529.45,1386.5,1142.9499999999998,0.0,,0.8290812015436563,full,bet,False
dl212223,llm,20,0.01,adaptive,0.0,0.0,2540.68,1386.5,1154.1799999999998,0.0,126749.73602754393,0.8290812015436563,full,bet,False
dl212223,llm,20,0.01,oracle,0.0,0.0,2535.97,1386.5,1149.4699999999998,0.0,92495.36732338753,0.8290812015436563,full,bet,False
dl212223,llm,20,0.01,static_sum_v,0.0,0.0,2537.133333333333,1386.5,1150.6333333333332,0.0,121654.29784433173,0.8290812015436563,full,bet,False
dl212223,llm,20,0.01,oracle_exact,0.0,0.0,2542.5533333333333,1386.5,1156.0533333333333,0.0,59864.71262674435,0.8290812015436563,full,bet,False
dl212223,llm,20,0.01,plugin_exact,0.0,0.0,2538.8233333333333,1386.5,1152.3233333333333,0.0,285584.5311462029,0.8290812015436563,full,bet,False
dl212223,llm,20,0.02,static_sum,0.0,0.0,2540.26,1385.6533333333334,1154.6066666666668,0.0,146133.02275655844,0.8277720044330047,full,bet,False
dl212223,llm,20,0.02,per_pair,0.0,0.0,2525.7466666666664,1385.6533333333334,1140.093333333333,0.0,,0.8277720044330047,full,bet,False
dl212223,llm,20,0.02,adaptive,0.0,0.0,2536.463333333333,1385.6533333333334,1150.8099999999997,0.0,134639.05779461024,0.8277720044330047,full,bet,False
dl212223,llm,20,0.02,oracle,0.0,0.0,2542.33,1385.6533333333334,1156.6766666666665,0.0,99203.623391273,0.8277720044330047,full,bet,False
dl212223,llm,20,0.02,static_sum_v,0.0,0.0,2535.99,1385.6533333333334,1150.3366666666664,0.0,133912.60121725302,0.8277720044330047,full,bet,False
dl212223,llm,20,0.02,oracle_exact,0.0,0.0,2539.4866666666667,1385.6533333333334,1153.8333333333333,0.0,63357.31840567945,0.8277720044330047,full,bet,False
dl212223,llm,20,0.02,plugin_exact,0.0,0.0,2538.18,1385.6533333333334,1152.5266666666664,0.0,585015.4214032748,0.8277720044330047,full,bet,False
dl212223,llm,30,0.01,static_sum,0.0,0.0,3101.91,1387.1366666666668,1714.773333333333,0.0,85261.75117164705,0.8208267921145196,full,bet,False
dl212223,llm,30,0.01,per_pair,0.0,0.0,3080.8766666666666,1387.1366666666668,1693.7399999999998,0.0,,0.8208267921145196,full,bet,False
dl212223,llm,30,0.01,adaptive,0.0,0.0,3093.286666666667,1387.1366666666668,1706.15,0.0,80360.82553522558,0.8208267921145196,full,bet,False
dl212223,llm,30,0.01,oracle,0.0,0.0,3094.8966666666665,1387.1366666666668,1707.7599999999998,0.0,57201.03161219392,0.8208267921145196,full,bet,False
dl212223,llm,30,0.01,static_sum_v,0.0,0.0,3097.9166666666665,1387.1366666666668,1710.7799999999997,0.0,77639.21123296102,0.8208267921145196,full,bet,False
dl212223,llm,30,0.01,oracle_exact,0.0,0.0,3095.1866666666665,1387.1366666666668,1708.0499999999997,0.0,35602.28036052397,0.8208267921145196,full,bet,False
dl212223,llm,30,0.01,plugin_exact,0.0,0.0,3094.9933333333333,1387.1366666666668,1707.8566666666666,0.0,1024565.468511171,0.8208267921145196,full,bet,False
dl212223,llm,30,0.02,static_sum,0.0,0.0,3088.41,1383.3133333333333,1705.0966666666666,0.0,99149.33201207536,0.8231137246315042,full,bet,False
dl212223,llm,30,0.02,per_pair,0.0,0.0,3073.266666666667,1383.3133333333333,1689.9533333333336,0.0,,0.8231137246315042,full,bet,False
dl212223,llm,30,0.02,adaptive,0.0,0.0,3086.91,1383.3133333333333,1703.5966666666666,0.0,91357.7870420964,0.8231137246315042,full,bet,False
dl212223,llm,30,0.02,oracle,0.0,0.0,3087.766666666667,1383.3133333333333,1704.4533333333336,0.0,65987.62260667077,0.8231137246315042,full,bet,False
dl212223,llm,30,0.02,static_sum_v,0.0,0.0,3089.1866666666665,1383.3133333333333,1705.8733333333332,0.0,90186.56935387473,0.8231137246315042,full,bet,False
dl212223,llm,30,0.02,oracle_exact,0.0,0.0,3085.87,1383.3133333333333,1702.5566666666666,0.0,40575.784655830896,0.8231137246315042,full,bet,False
dl212223,llm,30,0.02,plugin_exact,0.0,0.0,3088.2166666666667,1383.3133333333333,1704.9033333333334,0.0,273199.8209248986,0.8231137246315042,full,bet,False
dl212223,llm,45,0.01,static_sum,0.0,0.0,3886.45,1392.45,2494.0,0.0,55843.29906966175,0.8150489083096082,full,bet,False
dl212223,llm,45,0.01,per_pair,0.0,0.0,3860.366666666667,1392.45,2467.916666666667,0.0,,0.8150489083096082,full,bet,False
dl212223,llm,45,0.01,adaptive,0.0,0.0,3890.14,1392.45,2497.6899999999996,0.0,50271.7840979061,0.8150489083096082,full,bet,False
dl212223,llm,45,0.01,oracle,0.0,0.0,3884.7466666666664,1392.45,2492.296666666666,0.0,33814.19966319776,0.8150489083096082,full,bet,False
dl212223,llm,45,0.01,static_sum_v,0.0,0.0,3887.98,1392.45,2495.5299999999997,0.0,49932.376128169235,0.8150489083096082,full,bet,False
dl212223,llm,45,0.01,oracle_exact,0.0,0.0,3884.7766666666666,1392.45,2492.326666666667,0.0,18556.817670792785,0.8150489083096082,full,bet,False
dl212223,llm,45,0.01,plugin_exact,0.0,0.0,3884.7433333333333,1392.45,2492.293333333333,0.0,106201.51490353345,0.8150489083096082,full,bet,False
dl212223,llm,45,0.02,static_sum,0.0,0.0,3884.3866666666668,1388.84,2495.546666666667,0.0,39608.37323326071,0.8214507969021647,full,bet,False
dl212223,llm,45,0.02,per_pair,0.0,0.0,3855.5333333333333,1388.84,2466.6933333333336,0.0,,0.8214507969021647,full,bet,False
dl212223,llm,45,0.02,adaptive,0.0,0.0,3881.3966666666665,1388.84,2492.5566666666664,0.0,36059.8102023835,0.8214507969021647,full,bet,False
dl212223,llm,45,0.02,oracle,0.0,0.0,3883.9466666666667,1388.84,2495.1066666666666,0.0,25706.855555485796,0.8214507969021647,full,bet,False
dl212223,llm,45,0.02,static_sum_v,0.0,0.0,3882.98,1388.84,2494.1400000000003,0.0,36033.63935689551,0.8214507969021647,full,bet,False
dl212223,llm,45,0.02,oracle_exact,0.0,0.0,3881.98,1388.84,2493.1400000000003,0.0,15233.973022383187,0.8214507969021647,full,bet,False
dl212223,llm,45,0.02,plugin_exact,0.0,0.0,3886.0533333333333,1388.84,2497.213333333333,0.0,121642.0515761542,0.8214507969021647,full,bet,False
dl212223,llm,60,0.01,static_sum,0.0,0.0,4667.256666666667,1395.3133333333333,3271.9433333333336,0.0,33154.22967838876,0.8247381457058254,full,bet,False
dl212223,llm,60,0.01,per_pair,0.0,0.0,4608.4366666666665,1395.3133333333333,3213.123333333333,0.0,,0.8247381457058254,full,bet,False
dl212223,llm,60,0.01,adaptive,0.0,0.0,4669.99,1395.3133333333333,3274.6766666666663,0.0,29054.359066545687,0.8247381457058254,full,bet,False
dl212223,llm,60,0.01,oracle,0.0,0.0,4661.3133333333335,1395.3133333333333,3266.0,0.0,19466.329788664556,0.8247381457058254,full,bet,False
dl212223,llm,60,0.01,static_sum_v,0.0,0.0,4660.916666666667,1395.3133333333333,3265.6033333333335,0.0,29340.53633851991,0.8247381457058254,full,bet,False
dl212223,llm,60,0.01,oracle_exact,0.0,0.0,4666.886666666666,1395.3133333333333,3271.573333333333,0.0,10983.649622502795,0.8247381457058254,full,bet,False
dl212223,llm,60,0.01,plugin_exact,0.0,0.0,4664.3133333333335,1395.3133333333333,3269.0,0.0,138466.70766762487,0.8247381457058254,full,bet,False
dl212223,llm,60,0.02,static_sum,0.0,0.0,4660.823333333334,1388.1866666666667,3272.636666666667,0.0,31904.450877999127,0.8206072579498698,full,bet,False
dl212223,llm,60,0.02,per_pair,0.0,0.0,4597.95,1388.1866666666667,3209.7633333333333,0.0,,0.8206072579498698,full,bet,False
dl212223,llm,60,0.02,adaptive,0.0,0.0,4660.14,1388.1866666666667,3271.953333333334,0.0,27223.100605414584,0.8206072579498698,full,bet,False
dl212223,llm,60,0.02,oracle,0.0,0.0,4659.59,1388.1866666666667,3271.4033333333336,0.0,19773.42847965552,0.8206072579498698,full,bet,False
dl212223,llm,60,0.02,static_sum_v,0.0,0.0,4661.596666666666,1388.1866666666667,3273.41,0.0,27932.804831208054,0.8206072579498698,full,bet,False
dl212223,llm,60,0.02,oracle_exact,0.0,0.0,4655.933333333333,1388.1866666666667,3267.746666666667,0.0,12034.818790615305,0.8206072579498698,full,bet,False
dl212223,llm,60,0.02,plugin_exact,0.0,0.0,4660.693333333334,1388.1866666666667,3272.506666666667,0.0,58854.6533677478,0.8206072579498698,full,bet,False
dl212223,llm,90,0.01,static_sum,0.0,0.0,6247.286666666667,1386.2533333333333,4861.033333333334,0.0,11548.493772615202,0.8225237569645268,full,bet,False
dl212223,llm,90,0.01,per_pair,0.0,0.0,5964.263333333333,1386.2533333333333,4578.01,0.0,,0.8225237569645268,full,bet,False
dl212223,llm,90,0.01,adaptive,0.0,0.0,6246.63,1386.2533333333333,4860.376666666667,0.0,9683.468549443081,0.8225237569645268,full,bet,False
dl212223,llm,90,0.01,oracle,0.0,0.0,6239.09,1386.2533333333333,4852.836666666667,0.0,6353.549846184419,0.8225237569645268,full,bet,False
dl212223,llm,90,0.01,static_sum_v,0.0,0.0,6242.1033333333335,1386.2533333333333,4855.85,0.0,10143.02707710973,0.8225237569645268,full,bet,False
dl212223,llm,90,0.01,oracle_exact,0.0,0.0,6247.99,1386.2533333333333,4861.736666666667,0.0,4102.300210200708,0.8225237569645268,full,bet,False
dl212223,llm,90,0.01,plugin_exact,0.0,0.0,6249.586666666667,1386.2533333333333,4863.333333333334,0.0,76662.15421080285,0.8225237569645268,full,bet,False
dl212223,llm,90,0.02,static_sum,0.0,0.0,6241.14,1389.7033333333334,4851.4366666666665,0.0,12515.203701082433,0.8238285226557454,full,bet,False
dl212223,llm,90,0.02,per_pair,0.0,0.0,5946.5233333333335,1389.7033333333334,4556.82,0.0,,0.8238285226557454,full,bet,False
dl212223,llm,90,0.02,adaptive,0.0,0.0,6243.906666666667,1389.7033333333334,4854.203333333333,0.0,9397.495482722363,0.8238285226557454,full,bet,False
dl212223,llm,90,0.02,oracle,0.0,0.0,6245.293333333333,1389.7033333333334,4855.59,0.0,5906.555073206052,0.8238285226557454,full,bet,False
dl212223,llm,90,0.02,static_sum_v,0.0,0.0,6243.75,1389.7033333333334,4854.046666666667,0.0,10842.392538156402,0.8238285226557454,full,bet,False
dl212223,llm,90,0.02,oracle_exact,0.0,0.0,6249.22,1389.7033333333334,4859.516666666666,0.0,3565.010820585328,0.8238285226557454,full,bet,False
dl212223,llm,90,0.02,plugin_exact,0.0,0.0,6252.723333333333,1389.7033333333334,4863.02,0.0,54658.308139933266,0.8238285226557454,full,bet,False
