collection,J50_base,J50_oracle,J50_plugin,J50_static_v,saving_oracle,saving_plugin,recovery,wrong_plugin,saving_oracle_ex_pilot,obj_ratio_static_over_oracle,nonoverlap,pilot_share
antique,1014.8333333333334,993.6666666666666,994.0966666666668,994.3133333333334,0.02085728362621131,0.02043356873049751,0.9796850393700705,0.0,0.05552349474494178,1.633692016241525,0.5910583022697276,0.42015725241746865
cast19,3180.989957805907,2749.209435028248,2799.3886666666667,3059.796208333333,0.13573778242150758,0.11996306061979856,0.8837853284450772,0.0033333333333333,0.19580699475748575,1.9829628187720065,0.6045792972363208,0.3019250593705462
dbpedia-entity,2186.4544444444446,2183.0693103448275,2465.2947435897436,2254.992666666667,0.0015482298788426219,-0.12753080671486372,-82.37200977557798,0.0,0.002930857673276277,1.5603744082972537,0.5609396715529493,0.41094890211095136
dl212223,2102.2678666666666,1953.2513461538463,2050.6133333333332,2083.9399999999996,0.07088369796999239,0.024570861854648518,0.3466362867390221,0.0033333333333333,0.20794515542361358,2.2109367497912125,0.8277720044330047,0.4950374394385462
