collection,J50_base,J50_oracle,J50_plugin,J50_static_v,saving_oracle,saving_plugin,recovery,wrong_plugin,saving_oracle_ex_pilot,obj_ratio_static_over_oracle,nonoverlap,pilot_share
antique,1414.3533333333332,1413.14,1414.7266666666667,1414.3533333333332,0.0008578714418366884,-0.00026396044364207505,-0.3076923076924518,0.0,0.0015540811708547597,1.9432488560583996,0.5826189037515053,0.27147684578783177
cast19,,,,,,,,0.0,,1.9341942912071204,0.5960839405582197,0.377955834904502
dbpedia-entity,2517.4944444444445,2350.672666666667,2352.2006666666666,2517.4944444444445,0.06626500334327112,0.0656580506632477,0.990840524418609,0.0,0.11299836519202255,1.5585536476405737,0.5530329545150703,0.403652934194778
dl212223,2535.99,2539.4866666666667,2538.18,2535.99,-0.0013788172140531962,-0.0008635680740065599,,0.0,-0.003039689829934078,2.4435552696151555,0.8233544613144578,0.3750153630258082
