collection,J50_base,J50_oracle,J50_plugin,J50_static_v,saving_oracle,saving_plugin,recovery,wrong_plugin,saving_oracle_ex_pilot,obj_ratio_static_over_oracle,nonoverlap,pilot_share
antique,,,,,,,,0.0,,1.954467220269545,0.5795911861901916,0.27265893969593874
cast19,,,,,,,,0.0,,2.062935610500859,0.6027586324082816,0.3773149784445013
dbpedia-entity,,,,,,,,0.0,,1.551152710302245,0.5514569914795513,0.4032333859059698
dl212223,,,,,,,,0.0,,2.4680435256369413,0.822443760927627,0.3752723332762894
