collection,judge,budget_full_eq,eps,method,act,wrong,var_est
antique,rr,30,0.01,uniform,0.01,0.0,0.4569501095670923
antique,rr,30,0.01,weighted,0.22,0.0,0.11911239827022894
antique,rr,30,0.01,active_judge,0.03333333333333333,0.0,0.36027404918463307
antique,rr,30,0.01,strat_pilot,0.22333333333333333,0.0,0.11769996885445752
antique,rr,30,0.01,weighted_cv,0.31666666666666665,0.0,0.09501571724761414
antique,rr,30,0.01,active_cv,0.19,0.0,0.16159173420931106
antique,rr,30,0.01,weighted_cvl,0.34,0.0,0.08578291494964319
antique,rr,30,0.02,uniform,0.02666666666666667,0.0,0.4964246931519678
antique,rr,30,0.02,weighted,0.28,0.0,0.11378754769328168
antique,rr,30,0.02,active_judge,0.04,0.0,0.33697168748037665
antique,rr,30,0.02,strat_pilot,0.33,0.0,0.11578305144818778
antique,rr,30,0.02,weighted_cv,0.3933333333333333,0.0,0.09117934199048851
antique,rr,30,0.02,active_cv,0.20333333333333334,0.0,0.15653072439145543
antique,rr,30,0.02,weighted_cvl,0.45666666666666667,0.0,0.08406135332041836
antique,rr,60,0.01,uniform,0.2,0.0,0.3806227268984728
antique,rr,60,0.01,weighted,0.8633333333333333,0.0,0.09196551409332301
antique,rr,60,0.01,active_judge,0.36666666666666664,0.0,0.2616577631491015
antique,rr,60,0.01,strat_pilot,0.8233333333333334,0.0,0.09318601553208625
antique,rr,60,0.01,weighted_cv,0.8866666666666667,0.0,0.07684816073744427
antique,rr,60,0.01,active_cv,0.7233333333333334,0.0,0.12380197085631797
antique,rr,60,0.01,weighted_cvl,0.88,0.0,0.07045229915759252
antique,rr,60,0.02,uniform,0.2833333333333333,0.0,0.38376354037689625
antique,rr,60,0.02,weighted,0.9133333333333333,0.0,0.09447191780724586
antique,rr,60,0.02,active_judge,0.5133333333333333,0.0,0.2643784289878605
antique,rr,60,0.02,strat_pilot,0.9033333333333333,0.0,0.09436043059792995
antique,rr,60,0.02,weighted_cv,0.9466666666666667,0.0,0.07865700760673419
antique,rr,60,0.02,active_cv,0.83,0.0,0.1256367784535172
antique,rr,60,0.02,weighted_cvl,0.9533333333333334,0.0,0.07250716212701055
antique,rr,90,0.01,uniform,0.5,0.0,0.21400367496738118
antique,rr,90,0.01,weighted,0.9266666666666666,0.0,0.05600179984775134
antique,rr,90,0.01,active_judge,0.7666666666666667,0.0,0.13318621879064327
antique,rr,90,0.01,strat_pilot,0.93,0.0,0.05585024722393906
antique,rr,90,0.01,weighted_cv,0.9266666666666666,0.0,0.049908763549097915
antique,rr,90,0.01,active_cv,0.9166666666666666,0.0,0.06982652290039876
antique,rr,90,0.01,weighted_cvl,0.92,0.0,0.046893158444871394
antique,rr,90,0.02,uniform,0.5933333333333334,0.0,0.20510644157909727
antique,rr,90,0.02,weighted,0.8966666666666666,0.0,0.054876661750351184
antique,rr,90,0.02,active_judge,0.8366666666666667,0.0,0.13040979513349962
antique,rr,90,0.02,strat_pilot,0.9033333333333333,0.0,0.05474110459240331
antique,rr,90,0.02,weighted_cv,0.91,0.0,0.04824990233529036
antique,rr,90,0.02,active_cv,0.8933333333333333,0.0,0.06896984335593186
antique,rr,90,0.02,weighted_cvl,0.9166666666666666,0.0,0.046208464217344966
antique,rr,120,0.01,uniform,0.7733333333333333,0.0,0.13743635505903323
antique,rr,120,0.01,weighted,0.9366666666666666,0.0,0.04180894140218159
antique,rr,120,0.01,active_judge,0.9333333333333333,0.0,0.07843018168270617
antique,rr,120,0.01,strat_pilot,0.9433333333333334,0.0,0.04174224058696691
antique,rr,120,0.01,weighted_cv,0.9366666666666666,0.0,0.039058428200494814
antique,rr,120,0.01,active_cv,0.94,0.0,0.046621730260372696
antique,rr,120,0.01,weighted_cvl,0.9466666666666667,0.0,0.037739472369103806
antique,rr,120,0.02,uniform,0.8066666666666666,0.0,0.13682336213902452
antique,rr,120,0.02,weighted,0.93,0.0,0.04131673892194044
antique,rr,120,0.02,active_judge,0.92,0.0,0.07937732069480564
antique,rr,120,0.02,strat_pilot,0.93,0.0,0.041234244770292944
antique,rr,120,0.02,weighted_cv,0.9366666666666666,0.0,0.03864274999417489
antique,rr,120,0.02,active_cv,0.93,0.0,0.04691163162297445
antique,rr,120,0.02,weighted_cvl,0.9366666666666666,0.0,0.03749748892690044
antique,rr,150,0.01,uniform,0.8133333333333334,0.0,0.10011442319735711
antique,rr,150,0.01,weighted,0.92,0.0,0.03536219787691426
antique,rr,150,0.01,active_judge,0.9166666666666666,0.0,0.05196106618606573
antique,rr,150,0.01,strat_pilot,0.9266666666666666,0.0,0.035385962730816505
antique,rr,150,0.01,weighted_cv,0.9333333333333333,0.0,0.034256226696781314
antique,rr,150,0.01,active_cv,0.9266666666666666,0.0,0.03746686467130925
antique,rr,150,0.01,weighted_cvl,0.9333333333333333,0.0,0.033671210553209846
antique,rr,150,0.02,uniform,0.9166666666666666,0.0,0.09710538672017917
antique,rr,150,0.02,weighted,0.96,0.0,0.03518939057211829
antique,rr,150,0.02,active_judge,0.9566666666666667,0.0,0.05166036242563792
antique,rr,150,0.02,strat_pilot,0.96,0.0,0.03541361759611341
antique,rr,150,0.02,weighted_cv,0.9633333333333334,0.0,0.034231198324644205
antique,rr,150,0.02,active_cv,0.9633333333333334,0.0,0.03727446345689833
antique,rr,150,0.02,weighted_cvl,0.9633333333333334,0.0,0.03388225331215793
