collection,judge,budget_full_eq,eps,method,act,wrong,var_est,docs_labelled,docs_pilot,dup_frac,sampling,pilot_cost,bound
antique,llm,5,0.01,uniform,0.013333333333333334,0.0,0.5264300749550271,728.2233333333334,629.4733333333334,0.0,shared,full,t
antique,llm,5,0.01,weighted,0.18666666666666668,0.0,0.1298185994359951,728.27,629.4733333333334,0.0,shared,full,t
antique,llm,5,0.01,active_judge,0.09333333333333334,0.0033333333333333335,0.41473818831839226,728.5933333333334,629.4733333333334,0.0,shared,full,t
antique,llm,5,0.01,strat_pilot,0.10666666666666667,0.0,0.1294089116619406,727.4133333333333,629.4733333333334,0.0,shared,full,t
antique,llm,5,0.01,weighted_cv,0.23666666666666666,0.0,0.08620565292116963,728.09,629.4733333333334,0.0,shared,full,t
antique,llm,5,0.01,active_cv,0.21,0.0,0.17568732720694621,728.0166666666667,629.4733333333334,0.0,shared,full,t
antique,llm,5,0.01,weighted_cvl,0.22333333333333333,0.0,0.08951608905278946,727.85,629.4733333333334,0.0,shared,full,t
antique,llm,5,0.02,uniform,0.043333333333333335,0.0,0.5487369324969723,731.45,630.4733333333334,0.0,shared,full,t
antique,llm,5,0.02,weighted,0.22333333333333333,0.0,0.12935904748319174,728.7033333333334,630.4733333333334,0.0,shared,full,t
antique,llm,5,0.02,active_judge,0.10333333333333333,0.0,0.3907296493140169,730.2166666666667,630.4733333333334,0.0,shared,full,t
antique,llm,5,0.02,strat_pilot,0.18,0.0,0.13198497926950598,730.05,630.4733333333334,0.0,shared,full,t
antique,llm,5,0.02,weighted_cv,0.33,0.0,0.0860966529553281,729.98,630.4733333333334,0.0,shared,full,t
antique,llm,5,0.02,active_cv,0.2,0.0,0.19251244712871654,729.6533333333333,630.4733333333334,0.0,shared,full,t
antique,llm,5,0.02,weighted_cvl,0.27666666666666667,0.0,0.08857801288211659,730.1733333333333,630.4733333333334,0.0,shared,full,t
antique,llm,10,0.01,uniform,0.03333333333333333,0.0,0.5202579233866419,833.1233333333333,632.2933333333333,0.0,shared,full,t
antique,llm,10,0.01,weighted,0.30333333333333334,0.0,0.12910232823449988,831.6933333333334,632.2933333333333,0.0,shared,full,t
antique,llm,10,0.01,active_judge,0.12333333333333334,0.0,0.4100772155276179,832.85,632.2933333333333,0.0,shared,full,t
antique,llm,10,0.01,strat_pilot,0.29333333333333333,0.0,0.1287664040431152,832.9033333333333,632.2933333333333,0.0,shared,full,t
antique,llm,10,0.01,weighted_cv,0.51,0.0,0.08636759726148223,831.27,632.2933333333333,0.0,shared,full,t
antique,llm,10,0.01,active_cv,0.31333333333333335,0.0,0.19030899365092319,833.11,632.2933333333333,0.0,shared,full,t
antique,llm,10,0.01,weighted_cvl,0.4533333333333333,0.0,0.09067157585920423,832.26,632.2933333333333,0.0,shared,full,t
antique,llm,10,0.02,uniform,0.04666666666666667,0.0,0.5255589530922381,831.8266666666667,633.1666666666666,0.0,shared,full,t
antique,llm,10,0.02,weighted,0.38333333333333336,0.0,0.12760399583515036,831.11,633.1666666666666,0.0,shared,full,t
antique,llm,10,0.02,active_judge,0.16333333333333333,0.0,0.4173753653161906,831.9033333333333,633.1666666666666,0.0,shared,full,t
antique,llm,10,0.02,strat_pilot,0.43,0.0,0.1264924796081823,829.5233333333333,633.1666666666666,0.0,shared,full,t
antique,llm,10,0.02,weighted_cv,0.5633333333333334,0.0,0.08238939888844987,829.8966666666666,633.1666666666666,0.0,shared,full,t
antique,llm,10,0.02,active_cv,0.3933333333333333,0.0,0.17744782839466075,832.0566666666666,633.1666666666666,0.0,shared,full,t
antique,llm,10,0.02,weighted_cvl,0.5466666666666666,0.0,0.08903518763354218,832.99,633.1666666666666,0.0,shared,full,t
antique,llm,15,0.01,uniform,0.06666666666666667,0.0,0.5384007888132953,923.4033333333333,627.6766666666666,0.0,shared,full,t
antique,llm,15,0.01,weighted,0.4866666666666667,0.0,0.13012221427652773,925.7066666666667,627.6766666666666,0.0,shared,full,t
antique,llm,15,0.01,active_judge,0.19666666666666666,0.0,0.3932406820646023,923.12,627.6766666666666,0.0,shared,full,t
antique,llm,15,0.01,strat_pilot,0.5066666666666667,0.0,0.12833730863526432,923.1366666666667,627.6766666666666,0.0,shared,full,t
antique,llm,15,0.01,weighted_cv,0.6933333333333334,0.0,0.08427071427010195,924.0533333333333,627.6766666666666,0.0,shared,full,t
antique,llm,15,0.01,active_cv,0.39,0.0,0.19485965455942078,923.2033333333334,627.6766666666666,0.0,shared,full,t
antique,llm,15,0.01,weighted_cvl,0.6333333333333333,0.0,0.09036892892791383,922.9133333333333,627.6766666666666,0.0,shared,full,t
antique,llm,15,0.02,uniform,0.10666666666666667,0.0,0.5309117328699043,931.57,630.7066666666667,0.0,shared,full,t
antique,llm,15,0.02,weighted,0.63,0.0,0.1295099110584298,928.7033333333334,630.7066666666667,0.0,shared,full,t
antique,llm,15,0.02,active_judge,0.2,0.0,0.399359850276662,930.1,630.7066666666667,0.0,shared,full,t
antique,llm,15,0.02,strat_pilot,0.6066666666666667,0.0,0.12953344483690202,929.7666666666667,630.7066666666667,0.0,shared,full,t
antique,llm,15,0.02,weighted_cv,0.7933333333333333,0.0033333333333333335,0.08592230538319012,929.8666666666667,630.7066666666667,0.0,shared,full,t
antique,llm,15,0.02,active_cv,0.5233333333333333,0.0,0.18725288019481165,929.98,630.7066666666667,0.0,shared,full,t
antique,llm,15,0.02,weighted_cvl,0.76,0.0,0.08914660069022519,928.9666666666667,630.7066666666667,0.0,shared,full,t
antique,llm,20,0.01,uniform,0.13666666666666666,0.0,0.5403196660888463,1032.7133333333334,631.9066666666666,0.0,shared,full,t
antique,llm,20,0.01,weighted,0.64,0.0,0.1309543254885346,1030.1266666666668,631.9066666666666,0.0,shared,full,t
antique,llm,20,0.01,active_judge,0.23,0.0,0.41138397096732204,1031.6166666666666,631.9066666666666,0.0,shared,full,t
antique,llm,20,0.01,strat_pilot,0.6533333333333333,0.0,0.13083685027605768,1031.4,631.9066666666666,0.0,shared,full,t
antique,llm,20,0.01,weighted_cv,0.8,0.0,0.08556944518318581,1033.56,631.9066666666666,0.0,shared,full,t
antique,llm,20,0.01,active_cv,0.5266666666666666,0.0,0.18400004749539467,1031.3666666666666,631.9066666666666,0.0,shared,full,t
antique,llm,20,0.01,weighted_cvl,0.78,0.0,0.09157639744756052,1032.78,631.9066666666666,0.0,shared,full,t
antique,llm,20,0.02,uniform,0.17,0.0,0.5393330701506753,1037.2933333333333,631.64,0.0,shared,full,t
antique,llm,20,0.02,weighted,0.69,0.0,0.13107793461525513,1036.0433333333333,631.64,0.0,shared,full,t
antique,llm,20,0.02,active_judge,0.31,0.0,0.4024933613774363,1036.1033333333332,631.64,0.0,shared,full,t
antique,llm,20,0.02,strat_pilot,0.67,0.0,0.1308674420591444,1035.5633333333333,631.64,0.0,shared,full,t
antique,llm,20,0.02,weighted_cv,0.86,0.0,0.08552702774513171,1037.34,631.64,0.0,shared,full,t
antique,llm,20,0.02,active_cv,0.58,0.0,0.19634354216011227,1037.2733333333333,631.64,0.0,shared,full,t
antique,llm,20,0.02,weighted_cvl,0.86,0.0,0.09195082953383439,1035.59,631.64,0.0,shared,full,t
