collection,judge,budget_full_eq,eps,method,act,wrong,var_est
dbpedia-entity,rr,30,0.02,uniform,0.02666666666666667,0.0,0.253900217660084
dbpedia-entity,rr,30,0.02,weighted,0.09666666666666666,0.0,0.07431620633750197
dbpedia-entity,rr,30,0.02,active_judge,0.023333333333333334,0.0,0.16991738116299507
dbpedia-entity,rr,30,0.02,strat_pilot,0.08666666666666667,0.0,0.0746288566402166
dbpedia-entity,rr,30,0.02,weighted_cv,0.13666666666666666,0.0,0.06521901080582149
dbpedia-entity,rr,30,0.02,active_cv,0.10333333333333333,0.0,0.08421533388303679
dbpedia-entity,rr,30,0.02,weighted_cvl,0.15333333333333332,0.0,0.05694022049416842
dbpedia-entity,rr,45,0.02,uniform,0.12,0.0,0.22838343031359395
dbpedia-entity,rr,45,0.02,weighted,0.29333333333333333,0.0,0.0746150038380507
dbpedia-entity,rr,45,0.02,active_judge,0.1,0.0,0.16177549652120668
dbpedia-entity,rr,45,0.02,strat_pilot,0.26,0.0,0.0738780571129869
dbpedia-entity,rr,45,0.02,weighted_cv,0.36,0.0,0.06423053762974504
dbpedia-entity,rr,45,0.02,active_cv,0.23666666666666666,0.0,0.08463139001792538
dbpedia-entity,rr,45,0.02,weighted_cvl,0.38666666666666666,0.0,0.05583047109924609
dbpedia-entity,rr,60,0.02,uniform,0.19666666666666666,0.0,0.23380807027678296
dbpedia-entity,rr,60,0.02,weighted,0.4266666666666667,0.0,0.07428377229435433
dbpedia-entity,rr,60,0.02,active_judge,0.19,0.0,0.1666489263835552
dbpedia-entity,rr,60,0.02,strat_pilot,0.38,0.0,0.07338325569304556
dbpedia-entity,rr,60,0.02,weighted_cv,0.5,0.0,0.06426494750047178
dbpedia-entity,rr,60,0.02,active_cv,0.39,0.0,0.08387713507438105
dbpedia-entity,rr,60,0.02,weighted_cvl,0.5233333333333333,0.0,0.05525858884183952
dbpedia-entity,rr,90,0.02,uniform,0.2966666666666667,0.0,0.18310236225198956
dbpedia-entity,rr,90,0.02,weighted,0.59,0.0,0.053866223205266156
dbpedia-entity,rr,90,0.02,active_judge,0.4066666666666667,0.0,0.11864186366743358
dbpedia-entity,rr,90,0.02,strat_pilot,0.6266666666666667,0.0,0.053913414143384554
dbpedia-entity,rr,90,0.02,weighted_cv,0.6566666666666666,0.0,0.04724286737906587
dbpedia-entity,rr,90,0.02,active_cv,0.58,0.0,0.06176488228553636
dbpedia-entity,rr,90,0.02,weighted_cvl,0.6966666666666667,0.0,0.04188502061982815
