collection,judge,budget_full_eq,eps,method,act,wrong,var_est
dbpedia-entity,llm,60,0.013836504174194958,uniform,0.0,0.0,0.2621992065718984
dbpedia-entity,llm,60,0.013836504174194958,weighted,0.01,0.01,0.07841301343244766
dbpedia-entity,llm,60,0.013836504174194958,active_judge,0.0033333333333333335,0.0033333333333333335,0.22568085492890078
dbpedia-entity,llm,60,0.013836504174194958,strat_pilot,0.0033333333333333335,0.0033333333333333335,0.07732548113089086
dbpedia-entity,llm,60,0.013836504174194958,weighted_cv,0.0,0.0,0.057760406694035996
dbpedia-entity,llm,60,0.013836504174194958,active_cv,0.01,0.01,0.14102135925159787
dbpedia-entity,llm,90,0.016900954666950796,uniform,0.02,0.02,0.1744995160755478
dbpedia-entity,llm,90,0.016900954666950796,weighted,0.0,0.0,0.05480946842478213
dbpedia-entity,llm,90,0.016900954666950796,active_judge,0.0033333333333333335,0.0033333333333333335,0.14207504800543874
dbpedia-entity,llm,90,0.016900954666950796,strat_pilot,0.0,0.0,0.055202627572042286
dbpedia-entity,llm,90,0.016900954666950796,weighted_cv,0.0,0.0,0.04229645399460705
dbpedia-entity,llm,90,0.016900954666950796,active_cv,0.006666666666666667,0.006666666666666667,0.0867417025809962
