collection,judge,budget_full_eq,eps,method,act,wrong,var_est
dbpedia-entity,llm,30,0.02,uniform,0.02666666666666667,0.0,0.253900217660084
dbpedia-entity,llm,30,0.02,weighted,0.09666666666666666,0.0,0.07431620633750197
dbpedia-entity,llm,30,0.02,active_judge,0.02,0.0,0.22829841402707757
dbpedia-entity,llm,30,0.02,strat_pilot,0.08666666666666667,0.0,0.0746288566402166
dbpedia-entity,llm,30,0.02,weighted_cv,0.17666666666666667,0.0,0.05507250442814706
dbpedia-entity,llm,30,0.02,active_cv,0.06666666666666667,0.0,0.1331416500211584
dbpedia-entity,llm,30,0.02,weighted_cvl,0.15333333333333332,0.0,0.054779716890109034
dbpedia-entity,llm,45,0.02,uniform,0.12,0.0,0.22838343031359395
dbpedia-entity,llm,45,0.02,weighted,0.29333333333333333,0.0,0.0746150038380507
dbpedia-entity,llm,45,0.02,active_judge,0.10333333333333333,0.0,0.23654263312661641
dbpedia-entity,llm,45,0.02,strat_pilot,0.26,0.0,0.0738780571129869
dbpedia-entity,llm,45,0.02,weighted_cv,0.36,0.0,0.05440886406188633
dbpedia-entity,llm,45,0.02,active_cv,0.22333333333333333,0.0,0.1302137578761628
dbpedia-entity,llm,45,0.02,weighted_cvl,0.3933333333333333,0.0,0.052843147832387145
dbpedia-entity,llm,60,0.02,uniform,0.19666666666666666,0.0,0.23380807027678296
dbpedia-entity,llm,60,0.02,weighted,0.4266666666666667,0.0,0.07428377229435433
dbpedia-entity,llm,60,0.02,active_judge,0.14333333333333334,0.0,0.22436845182132117
dbpedia-entity,llm,60,0.02,strat_pilot,0.38,0.0,0.07338325569304556
dbpedia-entity,llm,60,0.02,weighted_cv,0.5333333333333333,0.0,0.05354623110081041
dbpedia-entity,llm,60,0.02,active_cv,0.29,0.0,0.1337756943167973
dbpedia-entity,llm,60,0.02,weighted_cvl,0.5433333333333333,0.0,0.05211655606258212
dbpedia-entity,llm,90,0.02,uniform,0.2966666666666667,0.0,0.18310236225198956
dbpedia-entity,llm,90,0.02,weighted,0.59,0.0,0.053866223205266156
dbpedia-entity,llm,90,0.02,active_judge,0.29,0.0,0.14299937694494674
dbpedia-entity,llm,90,0.02,strat_pilot,0.6266666666666667,0.0,0.053913414143384554
dbpedia-entity,llm,90,0.02,weighted_cv,0.6966666666666667,0.0,0.0404385835671556
dbpedia-entity,llm,90,0.02,active_cv,0.5,0.0,0.08576915465370469
dbpedia-entity,llm,90,0.02,weighted_cvl,0.7,0.0,0.04027742747719632
