collection,judge,budget_full_eq,eps,method,act,wrong,var_est,docs_labelled,docs_pilot,dup_frac,sampling,pilot_cost,bound,act_iid,act_pilot_iid
neuclir_eng,llm,8,0.01,uniform,0.03666666666666667,0.0033333333333333335,0.7264214599851189,1662.6733333333334,1414.34,0.0,shared,full,t,0.016666666666666666,0.04666666666666667
neuclir_eng,llm,8,0.01,uniform_nz,0.05,0.0,0.20332977900579852,1663.4633333333334,1414.34,0.0,shared,full,t,0.016666666666666666,0.03666666666666667
neuclir_eng,llm,8,0.01,weighted,0.2,0.0,0.09185471341964718,1662.5466666666666,1414.34,0.0,shared,full,t,0.10333333333333333,0.15666666666666668
neuclir_eng,llm,8,0.01,active_judge,0.09,0.0,0.37805579100797954,1662.6633333333334,1414.34,0.0,shared,full,t,0.04666666666666667,0.08
neuclir_eng,llm,8,0.01,strat_pilot,0.22666666666666666,0.0,0.09050140846482456,1662.02,1414.34,0.0,shared,full,t,0.09,0.19666666666666666
neuclir_eng,llm,8,0.01,weighted_cv,0.24666666666666667,0.0,0.09453074332203772,1661.1733333333334,1414.34,0.0,shared,full,t,0.08333333333333333,0.18666666666666668
neuclir_eng,llm,8,0.01,active_cv,0.09,0.0,0.2669201615938389,1662.8266666666666,1414.34,0.0,shared,full,t,0.043333333333333335,0.08333333333333333
neuclir_eng,llm,8,0.01,weighted_cvl,0.23333333333333334,0.0,0.0780826939679519,1661.3966666666668,1414.34,0.0,shared,full,t,0.09,0.18
neuclir_eng,llm,8,0.02,uniform,0.02,0.0,0.5091605621930816,1669.79,1415.2466666666667,0.0,shared,full,t,0.013333333333333334,0.023333333333333334
neuclir_eng,llm,8,0.02,uniform_nz,0.12,0.006666666666666667,0.2143853667001618,1667.9066666666668,1415.2466666666667,0.0,shared,full,t,0.04666666666666667,0.12666666666666668
neuclir_eng,llm,8,0.02,weighted,0.32666666666666666,0.0,0.09388198978708473,1669.5033333333333,1415.2466666666667,0.0,shared,full,t,0.16,0.29333333333333333
neuclir_eng,llm,8,0.02,active_judge,0.08333333333333333,0.0,0.3817688346264398,1668.8866666666668,1415.2466666666667,0.0,shared,full,t,0.04666666666666667,0.08666666666666667
neuclir_eng,llm,8,0.02,strat_pilot,0.36333333333333334,0.0033333333333333335,0.09275077124850001,1669.6733333333334,1415.2466666666667,0.0,shared,full,t,0.21333333333333335,0.33666666666666667
neuclir_eng,llm,8,0.02,weighted_cv,0.31333333333333335,0.0,0.0970010263074756,1669.2166666666667,1415.2466666666667,0.0,shared,full,t,0.17,0.25666666666666665
neuclir_eng,llm,8,0.02,active_cv,0.14666666666666667,0.0,0.2695826491160409,1668.85,1415.2466666666667,0.0,shared,full,t,0.08333333333333333,0.12666666666666668
neuclir_eng,llm,8,0.02,weighted_cvl,0.4266666666666667,0.0033333333333333335,0.07683666768460759,1670.5533333333333,1415.2466666666667,0.0,shared,full,t,0.20333333333333334,0.34
