collection,judge,budget_full_eq,eps,method,act,wrong,var_est,docs_labelled,docs_pilot,dup_frac,sampling,pilot_cost,bound
dbpedia-entity,llm,20,0.01,uniform,0.0033333333333333335,0.0033333333333333335,0.2252853998962556,589.2962962962963,586.27,0.00429185237252284,per_pair,cutoff,t
dbpedia-entity,llm,20,0.01,weighted,0.0,0.0,0.06823882733962096,584.0493827160494,586.27,0.010133408537879555,per_pair,cutoff,t
dbpedia-entity,llm,20,0.01,active_judge,0.0,0.0,0.1821643530838033,577.9135802469136,586.27,0.01986865754908617,per_pair,cutoff,t
dbpedia-entity,llm,20,0.01,strat_pilot,0.0,0.0,0.06253592788811893,583.2592592592592,586.27,0.009466148398578627,per_pair,cutoff,t
dbpedia-entity,llm,20,0.01,weighted_cv,0.0,0.0,0.0605712652454455,584.5185185185185,586.27,0.009013087421187402,per_pair,cutoff,t
dbpedia-entity,llm,20,0.01,active_cv,0.0,0.0,0.10419006785063865,578.1358024691358,586.27,0.020046965654431988,per_pair,cutoff,t
dbpedia-entity,llm,20,0.01,weighted_cvl,0.0033333333333333335,0.0,0.050598325432848645,582.1358024691358,586.27,0.00942400617159566,per_pair,cutoff,t
dbpedia-entity,llm,20,0.02,uniform,0.0,0.0,0.167353223361465,584.1774193548387,581.3566666666667,0.00632809891824827,per_pair,cutoff,t
dbpedia-entity,llm,20,0.02,weighted,0.0,0.0,0.07478849542851469,577.7096774193549,581.3566666666667,0.011081839220339548,per_pair,cutoff,t
dbpedia-entity,llm,20,0.02,active_judge,0.0,0.0,0.18546863811948466,571.0806451612904,581.3566666666667,0.02416577008938075,per_pair,cutoff,t
dbpedia-entity,llm,20,0.02,strat_pilot,0.0,0.0,0.06972205323970618,578.1935483870968,581.3566666666667,0.011138223483596235,per_pair,cutoff,t
dbpedia-entity,llm,20,0.02,weighted_cv,0.0033333333333333335,0.0,0.05159703670734903,578.241935483871,581.3566666666667,0.010843009386691018,per_pair,cutoff,t
dbpedia-entity,llm,20,0.02,active_cv,0.0,0.0,0.10355644370336788,570.2903225806451,581.3566666666667,0.023725494054090013,per_pair,cutoff,t
dbpedia-entity,llm,20,0.02,weighted_cvl,0.0033333333333333335,0.0,0.049075746159853974,577.0,581.3566666666667,0.011400541317249997,per_pair,cutoff,t
dbpedia-entity,llm,30,0.01,uniform,0.01,0.0,0.23999636991757617,1148.3533333333332,584.4166666666666,0.020327962262250084,per_pair,cutoff,t
dbpedia-entity,llm,30,0.01,weighted,0.05333333333333334,0.0,0.07304637172590904,1109.09,584.4166666666666,0.03567020784811943,per_pair,cutoff,t
dbpedia-entity,llm,30,0.01,active_judge,0.01,0.0,0.22853403009457252,1052.9766666666667,584.4166666666666,0.08433568339311379,per_pair,cutoff,t
dbpedia-entity,llm,30,0.01,strat_pilot,0.04666666666666667,0.0,0.0736844603847306,1108.4866666666667,584.4166666666666,0.03690456445361538,per_pair,cutoff,t
dbpedia-entity,llm,30,0.01,weighted_cv,0.09,0.0,0.05360386693300318,1107.45,584.4166666666666,0.03602896915476607,per_pair,cutoff,t
dbpedia-entity,llm,30,0.01,active_cv,0.04666666666666667,0.0,0.1296940313387743,1053.3333333333333,584.4166666666666,0.08426860032602175,per_pair,cutoff,t
dbpedia-entity,llm,30,0.01,weighted_cvl,0.08333333333333333,0.0,0.05219298545761557,1111.0133333333333,584.4166666666666,0.03645247210078814,per_pair,cutoff,t
dbpedia-entity,llm,30,0.02,uniform,0.02,0.0,0.22043872679050694,1136.0,585.02,0.019817679835819803,per_pair,cutoff,t
dbpedia-entity,llm,30,0.02,weighted,0.08666666666666667,0.0,0.07323391147672981,1099.5933333333332,585.02,0.03567149842082289,per_pair,cutoff,t
dbpedia-entity,llm,30,0.02,active_judge,0.013333333333333334,0.0,0.2288433466791414,1044.37,585.02,0.08285733500280852,per_pair,cutoff,t
dbpedia-entity,llm,30,0.02,strat_pilot,0.09666666666666666,0.0033333333333333335,0.07366158844278492,1098.31,585.02,0.035359525331439566,per_pair,cutoff,t
dbpedia-entity,llm,30,0.02,weighted_cv,0.15666666666666668,0.0,0.05340346880820265,1099.8933333333334,585.02,0.03482971618063002,per_pair,cutoff,t
dbpedia-entity,llm,30,0.02,active_cv,0.08,0.0,0.12878816189697204,1043.9233333333334,585.02,0.08373257232502088,per_pair,cutoff,t
dbpedia-entity,llm,30,0.02,weighted_cvl,0.13,0.0,0.052393693509596766,1099.0466666666666,585.02,0.03514912224423243,per_pair,cutoff,t
dbpedia-entity,llm,45,0.01,uniform,0.06666666666666667,0.0033333333333333335,0.23890643141598342,2013.31,597.2566666666667,0.028803131689959915,per_pair,cutoff,t
dbpedia-entity,llm,45,0.01,weighted,0.13,0.0,0.07593261962785804,1921.2666666666667,597.2566666666667,0.0507858699340633,per_pair,cutoff,t
dbpedia-entity,llm,45,0.01,active_judge,0.04666666666666667,0.0,0.23141278787985128,1782.73,597.2566666666667,0.12137977657008436,per_pair,cutoff,t
dbpedia-entity,llm,45,0.01,strat_pilot,0.15,0.0,0.07620261789043895,1922.0733333333333,597.2566666666667,0.05168666639082226,per_pair,cutoff,t
dbpedia-entity,llm,45,0.01,weighted_cv,0.22,0.0,0.0552994114626967,1922.5166666666667,597.2566666666667,0.05087729938757338,per_pair,cutoff,t
dbpedia-entity,llm,45,0.01,active_cv,0.08333333333333333,0.0,0.1393308452802127,1781.28,597.2566666666667,0.12179668601321211,per_pair,cutoff,t
dbpedia-entity,llm,45,0.01,weighted_cvl,0.22666666666666666,0.0,0.05410840082171554,1923.31,597.2566666666667,0.0509977973584725,per_pair,cutoff,t
dbpedia-entity,llm,45,0.02,uniform,0.11333333333333333,0.0,0.20442091636164594,2004.3466666666666,589.1166666666667,0.02878085219719592,per_pair,cutoff,t
dbpedia-entity,llm,45,0.02,weighted,0.23666666666666666,0.0,0.07230725647761238,1915.2933333333333,589.1166666666667,0.049824219536935166,per_pair,cutoff,t
dbpedia-entity,llm,45,0.02,active_judge,0.056666666666666664,0.0,0.22248443169257826,1772.4966666666667,589.1166666666667,0.1209433314278967,per_pair,cutoff,t
dbpedia-entity,llm,45,0.02,strat_pilot,0.25,0.0,0.07264994381335983,1913.0733333333333,589.1166666666667,0.051131932729133286,per_pair,cutoff,t
dbpedia-entity,llm,45,0.02,weighted_cv,0.35333333333333333,0.0,0.052626489822054985,1916.3266666666666,589.1166666666667,0.05010597506449237,per_pair,cutoff,t
dbpedia-entity,llm,45,0.02,active_cv,0.16,0.0,0.1267283725796781,1772.5833333333333,589.1166666666667,0.12095318199420411,per_pair,cutoff,t
dbpedia-entity,llm,45,0.02,weighted_cvl,0.37333333333333335,0.0,0.05235996847760469,1916.9533333333334,589.1166666666667,0.050150881444024756,per_pair,cutoff,t
dbpedia-entity,llm,60,0.01,uniform,0.09666666666666666,0.0033333333333333335,0.23514837672827316,2805.33,581.9066666666666,0.03249412067532328,per_pair,cutoff,t
dbpedia-entity,llm,60,0.01,weighted,0.2633333333333333,0.0,0.07437779935552086,2657.1433333333334,581.9066666666666,0.05875476868670237,per_pair,cutoff,t
dbpedia-entity,llm,60,0.01,active_judge,0.05333333333333334,0.0,0.22503930814933265,2435.286666666667,581.9066666666666,0.13673587177150548,per_pair,cutoff,t
dbpedia-entity,llm,60,0.01,strat_pilot,0.24666666666666667,0.0033333333333333335,0.07347381355828693,2655.7066666666665,581.9066666666666,0.058999706378090384,per_pair,cutoff,t
dbpedia-entity,llm,60,0.01,weighted_cv,0.3333333333333333,0.0,0.05337525505314585,2653.4933333333333,581.9066666666666,0.05808784481937373,per_pair,cutoff,t
dbpedia-entity,llm,60,0.01,active_cv,0.19,0.0,0.13137539886190722,2434.1766666666667,581.9066666666666,0.1372249490953377,per_pair,cutoff,t
dbpedia-entity,llm,60,0.01,weighted_cvl,0.3,0.0,0.05286110859896994,2653.9966666666664,581.9066666666666,0.05868633863087817,per_pair,cutoff,t
dbpedia-entity,llm,60,0.02,uniform,0.16,0.0,0.2234630312525942,2826.7,584.5333333333333,0.032107159585101595,per_pair,cutoff,t
dbpedia-entity,llm,60,0.02,weighted,0.45666666666666667,0.0,0.07369548828286797,2680.63,584.5333333333333,0.057724144765580805,per_pair,cutoff,t
dbpedia-entity,llm,60,0.02,active_judge,0.15666666666666668,0.0,0.2218050281378987,2452.6133333333332,584.5333333333333,0.13656911498345745,per_pair,cutoff,t
dbpedia-entity,llm,60,0.02,strat_pilot,0.38666666666666666,0.0,0.07362258881752413,2681.5233333333335,584.5333333333333,0.058075073164606486,per_pair,cutoff,t
dbpedia-entity,llm,60,0.02,weighted_cv,0.5,0.0,0.05322256547646844,2682.4666666666667,584.5333333333333,0.057951668606535556,per_pair,cutoff,t
dbpedia-entity,llm,60,0.02,active_cv,0.3233333333333333,0.0033333333333333335,0.13597241278614963,2455.903333333333,584.5333333333333,0.13688040204528856,per_pair,cutoff,t
