collection,judge,budget_full_eq,eps,method,act,wrong,var_est
cast19,llm,60,0.0008227621787554985,uniform,0.013333333333333334,0.013333333333333334,0.118465636639094
cast19,llm,60,0.0008227621787554985,weighted,0.0,0.0,0.02885793538025127
cast19,llm,60,0.0008227621787554985,active_judge,0.0033333333333333335,0.0033333333333333335,0.054991283479446755
cast19,llm,60,0.0008227621787554985,strat_pilot,0.0,0.0,0.02875083519884234
cast19,llm,60,0.0008227621787554985,weighted_cv,0.0,0.0,0.020292045359467145
cast19,llm,60,0.0008227621787554985,active_cv,0.0,0.0,0.033531981354601254
cast19,llm,90,0.009654754672319233,uniform,0.0033333333333333335,0.0033333333333333335,0.06716829234752102
cast19,llm,90,0.009654754672319233,weighted,0.0,0.0,0.017218676218838345
cast19,llm,90,0.009654754672319233,active_judge,0.0,0.0,0.021781095203785173
cast19,llm,90,0.009654754672319233,strat_pilot,0.0,0.0,0.017240112373310367
cast19,llm,90,0.009654754672319233,weighted_cv,0.0,0.0,0.014588988361021134
cast19,llm,90,0.009654754672319233,active_cv,0.0,0.0,0.016239233750329277
