collection,judge,budget_full_eq,eps,method,act,wrong,docs_labelled,var_est
cast19,llm,60,0.005988900417197663,weighted_cv,0.0,0.0,1431.7166666666667,0.020755093735495975
cast19,llm,60,0.005988900417197663,ai_calib,0.0,0.0,1432.1533333333334,0.02494438580068389
cast19,llm,60,0.005988900417197663,ai_resid,0.0,0.0,1434.565,0.020430722812446008
cast19,llm,60,0.005988900417197663,ai_robust_0.5,0.0,0.0,1433.4916666666666,0.020530862680022056
cast19,llm,60,0.005988900417197663,ai_robust_0.3,0.0033333333333333335,0.0033333333333333335,1434.545,0.020455916671152156
cast19,llm,90,0.016411301615398454,weighted_cv,0.0,0.0,2105.9966666666664,0.013913656050959957
cast19,llm,90,0.016411301615398454,ai_calib,0.0,0.0,2102.5416666666665,0.014581795728748688
cast19,llm,90,0.016411301615398454,ai_resid,0.0,0.0,2105.1966666666667,0.01387709923973306
cast19,llm,90,0.016411301615398454,ai_robust_0.5,0.0,0.0,2105.9466666666667,0.013949356606886098
cast19,llm,90,0.016411301615398454,ai_robust_0.3,0.0,0.0,2105.5816666666665,0.013910238157518965
