collection,judge,budget_full_eq,eps,method,act,wrong,docs_labelled,docs_pilot,dup_frac,var_est,sampling,pilot_cost,cv_pred,bound
cast19,rr,150,0.01,weighted_cv,0.8,0.0,4194.096666666666,976.4433333333334,0.0,0.012059057237376916,shared,full,binary,t
cast19,rr,150,0.01,ai_calib,0.77,0.0,4160.323333333334,976.4433333333334,0.0,0.012195868382044806,shared,full,binary,t
cast19,rr,150,0.01,ai_resid,0.7833333333333333,0.0,4165.516666666666,976.4433333333334,0.0,0.01238446081551177,shared,full,binary,t
cast19,rr,150,0.01,ai_robust_0.5,0.81,0.0033333333333333335,4179.413333333333,976.4433333333334,0.0,0.012056535379367656,shared,full,binary,t
cast19,rr,150,0.01,ai_robust_0.3,0.8066666666666666,0.0033333333333333335,4174.13,976.4433333333334,0.0,0.012038291056340703,shared,full,binary,t
cast19,rr,150,0.02,weighted_cv,0.9666666666666667,0.0,4226.663333333333,974.86,0.0,0.012445324715642046,shared,full,binary,t
cast19,rr,150,0.02,ai_calib,0.9533333333333334,0.0,4194.466666666666,974.86,0.0,0.012624542530872368,shared,full,binary,t
cast19,rr,150,0.02,ai_resid,0.9566666666666667,0.0,4196.826666666667,974.86,0.0,0.012638606170604742,shared,full,binary,t
cast19,rr,150,0.02,ai_robust_0.5,0.9633333333333334,0.0,4212.2733333333335,974.86,0.0,0.01244166387911148,shared,full,binary,t
cast19,rr,150,0.02,ai_robust_0.3,0.9666666666666667,0.0,4204.5633333333335,974.86,0.0,0.012459434097270392,shared,full,binary,t
