collection,judge,budget_full_eq,eps,method,act,wrong,docs_labelled,docs_pilot,dup_frac,var_est,sampling,pilot_cost,cv_pred,bound
antique,rr,30,0.01,weighted_cv,0.0,0.0,1235.31,633.0366666666666,0.0,0.09393913005275444,shared,full,binary,bet
antique,rr,30,0.01,ai_calib,0.0,0.0,1235.3,633.0366666666666,0.0,0.13954876308861824,shared,full,binary,bet
antique,rr,30,0.01,ai_resid,0.0,0.0,1236.37,633.0366666666666,0.0,0.09453900468366333,shared,full,binary,bet
antique,rr,30,0.01,ai_robust_0.5,0.0,0.0,1235.0633333333333,633.0366666666666,0.0,0.09259514222424291,shared,full,binary,bet
antique,rr,30,0.01,ai_robust_0.3,0.0,0.0,1233.46,633.0366666666666,0.0,0.09444485531937864,shared,full,binary,bet
antique,rr,30,0.02,weighted_cv,0.0,0.0,1224.08,628.6333333333333,0.0,0.09332780047154991,shared,full,binary,bet
antique,rr,30,0.02,ai_calib,0.0,0.0,1224.0666666666666,628.6333333333333,0.0,0.13630103068687258,shared,full,binary,bet
antique,rr,30,0.02,ai_resid,0.0,0.0,1225.02,628.6333333333333,0.0,0.09488140995020242,shared,full,binary,bet
antique,rr,30,0.02,ai_robust_0.5,0.0,0.0,1225.83,628.6333333333333,0.0,0.09365848098199751,shared,full,binary,bet
antique,rr,30,0.02,ai_robust_0.3,0.0,0.0,1225.4166666666667,628.6333333333333,0.0,0.09462136455798859,shared,full,binary,bet
antique,rr,60,0.01,weighted_cv,0.0,0.0,1823.0033333333333,630.6433333333333,0.0,0.06080283135056945,shared,full,binary,bet
antique,rr,60,0.01,ai_calib,0.0,0.0,1826.0366666666666,630.6433333333333,0.0,0.08275232067764653,shared,full,binary,bet
antique,rr,60,0.01,ai_resid,0.0,0.0,1826.4333333333334,630.6433333333333,0.0,0.06221978759584691,shared,full,binary,bet
antique,rr,60,0.01,ai_robust_0.5,0.0,0.0,1825.8033333333333,630.6433333333333,0.0,0.060297214196055646,shared,full,binary,bet
antique,rr,60,0.01,ai_robust_0.3,0.0,0.0,1823.3166666666666,630.6433333333333,0.0,0.060687722842491285,shared,full,binary,bet
antique,rr,60,0.02,weighted_cv,0.0,0.0,1828.57,633.2933333333333,0.0,0.061393207173028846,shared,full,binary,bet
antique,rr,60,0.02,ai_calib,0.0,0.0,1828.7233333333334,633.2933333333333,0.0,0.08379074741877345,shared,full,binary,bet
antique,rr,60,0.02,ai_resid,0.0,0.0,1826.9566666666667,633.2933333333333,0.0,0.06116005498196556,shared,full,binary,bet
antique,rr,60,0.02,ai_robust_0.5,0.0,0.0,1826.5233333333333,633.2933333333333,0.0,0.06153098540229185,shared,full,binary,bet
antique,rr,60,0.02,ai_robust_0.3,0.0,0.0,1826.07,633.2933333333333,0.0,0.06059490356439496,shared,full,binary,bet
antique,rr,90,0.01,weighted_cv,0.006666666666666667,0.0,2381.4266666666667,631.46,0.0,0.043846087692494026,shared,full,binary,bet
antique,rr,90,0.01,ai_calib,0.0,0.0,2376.22,631.46,0.0,0.054066788107186445,shared,full,binary,bet
antique,rr,90,0.01,ai_resid,0.0033333333333333335,0.0,2381.846666666667,631.46,0.0,0.04538763832702744,shared,full,binary,bet
antique,rr,90,0.01,ai_robust_0.5,0.01,0.0,2383.116666666667,631.46,0.0,0.0438672802477145,shared,full,binary,bet
antique,rr,90,0.01,ai_robust_0.3,0.0033333333333333335,0.0,2384.423333333333,631.46,0.0,0.043673327027770735,shared,full,binary,bet
antique,rr,90,0.02,weighted_cv,0.07666666666666666,0.0,2412.45,630.42,0.0,0.04434930185584371,shared,full,binary,bet
antique,rr,90,0.02,ai_calib,0.0,0.0,2409.483333333333,630.42,0.0,0.053852826334101093,shared,full,binary,bet
antique,rr,90,0.02,ai_resid,0.07,0.0,2413.55,630.42,0.0,0.04482775561185002,shared,full,binary,bet
antique,rr,90,0.02,ai_robust_0.5,0.08,0.0,2413.05,630.42,0.0,0.043995180465915606,shared,full,binary,bet
antique,rr,90,0.02,ai_robust_0.3,0.09666666666666666,0.0,2414.173333333333,630.42,0.0,0.04409576345360891,shared,full,binary,bet
antique,rr,120,0.01,weighted_cv,0.25,0.0,2986.963333333333,633.76,0.0,0.036782870705167996,shared,full,binary,bet
antique,rr,120,0.01,ai_calib,0.0,0.0,2976.2033333333334,633.76,0.0,0.04054238286235212,shared,full,binary,bet
antique,rr,120,0.01,ai_resid,0.25333333333333335,0.0,2989.2433333333333,633.76,0.0,0.03731124952648319,shared,full,binary,bet
antique,rr,120,0.01,ai_robust_0.5,0.2633333333333333,0.0,2986.1,633.76,0.0,0.03650466132228271,shared,full,binary,bet
antique,rr,120,0.01,ai_robust_0.3,0.25333333333333335,0.0,2985.46,633.76,0.0,0.03657959063427259,shared,full,binary,bet
antique,rr,120,0.02,weighted_cv,0.36,0.0,3019.443333333333,633.6633333333333,0.0,0.036460479212034574,shared,full,binary,bet
antique,rr,120,0.02,ai_calib,0.0033333333333333335,0.0,3007.7433333333333,633.6633333333333,0.0,0.040754207742002085,shared,full,binary,bet
antique,rr,120,0.02,ai_resid,0.35333333333333333,0.0,3019.1666666666665,633.6633333333333,0.0,0.03736822800484715,shared,full,binary,bet
antique,rr,120,0.02,ai_robust_0.5,0.35333333333333333,0.0,3019.55,633.6633333333333,0.0,0.03659592671796279,shared,full,binary,bet
antique,rr,120,0.02,ai_robust_0.3,0.36333333333333334,0.0,3018.1766666666667,633.6633333333333,0.0,0.03643060477961713,shared,full,binary,bet
antique,rr,150,0.01,weighted_cv,0.3433333333333333,0.0,3527.1433333333334,631.3333333333334,0.0,0.03281227886325247,shared,full,binary,bet
antique,rr,150,0.01,ai_calib,0.1,0.0,3486.0,631.3333333333334,0.0,0.03423766442895104,shared,full,binary,bet
antique,rr,150,0.01,ai_resid,0.3466666666666667,0.0,3522.233333333333,631.3333333333334,0.0,0.03300058874072468,shared,full,binary,bet
antique,rr,150,0.01,ai_robust_0.5,0.32666666666666666,0.0,3524.6566666666668,631.3333333333334,0.0,0.03281089026132688,shared,full,binary,bet
antique,rr,150,0.01,ai_robust_0.3,0.3433333333333333,0.0,3522.3366666666666,631.3333333333334,0.0,0.03281007836175943,shared,full,binary,bet
antique,rr,150,0.02,weighted_cv,0.65,0.0,3522.8,631.45,0.0,0.03287111919275625,shared,full,binary,bet
antique,rr,150,0.02,ai_calib,0.25333333333333335,0.0,3480.8133333333335,631.45,0.0,0.03447672652108393,shared,full,binary,bet
antique,rr,150,0.02,ai_resid,0.6033333333333334,0.0,3519.9566666666665,631.45,0.0,0.032835817974314875,shared,full,binary,bet
antique,rr,150,0.02,ai_robust_0.5,0.6533333333333333,0.0,3521.17,631.45,0.0,0.03279113309706188,shared,full,binary,bet
antique,rr,150,0.02,ai_robust_0.3,0.6466666666666666,0.0,3520.713333333333,631.45,0.0,0.032749718906715575,shared,full,binary,bet
