collection,judge,eps,J50_weighted,J50_cvl,J50_rule,saving_always_cvl,saving_rule,frac_pilots_use_judge,wrong_rule_max,pilot_agreement
neuclir_eng,inv,0.02,1814.7441666666666,1823.963043478261,1808.0796296296296,-0.005079987020169208,0.0036724388811666397,0.06909090909090909,0.0,0.9309090909090909
