collection,judge,eps,J50_weighted,J50_cvl,J50_rule,saving_always_cvl,saving_rule,frac_pilots_use_judge,wrong_rule_max,pilot_agreement
neuclir_eng,inv,0.01,1503.6127272727272,1495.914761904762,1512.6992857142857,0.005119646321382176,-0.006043150790589369,0.14696969696969697,0.0033333333333333335,0.853030303030303
