collection,judge,eps,J50_weighted,J50_cvl,J50_rule,saving_always_cvl,saving_rule,frac_pilots_use_judge,wrong_rule_max,pilot_agreement
trec-covid,rr,0.01,1208.5520588235295,1132.7386842105263,1134.366752136752,0.06273074797191935,0.06138362526062269,0.6274074074074074,0.0,0.6274074074074074
webis-touche2020,rr,0.01,500.9901886792453,492.28677655677654,501.2012280701754,0.01737242029711894,-0.0004212445586737612,0.5862962962962963,0.0,0.4137037037037037
