collection,judge,eps,J50_weighted,J50_cvl,J50_rule,saving_always_cvl,saving_rule,frac_pilots_use_judge,wrong_rule_max,pilot_agreement
trec-covid,rr,0.02,1868.813153153153,1817.3975308641975,1831.7110666666665,0.027512446711007277,0.01985328839530376,0.242,0.0,0.758
webis-touche2020,rr,0.02,816.3777254901961,807.9830208333334,816.3777254901961,0.01028286832767522,0.0,0.0,0.0,1.0
