collection,judge,eps,method,pilot,J50_ref,J50,post_pilot_share,vr_pred_med,vr_pred_q25,vr_pred_q75,cost_ratio_obs,saving_pred_med,saving_obs,L_post_obs,L_post_pred_med,L_post_pred_q25,L_post_pred_q75,share_pred_med,saving_pred_pilot_med,frac_draws_recommend_pilot,L_post_pred_v2_med,saving_pred_v2_med,frac_draws_recommend_v2,L_post_pred_v3_med,saving_pred_v3_med,frac_draws_recommend_v3,L_post_pred_v4_med,saving_pred_v4_med,frac_draws_recommend_v4,slack_xfit_med,frac_draws_recommend,cell_truth,slack_pilot_med,slack_true_med
trec-covid,rr,0.02,active_cv,1665.8043333333335,1868.813153153153,1752.8665185185187,0.10862981110620562,0.5010429052955185,0.437950944221134,0.5698290178994738,0.4288591267239384,0.05420161494784896,0.06204292517901189,203.00881981981956,564.9056946044085,441.23782911091615,738.2932754297253,0.2532399702913217,0.12559403599765495,0.9933333333333333,203.36605005758744,0.05463233922196375,0.56,202.9532082657587,0.055168449096023336,0.57,205.6050516826157,0.054705903291374716,0.5633333333333334,0.1055189480777042,0.6233333333333333,1,0.10577990856816591,0.02
trec-covid,rr,0.02,active_judge,1665.8043333333335,1868.813153153153,2031.7191891891891,0.10862981110620562,2.348795038428045,2.25921013801958,2.439657067791431,1.8024579236538754,-0.1465193502454259,-0.08717085266719837,203.00881981981956,564.9056946044085,441.23782911091615,738.2932754297253,0.2532399702913217,-0.3410751507222254,0.0,203.36605005758744,-0.14775888078272348,0.0,202.9532082657587,-0.1477461802090412,0.0,205.6050516826157,-0.14990655209691445,0.0,0.1055189480777042,0.0,0,0.10577990856816591,0.02
trec-covid,rr,0.02,strat_pilot,1665.8043333333335,1868.813153153153,1866.4968148148148,0.10862981110620562,1.0177714152921449,1.0077089145549152,1.0394808141067613,0.9885899620499536,-0.001930505486275644,0.0012394702672281488,203.00881981981956,564.9056946044085,441.23782911091615,738.2932754297253,0.2532399702913217,-0.004357091990788521,0.0,203.36605005758744,-0.001888572977075597,0.0,202.9532082657587,-0.0018687848174003818,0.0,205.6050516826157,-0.001968475522502167,0.0,0.1055189480777042,0.0,0,0.10577990856816591,0.02
trec-covid,rr,0.02,uniform,1665.8043333333335,1868.813153153153,2453.1142424242425,0.10862981110620562,5.865754514134027,3.984575569283334,6.788937005909348,3.8782054385109266,-0.5285659937595466,-0.3126589131102957,203.00881981981956,564.9056946044085,441.23782911091615,738.2932754297253,0.2532399702913217,-1.1724689269708648,0.0,203.36605005758744,-0.5046766116728445,0.0,202.9532082657587,-0.5011982661398791,0.0,205.6050516826157,-0.508379710487666,0.0,0.1055189480777042,0.0,0,0.10577990856816591,0.02
trec-covid,rr,0.02,uniform_nz,1665.8043333333335,1868.813153153153,2094.3167759562843,0.10862981110620562,2.9897534533941377,2.2258079071588446,3.4575462626058675,2.11080702308046,-0.2161465417901255,-0.12066675709267694,203.00881981981956,564.9056946044085,441.23782911091615,738.2932754297253,0.2532399702913217,-0.4777273096981268,0.0,203.36605005758744,-0.20643270178353662,0.0,202.9532082657587,-0.2055691421899815,0.0,205.6050516826157,-0.2072628136090357,0.0,0.1055189480777042,0.0,0,0.10577990856816591,0.02
trec-covid,rr,0.02,weighted_cv,1665.8043333333335,1868.813153153153,1753.8711610486891,0.10862981110620562,0.39263203045853123,0.3619561140688249,0.4183008422093914,0.43380788969424755,0.06597826780324942,0.061505341992337814,203.00881981981956,564.9056946044085,441.23782911091615,738.2932754297253,0.2532399702913217,0.1537742535138793,1.0,203.36605005758744,0.06574053646710022,0.7933333333333333,202.9532082657587,0.06585977936812937,0.7966666666666666,205.6050516826157,0.06619742983918764,0.79,0.1055189480777042,1.0,1,0.10577990856816591,0.02
trec-covid,rr,0.02,weighted_cvl,1665.8043333333335,1868.813153153153,1817.3975308641975,0.10862981110620562,0.8895864325208802,0.5684436497318205,1.0,0.7467320762980176,0.011994204978819065,0.027512446711007277,203.00881981981956,564.9056946044085,441.23782911091615,738.2932754297253,0.2532399702913217,0.03781797199169281,0.4766666666666667,203.36605005758744,0.017814169167492656,0.24333333333333335,202.9532082657587,0.01796424731602743,0.24,205.6050516826157,0.018028399672983156,0.25,0.1055189480777042,0.22,0,0.10577990856816591,0.02
webis-touche2020,rr,0.02,active_cv,758.4440000000001,816.3777254901961,813.4746527777778,0.0709643632858914,1.6616952506210398,1.468645414029494,1.8787017576015161,0.9498897630377737,-0.046956782149620416,0.0035560410601295223,57.933725490196025,244.38373016892405,189.21787686461943,343.9644758819933,0.2436946220326695,-0.1700948875958972,0.0,87.55889314232826,-0.07445689709465184,0.0,47.342192863712654,-0.04260152943671372,0.0,89.55647937046938,-0.074832303058864,0.0,0.06172215885548765,0.0,0,0.062442833194684,0.02
webis-touche2020,rr,0.02,active_judge,758.4440000000001,816.3777254901961,837.7301801801802,0.0709643632858914,2.5688128301516153,2.3000766590791066,2.792904120776601,1.3685669186525482,-0.11132980360644668,-0.026155116710421034,57.933725490196025,244.38373016892405,189.21787686461943,343.9644758819933,0.2436946220326695,-0.3917926188023434,0.0,87.55889314232826,-0.16794119443163186,0.0,47.342192863712654,-0.09188009136280076,0.0,89.55647937046938,-0.16693747876010506,0.0,0.06172215885548765,0.0,0,0.062442833194684,0.02
webis-touche2020,rr,0.02,strat_pilot,758.4440000000001,816.3777254901961,812.5388505747126,0.0709643632858914,1.0147192487542158,1.0092940869721914,1.0200361204146915,0.9337367848692353,-0.0010445421158895678,0.004702326871030782,57.933725490196025,244.38373016892405,189.21787686461943,343.9644758819933,0.2436946220326695,-0.003652725674659551,0.0,87.55889314232826,-0.0015662932761122596,0.0,47.342192863712654,-0.0008982953590941933,0.0,89.55647937046938,-0.0016109174172993738,0.0,0.06172215885548765,0.0,0,0.062442833194684,0.02
webis-touche2020,rr,0.02,uniform,758.4440000000001,816.3777254901961,865.5993333333333,0.0709643632858914,1.9254391858582007,1.703157770329231,2.986219528829175,1.8496192403760894,-0.06567320258424092,-0.06029268842873203,57.933725490196025,244.38373016892405,189.21787686461943,343.9644758819933,0.2436946220326695,-0.29515620238455054,0.0,87.55889314232826,-0.13056070334912584,0.0,47.342192863712654,-0.06916774174450172,0.0,89.55647937046938,-0.13350539593454352,0.0,0.06172215885548765,0.0,0,0.062442833194684,0.02
webis-touche2020,rr,0.02,uniform_nz,758.4440000000001,816.3777254901961,836.342925170068,0.0709643632858914,1.3979246659616207,1.2397227811702098,1.5131092347902162,1.3446213671042198,-0.028238470555717425,-0.02445583589126432,57.933725490196025,244.38373016892405,189.21787686461943,343.9644758819933,0.2436946220326695,-0.09655759245850423,0.0,87.55889314232826,-0.04275385462381932,0.0,47.342192863712654,-0.023416161767392276,0.0,89.55647937046938,-0.04233719156713549,0.0,0.06172215885548765,0.0,0,0.062442833194684,0.02
webis-touche2020,rr,0.02,weighted_cv,758.4440000000001,816.3777254901961,810.0242898550725,0.0709643632858914,0.8332350471702716,0.7836463273492495,0.8792653950805844,0.8903326934119102,0.011834368695963389,0.007782470585302459,57.933725490196025,244.38373016892405,189.21787686461943,343.9644758819933,0.2436946220326695,0.04252667491851117,0.38333333333333336,87.55889314232826,0.018343583819434562,0.08333333333333333,47.342192863712654,0.010462592827551104,0.0,89.55647937046938,0.01833912775494914,0.09333333333333334,0.06172215885548765,0.0,0,0.062442833194684,0.02
