collection,judge,pair,T,n_queries,judge_acc,rho,true_gap,se_human,se_ppi,ess_gain,theory_gain,lam_mean
nfcorpus,rr,glob_probe_vs_trunc,10,323,0.8606809967662165,0.271453424630677,0.026137926967710643,0.02858042766098367,0.03018529728106156,0.8964922330592603,1.079548660874334,0.27505748233182753
nfcorpus,rr,glob_probe_vs_trunc,30,323,0.8606809967662165,0.271453424630677,0.026137926967710643,0.018474794044634188,0.0187931823443889,0.9664036376835627,1.079548660874334,0.2938980210201524
nfcorpus,rr,glob_probe_vs_trunc,90,323,0.8606809967662165,0.271453424630677,0.026137926967710643,0.011089321639568116,0.011042517971812745,1.0084949567577477,1.079548660874334,0.2585904691916755
nfcorpus,rr,glob_probe_vs_ad_probe,10,323,0.8606809967662165,0.14897892666732448,0.002653453885154838,0.011474041938931406,0.0125071085829982,0.8416257710156563,1.0226985076255282,0.22966409017502565
nfcorpus,rr,glob_probe_vs_ad_probe,30,323,0.8606809967662165,0.14897892666732448,0.002653453885154838,0.007494415274735822,0.00787015505244826,0.9067946124682675,1.0226985076255282,0.19811094449280023
nfcorpus,rr,glob_probe_vs_ad_probe,90,323,0.8606809967662165,0.14897892666732448,0.002653453885154838,0.00448047591640863,0.00454946561362839,0.9699012538994047,1.0226985076255282,0.15009244545871103
nfcorpus,rr,trunc_vs_ad_probe,10,323,0.8606809967662165,0.2542581537623216,-0.023484473082555805,0.031315798163342005,0.03247999266049668,0.9295978823415314,1.0691153213629156,0.3245320738654642
nfcorpus,rr,trunc_vs_ad_probe,30,323,0.8606809967662165,0.2542581537623216,-0.023484473082555805,0.01886734215994702,0.01903665010062023,0.9822915223770672,1.0691153213629156,0.27337389364833115
nfcorpus,rr,trunc_vs_ad_probe,90,323,0.8606809967662165,0.2542581537623216,-0.023484473082555805,0.011555082459982564,0.011445930094657551,1.0191636366558026,1.0691153213629156,0.25246994175753507
scifact,rr,glob_probe_vs_trunc,10,300,0.9012296532200991,0.13862499009301898,0.29764047510648195,0.1145792089924654,0.11646810987647124,0.9678266674405387,1.0195934122853298,0.47531591729083594
scifact,rr,glob_probe_vs_trunc,30,300,0.9012296532200991,0.13862499009301898,0.29764047510648195,0.06796466981941417,0.06892433507753563,0.9723469417185132,1.0195934122853298,0.35659022765475423
scifact,rr,glob_probe_vs_trunc,90,300,0.9012296532200991,0.13862499009301898,0.29764047510648195,0.03906308054929202,0.03932605662799382,0.9866705776525078,1.0195934122853298,0.2856379132890491
scifact,rr,glob_probe_vs_ad_probe,10,300,0.9012296532200991,0.09553966329083007,0.04968253968253968,0.06860000720508133,0.07009206024761723,0.9578790426464113,1.009211912003241,0.4175722808246555
