collection,judge,judge_acc,pair,involves_rr,rho,err_in,err_out,band_frac,bias_diff,true_gap,ess_gain,N,mu_a,mu_b
trec-covid,inv,0.3325330132052821,glob_probe_vs_trunc,False,-0.11736825239637058,0.6600421559771154,0.6966824644549763,0.797358943577431,-0.1282365066122392,0.4881026339362681,0.9630799669238942,50,0.8483657967498361,0.36026316281356796
trec-covid,inv,0.3325330132052821,glob_probe_vs_ad_probe,False,-0.07749073254714571,0.7066326530612245,0.6633978266631327,0.09411764705882353,0.025219915127935165,0.016193995523809544,0.8446635080376552,50,0.8483657967498361,0.8321718012260265
trec-covid,inv,0.3325330132052821,glob_probe_vs_rr_thresh,True,-0.46890238987864735,0.5644891122278057,0.6846973094170403,0.14333733493397358,0.154418423702965,0.0025355152327195605,0.9721543049846912,50,0.8483657967498361,0.8458302815171167
trec-covid,inv,0.3325330132052821,trunc_vs_ad_probe,False,-0.03471361667063439,0.6538067599863434,0.6998381877022654,0.7032412965186075,0.15345642174017438,-0.47190863841245856,0.9268322043307335,50,0.36026316281356796,0.8321718012260265
trec-covid,inv,0.3325330132052821,trunc_vs_rr_thresh,True,0.10990252153696338,0.6589495507947477,0.6868607395751377,0.6948379351740697,0.28265493031520417,-0.48556711870354863,0.9066708668145486,50,0.36026316281356796,0.8458302815171167
trec-covid,inv,0.3325330132052821,ad_probe_vs_rr_thresh,True,-0.22612727017920556,0.5745554035567716,0.6872451951077461,0.17551020408163265,0.12919850857502985,-0.013658480291089983,0.9697972305385546,50,0.8321718012260265,0.8458302815171167
webis-touche2020,inv,0.4268030139935414,glob_probe_vs_trunc,False,-0.25993675787311304,0.5729166666666666,0.5732292917166867,0.10333692142088267,-0.06603656025390822,0.049822847875753896,0.8187642638819265,49,0.7378438551144874,0.6880210072387334
webis-touche2020,inv,0.4268030139935414,glob_probe_vs_ad_probe,False,-0.15250602380515693,0.5740740740740741,0.573170731707317,0.02906350914962325,-0.024317299127876155,0.006155759102015275,0.8633613625448957,49,0.7378438551144874,0.7316880960124721
webis-touche2020,inv,0.4268030139935414,glob_probe_vs_rr_thresh,True,0.3176220004412164,0.4198645598194131,0.6212014134275619,0.23842841765339073,-0.07931409476588613,0.07546367418494886,0.895699599221336,49,0.7378438551144874,0.6623801809295387
webis-touche2020,inv,0.4268030139935414,trunc_vs_ad_probe,False,-0.18977988025711154,0.5815217391304348,0.5722819593787336,0.09903121636167922,0.04171926112603208,-0.043667088773738615,0.7885972824739286,49,0.6880210072387334,0.7316880960124721
webis-touche2020,inv,0.4268030139935414,trunc_vs_rr_thresh,True,0.3739401975818568,0.47713717693836977,0.6088560885608856,0.2707212055974166,-0.013277534511977909,0.025640826309194967,0.9077705028534987,49,0.6880210072387334,0.6623801809295387
webis-touche2020,inv,0.4268030139935414,ad_probe_vs_rr_thresh,True,0.18193536077532194,0.43187066974595845,0.616140350877193,0.23304628632938643,-0.05499679563800998,0.06930791508293359,0.900642915321911,49,0.7316880960124721,0.6623801809295387
dbpedia-entity,inv,0.27929810917221604,glob_probe_vs_trunc,False,-0.14148824485599626,0.7056381874783811,0.7308569016462643,0.4227020177405205,0.2437314250506854,0.05922475115395465,0.9570810899213426,399,0.4683993823433166,0.40917463118936226
dbpedia-entity,inv,0.27929810917221604,glob_probe_vs_ad_probe,False,-0.2636152524124171,0.7078481012658228,0.7252107174672788,0.28877083536407055,0.19209688145173381,0.01485148112080158,0.9705072688351033,399,0.4683993823433166,0.4535479012225147
dbpedia-entity,inv,0.27929810917221604,glob_probe_vs_rr_thresh,True,-0.299013236833112,0.7976154542710534,0.683270947307803,0.32293595867043573,0.3523148954963474,-0.057758896280798035,0.9561472258682265,399,0.4683993823433166,0.5261582786241147
dbpedia-entity,inv,0.27929810917221604,trunc_vs_ad_probe,False,0.0933595345700517,0.6639469658337583,0.7334899975897806,0.1911492348182084,-0.05163454359895161,-0.04437327003315306,0.9310878402982103,399,0.40917463118936226,0.4535479012225147
dbpedia-entity,inv,0.27929810917221604,trunc_vs_rr_thresh,True,0.11270490772590455,0.6220561274855451,0.7720265137409696,0.34559898625597035,0.108583470445662,-0.11698364743475266,0.9706078042808487,399,0.40917463118936226,0.5261582786241147
dbpedia-entity,inv,0.27929810917221604,ad_probe_vs_rr_thresh,True,-0.09611802300960313,0.663539904659388,0.7464859079557616,0.3169412223413588,0.16021801404461358,-0.0726103774015996,0.9543195282034956,399,0.4535479012225147,0.5261582786241147
