collection,judge,judge_acc,pair,involves_rr,rho,err_in,err_out,band_frac,bias_diff,true_gap,ess_gain,N,mu_a,mu_b
trec-covid,rr,0.6677070828331333,glob_probe_vs_trunc,False,0.7939369181714679,0.33965672990063234,0.3033175355450237,0.797358943577431,-0.08232329250866828,0.4881026339362681,1.1617976870269173,50,0.8483657967498361,0.36026316281356796
trec-covid,rr,0.6677070828331333,glob_probe_vs_ad_probe,False,0.741268961577377,0.29336734693877553,0.3363371322554996,0.09411764705882353,-0.006042669126417464,0.016193995523809544,1.114064187432173,50,0.8483657967498361,0.8321718012260265
trec-covid,rr,0.6677070828331333,glob_probe_vs_rr_thresh,True,0.46612945406289386,0.4355108877721943,0.3150224215246637,0.14333733493397358,-0.07548071249681237,0.0025355152327195605,0.9077144111950424,50,0.8483657967498361,0.8458302815171167
trec-covid,rr,0.6677070828331333,trunc_vs_ad_probe,False,0.824365630238634,0.34585182656196656,0.30016181229773464,0.7032412965186075,0.0762806233822508,-0.47190863841245856,1.2140405994848436,50,0.36026316281356796,0.8321718012260265
trec-covid,rr,0.6677070828331333,trunc_vs_rr_thresh,True,0.7944973324101186,0.34070490670352455,0.3131392604248623,0.6948379351740697,0.006842580011855895,-0.48556711870354863,1.0830483358377059,50,0.36026316281356796,0.8458302815171167
trec-covid,rr,0.6677070828331333,ad_probe_vs_rr_thresh,True,0.6129786535404459,0.42544459644322846,0.31246359930110656,0.17551020408163265,-0.0694380433703949,-0.013658480291089983,0.8364477052607939,50,0.8321718012260265,0.8458302815171167
webis-touche2020,rr,0.573735199138859,glob_probe_vs_trunc,False,0.45797136913387154,0.421875,0.4267707082833133,0.10333692142088267,-0.03519097315524863,0.049822847875753896,0.8859632734750662,49,0.7378438551144874,0.6880210072387334
webis-touche2020,rr,0.573735199138859,glob_probe_vs_ad_probe,False,0.24074846116151988,0.42592592592592593,0.4262749445676275,0.02906350914962325,-0.007286580391794759,0.006155759102015275,0.9173416022429364,49,0.7378438551144874,0.7316880960124721
webis-touche2020,rr,0.573735199138859,glob_probe_vs_rr_thresh,True,-0.3801348044216072,0.5801354401805869,0.37809187279151946,0.23842841765339073,-0.13494571364218175,0.07546367418494886,0.9484753360865524,49,0.7378438551144874,0.6623801809295387
webis-touche2020,rr,0.573735199138859,trunc_vs_ad_probe,False,0.47552088929002145,0.41304347826086957,0.42771804062126645,0.09903121636167922,0.02790439276345387,-0.043667088773738615,0.9148236123848736,49,0.6880210072387334,0.7316880960124721
webis-touche2020,rr,0.573735199138859,trunc_vs_rr_thresh,True,-0.36345565710469413,0.5208747514910537,0.39114391143911437,0.2707212055974166,-0.09975474048693311,0.025640826309194967,0.9684500270320324,49,0.6880210072387334,0.6623801809295387
webis-touche2020,rr,0.573735199138859,ad_probe_vs_rr_thresh,True,-0.19762872038263174,0.5681293302540416,0.3831578947368421,0.23304628632938643,-0.127659133250387,0.06930791508293359,0.9255217571532767,49,0.7316880960124721,0.6623801809295387
dbpedia-entity,rr,0.720604676031692,glob_probe_vs_trunc,False,0.5401680196450453,0.29424651216418773,0.2693963697762769,0.4227020177405205,-0.0011242993794591555,0.05922475115395465,1.2088227928262172,399,0.4683993823433166,0.40917463118936226
dbpedia-entity,rr,0.720604676031692,glob_probe_vs_ad_probe,False,0.4423778654750497,0.29215189873417724,0.2749263345439594,0.28877083536407055,-0.01172628836262778,0.01485148112080158,1.130775008261683,399,0.4683993823433166,0.4535479012225147
dbpedia-entity,rr,0.720604676031692,glob_probe_vs_rr_thresh,True,0.4293667242061617,0.20253546634470268,0.31680103656780884,0.32293595867043573,-0.16779140039784907,-0.057758896280798035,1.0243622984333365,399,0.4683993823433166,0.5261582786241147
dbpedia-entity,rr,0.720604676031692,trunc_vs_ad_probe,False,0.5693726358097995,0.33579806221315656,0.26669076885996623,0.1911492348182084,-0.010601988983168624,-0.04437327003315306,1.267275995292514,399,0.40917463118936226,0.4535479012225147
dbpedia-entity,rr,0.720604676031692,trunc_vs_rr_thresh,True,0.4902101526304137,0.37794387251445494,0.22812243985998362,0.34559898625597035,-0.1666671010183899,-0.11698364743475266,1.0656539744083078,399,0.40917463118936226,0.5261582786241147
dbpedia-entity,rr,0.720604676031692,ad_probe_vs_rr_thresh,True,0.35626113550774735,0.3366138705212979,0.253585444166964,0.3169412223413588,-0.15606511203522128,-0.0726103774015996,0.9359367192393633,399,0.4535479012225147,0.5261582786241147
