collection,method,act_rate,mean_T,wrong_cert_rate
cast19,loo_boot,1.0,60.43333333333333,0.05
cast19,loo_sim,1.0,69.93333333333334,0.03
cast19,recal_bp,0.023333333333333334,156.34666666666666,0.0
cast19,recal_bpu,0.0,158.0,0.0
cast19,recal_bpx,0.006666666666666667,157.58,0.0
cast19,recal_bpxu,0.0,158.0,0.0
cast19,recal_ep,0.056666666666666664,153.44666666666666,0.0033333333333333335
cast19,split_auto,0.7666666666666667,121.46666666666667,0.0
cast19,split_fp,0.9966666666666667,88.22666666666667,0.0
cast19,split_fp_ppi,0.9966666666666667,79.31333333333333,0.0
cast19,split_ppi,0.7533333333333333,126.60666666666667,0.0
cast19,split_t,0.7666666666666667,121.46666666666667,0.0
