collection,judge,eps,method,pilot,J50_ref,J50,post_pilot_share,vr_pred_med,vr_pred_q25,vr_pred_q75,cost_ratio_obs,saving_pred_med,saving_obs,L_post_obs,L_post_pred_med,L_post_pred_q25,L_post_pred_q75,share_pred_med,saving_pred_pilot_med,frac_draws_recommend_pilot,L_post_pred_v2_med,saving_pred_v2_med,frac_draws_recommend_v2,L_post_pred_v3_med,saving_pred_v3_med,frac_draws_recommend_v3,L_post_pred_v4_med,saving_pred_v4_med,frac_draws_recommend_v4,slack_xfit_med,frac_draws_recommend,cell_truth,slack_pilot_med,slack_true_med
trec-covid,rr,0.01,active_cv,1666.4911111111114,1894.999619047619,1767.2954471544715,0.12058498885152835,0.4850177893331366,0.42946149736138123,0.5526712357753265,0.4411404063404464,0.06209912413199915,0.06739007787100693,228.5085079365076,723.628059181066,531.9538882475454,1037.7241395565682,0.3027581045341417,0.15340942722759918,1.0,260.50610130518504,0.06852651766013933,0.7466666666666667,263.6461047158881,0.0685412595389541,0.74,264.1733078482594,0.06957507209180902,0.7566666666666667,0.09129140023376281,0.8433333333333334,1,0.09198073852604946,0.01
trec-covid,rr,0.01,active_judge,1666.4911111111114,1894.999619047619,2105.9759139784946,0.12058498885152835,2.3448398242873085,2.259080578375782,2.4399851131022983,1.9232754475360565,-0.16216749521877644,-0.11133315954802514,228.5085079365076,723.628059181066,531.9538882475454,1037.7241395565682,0.3027581045341417,-0.4142592033606446,0.0,260.50610130518504,-0.1859013755047862,0.0,263.6461047158881,-0.18563226101455482,0.0,264.1733078482594,-0.18675174156941454,0.0,0.09129140023376281,0.0,0,0.09198073852604946,0.01
trec-covid,rr,0.01,strat_pilot,1666.4911111111114,1894.999619047619,1887.5272839506174,0.12058498885152835,1.0168507477255333,1.0058305022316205,1.0332107717756822,0.9672995322385202,-0.0020319472266233365,0.003943185540457805,228.5085079365076,723.628059181066,531.9538882475454,1037.7241395565682,0.3027581045341417,-0.0047543762331315595,0.0,260.50610130518504,-0.0020604981954066267,0.0,263.6461047158881,-0.0020630106478028024,0.0,264.1733078482594,-0.002117296407057926,0.0,0.09129140023376281,0.0,0,0.09198073852604946,0.01
trec-covid,rr,0.01,uniform,1666.4911111111114,1894.999619047619,2533.9094166666664,0.12058498885152835,5.84878278538975,3.5668345279341005,6.576716746979153,3.7960000412613613,-0.5846904181197056,-0.33715563380437397,228.5085079365076,723.628059181066,531.9538882475454,1037.7241395565682,0.3027581045341417,-1.235612250092752,0.0,260.50610130518504,-0.5608440827581327,0.0,263.6461047158881,-0.5609306616170031,0.0,264.1733078482594,-0.5663803711128436,0.0,0.09129140023376281,0.0,0,0.09198073852604946,0.01
trec-covid,rr,0.01,uniform_nz,1666.4911111111114,1894.999619047619,2137.6648205128204,0.12058498885152835,2.9462229947082186,2.0250074538328406,3.3586428854500205,2.0619525883588863,-0.2346852781194787,-0.1280555410281079,228.5085079365076,723.628059181066,531.9538882475454,1037.7241395565682,0.3027581045341417,-0.5136888170637961,0.0,260.50610130518504,-0.23448237365601005,0.0,263.6461047158881,-0.23443335217565725,0.0,264.1733078482594,-0.23769486389768293,0.0,0.09129140023376281,0.0,0,0.09198073852604946,0.01
trec-covid,rr,0.01,weighted_cv,1666.4911111111114,1894.999619047619,1771.635319148936,0.12058498885152835,0.3861601937766103,0.3590371504570858,0.419557112899351,0.4601325744380581,0.07401986619007175,0.06509990749269012,228.5085079365076,723.628059181066,531.9538882475454,1037.7241395565682,0.3027581045341417,0.18487313392987856,1.0,260.50610130518504,0.08305581439202718,0.8566666666666667,263.6461047158881,0.0832854124319296,0.86,264.1733078482594,0.08400207673680384,0.8566666666666667,0.09129140023376281,1.0,1,0.09198073852604946,0.01
trec-covid,rr,0.01,weighted_cvl,1666.4911111111114,1894.999619047619,1845.3159360730594,0.12058498885152835,0.8635281274409933,0.5411904734649207,1.0,0.7825740344496737,0.016456459231075023,0.026218307631918902,228.5085079365076,723.628059181066,531.9538882475454,1037.7241395565682,0.3027581045341417,0.05258368567065709,0.5066666666666667,260.50610130518504,0.025142545086435174,0.36,263.6461047158881,0.0251059759923776,0.36333333333333334,264.1733078482594,0.025127374160725427,0.36,0.09129140023376281,0.2966666666666667,0,0.09198073852604946,0.01
webis-touche2020,rr,0.01,active_cv,758.3407407407407,830.3221468926554,832.3392307692308,0.08669093847646159,1.6149385858316656,1.4389909547184692,1.8707575657788038,1.0280222905387315,-0.05330960311113522,-0.0024292786650625953,71.98140615191471,337.5581446515065,256.94298043638463,503.78290720671095,0.308019412494123,-0.19794638402136455,0.0,118.23673454890408,-0.08830979478906087,0.0,62.067748551525284,-0.04731293785446948,0.0,120.24441191678487,-0.08434762848554005,0.0,0.0533424980305785,0.0,0,0.05370713350851995,0.01
webis-touche2020,rr,0.01,active_judge,758.3407407407407,830.3221468926554,886.9371428571428,0.08669093847646159,2.5913562135813097,2.304647292613061,2.8124147268008906,1.7865225061733734,-0.13795616360571217,-0.06818437419302836,71.98140615191471,337.5581446515065,256.94298043638463,503.78290720671095,0.308019412494123,-0.5017613917524306,0.0,118.23673454890408,-0.224519909435231,0.0,62.067748551525284,-0.11911462542546143,0.0,120.24441191678487,-0.21877932832702107,0.0,0.0533424980305785,0.0,0,0.05370713350851995,0.01
webis-touche2020,rr,0.01,strat_pilot,758.3407407407407,830.3221468926554,831.5677777777778,0.08669093847646159,1.0141905495437231,1.009508958472614,1.0208992094104499,1.0173048979134076,-0.0012301920574420905,-0.0015001778403527233,71.98140615191471,337.5581446515065,256.94298043638463,503.78290720671095,0.308019412494123,-0.004651440995948428,0.0,118.23673454890408,-0.00204798955182666,0.0,62.067748551525284,-0.0011137021637598835,0.0,120.24441191678487,-0.0021194442409181316,0.0,0.0533424980305785,0.0,0,0.05370713350851995,0.01
