collection,judge,eps,J50_weighted,J50_cvl,J50_rule,saving_always_cvl,saving_rule,frac_pilots_use_judge,wrong_rule_max,pilot_agreement
neuclir_eng,rr,0.02,1814.7441666666666,1829.6046666666668,1816.3690849673203,-0.008188757552143544,-0.0008953980018231444,0.09545454545454546,0.0,0.9045454545454545
