collection,judge,eps,method,pilot,J50_ref,J50,post_pilot_share,vr_pred_med,vr_pred_q25,vr_pred_q75,cost_ratio_obs,saving_pred_med,saving_obs,L_post_obs,L_post_pred_med,L_post_pred_q25,L_post_pred_q75,share_pred_med,saving_pred_pilot_med,frac_draws_recommend_pilot,L_post_pred_v2_med,saving_pred_v2_med,frac_draws_recommend_v2,L_post_pred_v3_med,saving_pred_v3_med,frac_draws_recommend_v3,L_post_pred_v4_med,saving_pred_v4_med,frac_draws_recommend_v4,slack_xfit_med,frac_draws_recommend,cell_truth,slack_pilot_med,slack_true_med
trec-covid,rr,0.02,active_cv,1665.8570370370371,1868.813153153153,1761.4466666666667,0.10860160940845176,0.49526398531602156,0.4232031297450326,0.5550232652499477,0.47098669140347826,0.054815143521088,0.057451696712072176,202.95611611611594,592.1363343444586,433.8433512992957,829.4884802881907,0.26223876129306234,0.13021729789804723,0.9933333333333333,213.16908036400542,0.05667476279922646,0.5833333333333334,214.60574450712755,0.0566609754880721,0.5866666666666667,214.76026477164623,0.05723054260752982,0.59,0.10288043428901035,0.7,1,0.10301763070643595,0.02
trec-covid,rr,0.02,active_judge,1665.8570370370371,1868.813153153153,2031.7191891891891,0.10860160940845176,2.3343185036259566,2.249718339859626,2.4260596990212004,1.8026663061626276,-0.144909136957256,-0.08717085266719837,202.95611611611594,592.1363343444586,433.8433512992957,829.4884802881907,0.26223876129306234,-0.3434288458828736,0.0,213.16908036400542,-0.14799878535998945,0.0,214.60574450712755,-0.148273991065133,0.0,214.76026477164623,-0.14994708257050365,0.0,0.10288043428901035,0.0,0,0.10301763070643595,0.02
trec-covid,rr,0.02,strat_pilot,1665.8570370370371,1868.813153153153,1866.4968148148148,0.10860160940845176,1.0184788378549703,1.007726284404904,1.039220371139835,0.9885869990879554,-0.0020068315310475837,0.0012394702672281488,202.95611611611594,592.1363343444586,433.8433512992957,829.4884802881907,0.26223876129306234,-0.00465773308602991,0.0,213.16908036400542,-0.0020358144278048622,0.0,214.60574450712755,-0.0020232294754651873,0.0,214.76026477164623,-0.002062017833698441,0.0,0.10288043428901035,0.0,0,0.10301763070643595,0.02
trec-covid,rr,0.02,uniform,1665.8570370370371,1868.813153153153,2453.1142424242425,0.10860160940845176,5.83617260899408,3.6584371079644336,6.573370952405487,3.878952851742577,-0.5252161287138282,-0.3126589131102957,202.95611611611594,592.1363343444586,433.8433512992957,829.4884802881907,0.26223876129306234,-1.1180336574902703,0.0,213.16908036400542,-0.4841071535074791,0.0,214.60574450712755,-0.48375951129570993,0.0,214.76026477164623,-0.49046307040589415,0.0,0.10288043428901035,0.0,0,0.10301763070643595,0.02
trec-covid,rr,0.02,uniform_nz,1665.8570370370371,1868.813153153153,2094.3167759562843,0.10860160940845176,2.9455959824800297,2.0230004949128326,3.3728258240620796,2.1110954777737048,-0.21129485495594913,-0.12066675709267694,202.95611611611594,592.1363343444586,433.8433512992957,829.4884802881907,0.26223876129306234,-0.45994328559740527,0.0,213.16908036400542,-0.1951584330282891,0.0,214.60574450712755,-0.1954488879803063,0.0,214.76026477164623,-0.19708259938923534,0.0,0.10288043428901035,0.0,0,0.10301763070643595,0.02
trec-covid,rr,0.02,weighted_cv,1665.8570370370371,1868.813153153153,1760.7733333333333,0.10860160940845176,0.3892088446604901,0.36035355005688396,0.41884239483382885,0.467669061236826,0.06633290248231843,0.05781199668759274,202.95611611611594,592.1363343444586,433.8433512992957,829.4884802881907,0.26223876129306234,0.1605167227319701,1.0,213.16908036400542,0.0693172411927245,0.76,214.60574450712755,0.06918785320012719,0.76,214.76026477164623,0.06972527815575952,0.77,0.10288043428901035,1.0,1,0.10301763070643595,0.02
trec-covid,rr,0.02,weighted_cvl,1665.8570370370371,1868.813153153153,1817.3975308641975,0.10860160940845176,0.8756809175953592,0.5374444350289331,1.0,0.7466663076093777,0.013501252429325932,0.027512446711007277,202.95611611611594,592.1363343444586,433.8433512992957,829.4884802881907,0.26223876129306234,0.044134673354781426,0.48333333333333334,213.16908036400542,0.020694898785252273,0.24333333333333335,214.60574450712755,0.020530812027549764,0.24333333333333335,214.76026477164623,0.02033550411058388,0.24333333333333335,0.10288043428901035,0.25333333333333335,0,0.10301763070643595,0.02
webis-touche2020,rr,0.02,active_cv,758.3855555555555,816.3777254901961,813.4746527777778,0.07103595324066325,1.642951930622299,1.4833540813702653,1.8653981277155633,0.9499402640789236,-0.0456727032796798,0.0035560410601295223,57.99216993464063,245.5799710313887,188.04808991486718,354.2844569578673,0.2446098787143861,-0.15612491052911542,0.0,88.2571036672333,-0.06728331378314681,0.0,46.457203777334044,-0.03699979582654928,0.0,89.14975674560502,-0.06797015872939403,0.0,0.0610556778632394,0.0,0,0.0617601852195505,0.02
webis-touche2020,rr,0.02,active_judge,758.3855555555555,816.3777254901961,837.7301801801802,0.07103595324066325,2.558600143489861,2.315748670529234,2.791378216472893,1.3681954773213205,-0.11071664691383679,-0.026155116710421034,57.99216993464063,245.5799710313887,188.04808991486718,354.2844569578673,0.2446098787143861,-0.38299995205410964,0.0,88.2571036672333,-0.16345703516926297,0.0,46.457203777334044,-0.0901335275379117,0.0,89.14975674560502,-0.16216386601302293,0.0,0.0610556778632394,0.0,0,0.0617601852195505,0.02
webis-touche2020,rr,0.02,strat_pilot,758.3855555555555,816.3777254901961,812.5388505747126,0.07103595324066325,1.0145628128961743,1.0093330899140158,1.0197808504928632,0.9338035648638413,-0.0010344832959451682,0.004702326871030782,57.99216993464063,245.5799710313887,188.04808991486718,354.2844569578673,0.2446098787143861,-0.0034101609069066225,0.0,88.2571036672333,-0.0015003183700004728,0.0,46.457203777334044,-0.0008348317060642361,0.0,89.14975674560502,-0.0014887460985958465,0.0,0.0610556778632394,0.0,0,0.0617601852195505,0.02
