collection,judge,eps,method,pilot,J50_ref,J50,post_pilot_share,vr_pred_med,vr_pred_q25,vr_pred_q75,cost_ratio_obs,saving_pred_med,saving_obs,L_post_obs,L_post_pred_med,L_post_pred_q25,L_post_pred_q75,share_pred_med,saving_pred_pilot_med,frac_draws_recommend_pilot,L_post_pred_v2_med,saving_pred_v2_med,frac_draws_recommend_v2,L_post_pred_v3_med,saving_pred_v3_med,frac_draws_recommend_v3,frac_draws_recommend,cell_truth,slack_pilot_med,slack_true_med
trec-covid,rr,0.01,active_cv,832.7314814814815,1208.5520588235295,1002.2831018518518,0.3109676365186057,0.47970880581342734,0.39218952044183375,0.5983160015895881,0.45115044410156185,0.16179372295764144,0.17067444920202368,375.82057734204795,773.82479008873,467.2828348739883,1340.6396856411884,0.48166169289039695,0.23011568068823612,0.9733333333333334,495.24786565678824,0.17850089232178917,0.9533333333333334,491.25719773134756,0.1778125647090813,0.9566666666666667,0.9633333333333334,1,0.09088447890962145,0.01
trec-covid,rr,0.01,active_judge,832.7314814814815,1208.5520588235295,1535.625652173913,0.3109676365186057,2.3368788541241616,2.198422855619306,2.4602726138834874,1.870291870827238,-0.4157260575786924,-0.27063260615250195,375.82057734204795,773.82479008873,467.2828348739883,1340.6396856411884,0.48166169289039695,-0.6318745425313677,0.0,495.24786565678824,-0.48996105208778096,0.0,491.25719773134756,-0.4893883559724772,0.0,0.0,0,0.09088447890962145,0.01
trec-covid,rr,0.01,strat_pilot,832.7314814814815,1208.5520588235295,1234.7804301075269,0.3109676365186057,1.0175492363059315,1.0027203370900604,1.0566803975288641,1.0697896093649124,-0.005457244536761999,-0.02170230987776356,375.82057734204795,773.82479008873,467.2828348739883,1340.6396856411884,0.48166169289039695,-0.008385737199039438,0.0,495.24786565678824,-0.006487139486575203,0.0,491.25719773134756,-0.006442862708423031,0.0,0.0,0,0.09088447890962145,0.01
trec-covid,rr,0.01,uniform,832.7314814814815,1208.5520588235295,2238.076738351255,0.3109676365186057,4.32730454999299,3.088337708555066,8.601281159834317,3.73940476279647,-1.0346840318889228,-0.85186622455463,375.82057734204795,773.82479008873,467.2828348739883,1340.6396856411884,0.48166169289039695,-1.6383438446183864,0.0,495.24786565678824,-1.2809806700426527,0.0,491.25719773134756,-1.2734282699243287,0.0,0.0,0,0.09088447890962145,0.01
trec-covid,rr,0.01,uniform_nz,832.7314814814815,1208.5520588235295,1609.7909523809524,0.3109676365186057,2.4128821045802162,1.6873797906367103,4.199163460982229,2.0676341790413484,-0.43936060874074334,-0.3319996773229701,375.82057734204795,773.82479008873,467.2828348739883,1340.6396856411884,0.48166169289039695,-0.6848739172487748,0.0,495.24786565678824,-0.5139602734790484,0.0,491.25719773134756,-0.5111210584206936,0.0,0.0,0,0.09088447890962145,0.01
trec-covid,rr,0.01,weighted_cv,832.7314814814815,1208.5520588235295,1012.9368468468468,0.3109676365186057,0.39144150872481975,0.34444830330743537,0.4328802701102081,0.47949839958165424,0.18924199571517134,0.16185915248624472,375.82057734204795,773.82479008873,467.2828348739883,1340.6396856411884,0.48166169289039695,0.28892086601608724,1.0,495.24786565678824,0.2242486639300718,1.0,491.25719773134756,0.2240219023934797,1.0,1.0,1,0.09088447890962145,0.01
trec-covid,rr,0.01,weighted_cvl,832.7314814814815,1208.5520588235295,1132.7386842105263,0.3109676365186057,0.7285829277286668,0.43395537907712955,1.0,0.7982724225767909,0.08440192547501604,0.06273074797191935,375.82057734204795,773.82479008873,467.2828348739883,1340.6396856411884,0.48166169289039695,0.12776552906976835,0.6433333333333333,495.24786565678824,0.10052776939056458,0.6166666666666667,491.25719773134756,0.10021723404049768,0.6133333333333333,0.5866666666666667,1,0.09088447890962145,0.01
webis-touche2020,rr,0.01,active_cv,379.0459259259259,500.9901886792453,511.10777777777776,0.2434064888072951,1.6172708548427606,1.3733130971755338,1.9360412842504884,1.0829689636075728,-0.15024773142035386,-0.020195184111699627,121.94426275331938,400.28522132357693,244.30455813403424,1204.8461785493098,0.513626350294593,-0.3101388434906862,0.016666666666666666,253.57510272101754,-0.24895258719911678,0.01,142.9758203259684,-0.1547023469470995,0.01,0.006666666666666667,0,0.049612180967629205,0.01
webis-touche2020,rr,0.01,active_judge,379.0459259259259,500.9901886792453,609.3010077519381,0.2434064888072951,2.4031876527057188,2.182961590361105,2.9209622295976616,1.888199384105461,-0.34154497968284925,-0.2161934934459122,121.94426275331938,400.28522132357693,244.30455813403424,1204.8461785493098,0.513626350294593,-0.8223086392387059,0.0,253.57510272101754,-0.6519187473499496,0.0,142.9758203259684,-0.4133075490976079,0.0,0.0,0,0.049612180967629205,0.01
webis-touche2020,rr,0.01,strat_pilot,379.0459259259259,500.9901886792453,499.1758415841584,0.2434064888072951,1.012864194224167,1.0045207653641184,1.0213284227088855,0.9851215050702535,-0.0031312283474395648,0.0036215222095866695,121.94426275331938,400.28522132357693,244.30455813403424,1204.8461785493098,0.513626350294593,-0.005850564130047323,0.01,253.57510272101754,-0.004519815611094113,0.006666666666666667,142.9758203259684,-0.0033077115397176,0.0033333333333333335,0.0,0,0.049612180967629205,0.01
