collection,judge,budget_full_eq,eps,method,act,wrong,docs_labelled,docs_pilot,dup_frac,var_est,sampling,pilot_cost,cv_pred,bound
antique,llm,120,0.01,weighted_cv,0.9766666666666667,0.0,3013.3966666666665,630.1366666666667,0.0,0.03385887396707613,shared,full,binary,t
antique,llm,120,0.01,ai_calib,0.9766666666666667,0.0,3006.3733333333334,630.1366666666667,0.0,0.03414921513264455,shared,full,binary,t
antique,llm,120,0.01,ai_resid,0.9766666666666667,0.0,3014.0433333333335,630.1366666666667,0.0,0.03526023319192845,shared,full,binary,t
antique,llm,120,0.01,ai_robust_0.5,0.9766666666666667,0.0,3013.1433333333334,630.1366666666667,0.0,0.03350033589994072,shared,full,binary,t
antique,llm,120,0.01,ai_robust_0.3,0.9766666666666667,0.0,3012.76,630.1366666666667,0.0,0.03376231608621503,shared,full,binary,t
antique,llm,120,0.02,weighted_cv,0.9733333333333334,0.0,2988.14,631.55,0.0,0.03354854253416409,shared,full,binary,t
antique,llm,120,0.02,ai_calib,0.9733333333333334,0.0,2979.28,631.55,0.0,0.033858770997455746,shared,full,binary,t
antique,llm,120,0.02,ai_resid,0.9733333333333334,0.0,2986.99,631.55,0.0,0.03385601175933309,shared,full,binary,t
antique,llm,120,0.02,ai_robust_0.5,0.9733333333333334,0.0,2986.01,631.55,0.0,0.03334641719088875,shared,full,binary,t
antique,llm,120,0.02,ai_robust_0.3,0.9733333333333334,0.0,2983.4,631.55,0.0,0.033238111623150116,shared,full,binary,t
