collection,judge,budget_full_eq,eps,method,act,wrong,docs_labelled,docs_pilot,dup_frac,var_est,sampling,pilot_cost,cv_pred,bound
cast19,inv,120,0.01,weighted_cv,0.2633333333333333,0.0,3749.9133333333334,973.1166666666667,0.0,0.013469581701527721,shared,full,binary,t
cast19,inv,120,0.01,ai_calib,0.23666666666666666,0.0,3720.6666666666665,973.1166666666667,0.0,0.015628281360488838,shared,full,binary,t
cast19,inv,120,0.01,ai_resid,0.25,0.0,3744.26,973.1166666666667,0.0,0.014233143195469224,shared,full,binary,t
cast19,inv,120,0.01,ai_robust_0.5,0.25,0.0,3749.5233333333335,973.1166666666667,0.0,0.013372660379407132,shared,full,binary,t
cast19,inv,120,0.01,ai_robust_0.3,0.25666666666666665,0.0,3746.7066666666665,973.1166666666667,0.0,0.01329460749946221,shared,full,binary,t
cast19,inv,120,0.02,weighted_cv,0.5433333333333333,0.0,3740.52,978.02,0.0,0.013436920990356134,shared,full,binary,t
cast19,inv,120,0.02,ai_calib,0.49,0.0,3709.08,978.02,0.0,0.015547340249316024,shared,full,binary,t
cast19,inv,120,0.02,ai_resid,0.56,0.0,3730.943333333333,978.02,0.0,0.014077122371285219,shared,full,binary,t
cast19,inv,120,0.02,ai_robust_0.5,0.56,0.0,3737.26,978.02,0.0,0.013193038059518854,shared,full,binary,t
cast19,inv,120,0.02,ai_robust_0.3,0.5966666666666667,0.0,3735.5033333333336,978.02,0.0,0.013211664130556794,shared,full,binary,t
cast19,inv,150,0.01,weighted_cv,0.23333333333333334,0.0,4148.61,976.2566666666667,0.0,0.012429391453148865,shared,full,binary,t
cast19,inv,150,0.01,ai_calib,0.22666666666666666,0.0,4117.126666666667,976.2566666666667,0.0,0.012860686595023473,shared,full,binary,t
cast19,inv,150,0.01,ai_resid,0.24,0.0,4135.143333333333,976.2566666666667,0.0,0.012645384116493835,shared,full,binary,t
cast19,inv,150,0.01,ai_robust_0.5,0.24333333333333335,0.0,4141.5633333333335,976.2566666666667,0.0,0.012426542511982204,shared,full,binary,t
cast19,inv,150,0.01,ai_robust_0.3,0.21666666666666667,0.0,4139.043333333333,976.2566666666667,0.0,0.012419491589832929,shared,full,binary,t
cast19,inv,150,0.02,weighted_cv,0.6066666666666667,0.0,4068.1233333333334,977.6733333333333,0.0,0.012010625223232489,shared,full,binary,t
cast19,inv,150,0.02,ai_calib,0.58,0.0,4037.6766666666667,977.6733333333333,0.0,0.012401568249096516,shared,full,binary,t
cast19,inv,150,0.02,ai_resid,0.5933333333333334,0.0,4056.8033333333333,977.6733333333333,0.0,0.012283847555406416,shared,full,binary,t
cast19,inv,150,0.02,ai_robust_0.5,0.5966666666666667,0.0,4062.01,977.6733333333333,0.0,0.012004895486360585,shared,full,binary,t
cast19,inv,150,0.02,ai_robust_0.3,0.5966666666666667,0.0,4060.04,977.6733333333333,0.0,0.011982650853038216,shared,full,binary,t
cast19,inv,200,0.01,weighted_cv,0.24333333333333335,0.0,4308.52,972.0933333333334,0.0,0.012033631158769688,shared,full,binary,t
cast19,inv,200,0.01,ai_calib,0.24,0.0,4304.15,972.0933333333334,0.0,0.01202614277902339,shared,full,binary,t
cast19,inv,200,0.01,ai_resid,0.23666666666666666,0.0,4305.356666666667,972.0933333333334,0.0,0.012031515336376888,shared,full,binary,t
cast19,inv,200,0.01,ai_robust_0.5,0.24333333333333335,0.0,4306.856666666667,972.0933333333334,0.0,0.012035128447520315,shared,full,binary,t
cast19,inv,200,0.01,ai_robust_0.3,0.23666666666666666,0.0,4306.693333333334,972.0933333333334,0.0,0.012026027593402976,shared,full,binary,t
cast19,inv,200,0.02,weighted_cv,0.5533333333333333,0.0,4310.193333333334,974.3166666666667,0.0,0.011745580368989662,shared,full,binary,t
cast19,inv,200,0.02,ai_calib,0.55,0.0,4306.083333333333,974.3166666666667,0.0,0.011779359248809825,shared,full,binary,t
cast19,inv,200,0.02,ai_resid,0.5566666666666666,0.0,4307.173333333333,974.3166666666667,0.0,0.011775511947946047,shared,full,binary,t
cast19,inv,200,0.02,ai_robust_0.5,0.5566666666666666,0.0,4309.02,974.3166666666667,0.0,0.011757815602463327,shared,full,binary,t
cast19,inv,200,0.02,ai_robust_0.3,0.5533333333333333,0.0,4308.09,974.3166666666667,0.0,0.011766116288138633,shared,full,binary,t
