collection,judge,budget_full_eq,eps,method,act,wrong,docs_labelled,docs_pilot,dup_frac,var_est,sampling,pilot_cost,cv_pred,bound
dl212223,llm,20,0.01,weighted_cv,0.4666666666666667,0.0,2209.036666666667,1388.11,0.0,0.09695775312109123,shared,full,binary,t
dl212223,llm,20,0.01,ai_calib,0.3333333333333333,0.0,2210.15,1388.11,0.0,0.1488595277510947,shared,full,binary,t
dl212223,llm,20,0.01,ai_resid,0.46,0.0,2210.64,1388.11,0.0,0.0942724881713449,shared,full,binary,t
dl212223,llm,20,0.01,ai_robust_0.5,0.4766666666666667,0.0,2212.42,1388.11,0.0,0.09417672611137928,shared,full,binary,t
dl212223,llm,20,0.01,ai_robust_0.3,0.5,0.0,2210.1766666666667,1388.11,0.0,0.09207877836375054,shared,full,binary,t
dl212223,llm,20,0.02,weighted_cv,0.59,0.0,2209.0066666666667,1384.9633333333334,0.0,0.0948384239810332,shared,full,binary,t
dl212223,llm,20,0.02,ai_calib,0.4266666666666667,0.0,2207.75,1384.9633333333334,0.0,0.1455275589181692,shared,full,binary,t
dl212223,llm,20,0.02,ai_resid,0.6166666666666667,0.0,2210.48,1384.9633333333334,0.0,0.0961091495701974,shared,full,binary,t
dl212223,llm,20,0.02,ai_robust_0.5,0.6766666666666666,0.0,2207.4066666666668,1384.9633333333334,0.0,0.0919052041565752,shared,full,binary,t
dl212223,llm,20,0.02,ai_robust_0.3,0.57,0.0,2208.173333333333,1384.9633333333334,0.0,0.09035497830002077,shared,full,binary,t
dl212223,llm,30,0.01,weighted_cv,0.5866666666666667,0.0,2607.49,1386.0433333333333,0.0,0.07191279216145902,shared,full,binary,t
dl212223,llm,30,0.01,ai_calib,0.4633333333333333,0.0,2607.403333333333,1386.0433333333333,0.0,0.10383294489130127,shared,full,binary,t
dl212223,llm,30,0.01,ai_resid,0.6466666666666666,0.0,2610.6033333333335,1386.0433333333333,0.0,0.07512152104295314,shared,full,binary,t
dl212223,llm,30,0.01,ai_robust_0.5,0.6066666666666667,0.0,2605.7533333333336,1386.0433333333333,0.0,0.06979369145490913,shared,full,binary,t
dl212223,llm,30,0.01,ai_robust_0.3,0.6466666666666666,0.0,2609.366666666667,1386.0433333333333,0.0,0.06946045567171981,shared,full,binary,t
dl212223,llm,30,0.02,weighted_cv,0.7266666666666667,0.0,2614.9866666666667,1388.68,0.0,0.0714643695118802,shared,full,binary,t
dl212223,llm,30,0.02,ai_calib,0.6733333333333333,0.0,2614.883333333333,1388.68,0.0,0.10383900922936784,shared,full,binary,t
dl212223,llm,30,0.02,ai_resid,0.7633333333333333,0.0,2617.3166666666666,1388.68,0.0,0.07155452553308181,shared,full,binary,t
dl212223,llm,30,0.02,ai_robust_0.5,0.76,0.0,2614.1233333333334,1388.68,0.0,0.06921572677263695,shared,full,binary,t
dl212223,llm,30,0.02,ai_robust_0.3,0.76,0.0,2615.4566666666665,1388.68,0.0,0.06915151720449743,shared,full,binary,t
dl212223,llm,45,0.01,weighted_cv,0.73,0.0,3239.4966666666664,1386.33,0.0,0.04819168365664074,shared,full,binary,t
dl212223,llm,45,0.01,ai_calib,0.6566666666666666,0.0,3237.56,1386.33,0.0,0.06277216569568615,shared,full,binary,t
dl212223,llm,45,0.01,ai_resid,0.7433333333333333,0.0,3236.8133333333335,1386.33,0.0,0.04882773450518669,shared,full,binary,t
