collection,judge,budget_full_eq,eps,method,act,wrong,docs_labelled,docs_pilot,dup_frac,var_est,sampling,pilot_cost,cv_pred,bound
antique,llm,30,0.01,weighted_cv,0.0,0.0,1235.31,633.0366666666666,0.0,0.07516215457128174,shared,full,binary,bet
antique,llm,30,0.01,ai_calib,0.0,0.0,1234.6333333333334,633.0366666666666,0.0,0.09784454306209564,shared,full,binary,bet
antique,llm,30,0.01,ai_resid,0.0,0.0,1236.37,633.0366666666666,0.0,0.0750548888476973,shared,full,binary,bet
antique,llm,30,0.01,ai_robust_0.5,0.0,0.0,1235.1433333333334,633.0366666666666,0.0,0.07482117112998012,shared,full,binary,bet
antique,llm,30,0.01,ai_robust_0.3,0.0,0.0,1232.92,633.0366666666666,0.0,0.07515180891859904,shared,full,binary,bet
antique,llm,30,0.02,weighted_cv,0.0,0.0,1224.08,628.6333333333333,0.0,0.07525092547209274,shared,full,binary,bet
antique,llm,30,0.02,ai_calib,0.0,0.0,1224.3466666666666,628.6333333333333,0.0,0.09888583161198515,shared,full,binary,bet
antique,llm,30,0.02,ai_resid,0.0,0.0,1225.3666666666666,628.6333333333333,0.0,0.08010737331510534,shared,full,binary,bet
antique,llm,30,0.02,ai_robust_0.5,0.0,0.0,1226.4133333333334,628.6333333333333,0.0,0.07391698382801005,shared,full,binary,bet
antique,llm,30,0.02,ai_robust_0.3,0.0,0.0,1224.12,628.6333333333333,0.0,0.07449192784584197,shared,full,binary,bet
antique,llm,60,0.01,weighted_cv,0.0,0.0,1823.0033333333333,630.6433333333333,0.0,0.05225726499362844,shared,full,binary,bet
antique,llm,60,0.01,ai_calib,0.0,0.0,1826.9866666666667,630.6433333333333,0.0,0.06015117589170615,shared,full,binary,bet
antique,llm,60,0.01,ai_resid,0.0,0.0,1827.8633333333332,630.6433333333333,0.0,0.05618933912280911,shared,full,binary,bet
antique,llm,60,0.01,ai_robust_0.5,0.0,0.0,1826.66,630.6433333333333,0.0,0.05135981600647549,shared,full,binary,bet
antique,llm,60,0.01,ai_robust_0.3,0.0,0.0,1824.3266666666666,630.6433333333333,0.0,0.05180393042843134,shared,full,binary,bet
antique,llm,60,0.02,weighted_cv,0.0,0.0,1828.57,633.2933333333333,0.0,0.052632527187653676,shared,full,binary,bet
antique,llm,60,0.02,ai_calib,0.0,0.0,1828.8766666666668,633.2933333333333,0.0,0.06011760840984932,shared,full,binary,bet
antique,llm,60,0.02,ai_resid,0.0,0.0,1825.9466666666667,633.2933333333333,0.0,0.052199880496880555,shared,full,binary,bet
antique,llm,60,0.02,ai_robust_0.5,0.0,0.0,1826.55,633.2933333333333,0.0,0.051625105793622166,shared,full,binary,bet
antique,llm,60,0.02,ai_robust_0.3,0.0,0.0,1825.7666666666667,633.2933333333333,0.0,0.051816901092060934,shared,full,binary,bet
antique,llm,90,0.01,weighted_cv,0.006666666666666667,0.0,2381.4266666666667,631.46,0.0,0.03999248731856781,shared,full,binary,bet
antique,llm,90,0.01,ai_calib,0.0,0.0,2378.0,631.46,0.0,0.042229079995969185,shared,full,binary,bet
antique,llm,90,0.01,ai_resid,0.0033333333333333335,0.0,2382.3566666666666,631.46,0.0,0.04262181619840413,shared,full,binary,bet
antique,llm,90,0.01,ai_robust_0.5,0.0,0.0,2382.92,631.46,0.0,0.03974190939628528,shared,full,binary,bet
antique,llm,90,0.01,ai_robust_0.3,0.0033333333333333335,0.0,2384.78,631.46,0.0,0.03974414078803366,shared,full,binary,bet
antique,llm,90,0.02,weighted_cv,0.04,0.0,2412.45,630.42,0.0,0.04027233161635889,shared,full,binary,bet
antique,llm,90,0.02,ai_calib,0.0,0.0,2410.4866666666667,630.42,0.0,0.0421940965919483,shared,full,binary,bet
antique,llm,90,0.02,ai_resid,0.013333333333333334,0.0,2413.883333333333,630.42,0.0,0.04197575021012663,shared,full,binary,bet
antique,llm,90,0.02,ai_robust_0.5,0.04,0.0,2413.0666666666666,630.42,0.0,0.0401762871959623,shared,full,binary,bet
antique,llm,90,0.02,ai_robust_0.3,0.04,0.0,2412.713333333333,630.42,0.0,0.040058749397437865,shared,full,binary,bet
antique,llm,120,0.01,weighted_cv,0.07666666666666666,0.0,2986.963333333333,633.76,0.0,0.034818818658679015,shared,full,binary,bet
antique,llm,120,0.01,ai_calib,0.023333333333333334,0.0,2983.01,633.76,0.0,0.0354866331591794,shared,full,binary,bet
antique,llm,120,0.01,ai_resid,0.056666666666666664,0.0,2990.6466666666665,633.76,0.0,0.035151784115932505,shared,full,binary,bet
antique,llm,120,0.01,ai_robust_0.5,0.056666666666666664,0.0,2986.616666666667,633.76,0.0,0.03465844230482973,shared,full,binary,bet
antique,llm,120,0.01,ai_robust_0.3,0.056666666666666664,0.0,2986.54,633.76,0.0,0.034795073142040354,shared,full,binary,bet
antique,llm,120,0.02,weighted_cv,0.21333333333333335,0.0,3019.443333333333,633.6633333333333,0.0,0.0348027114264197,shared,full,binary,bet
antique,llm,120,0.02,ai_calib,0.13,0.0,3017.5333333333333,633.6633333333333,0.0,0.03513169041879787,shared,full,binary,bet
antique,llm,120,0.02,ai_resid,0.16333333333333333,0.0,3020.5866666666666,633.6633333333333,0.0,0.03559605388981901,shared,full,binary,bet
antique,llm,120,0.02,ai_robust_0.5,0.2,0.0,3019.52,633.6633333333333,0.0,0.03455270190655888,shared,full,binary,bet
antique,llm,120,0.02,ai_robust_0.3,0.19,0.0,3017.8233333333333,633.6633333333333,0.0,0.03464065295634412,shared,full,binary,bet
antique,llm,150,0.01,weighted_cv,0.15,0.0,3527.1433333333334,631.3333333333334,0.0,0.03211677448473907,shared,full,binary,bet
antique,llm,150,0.01,ai_calib,0.12666666666666668,0.0,3514.0233333333335,631.3333333333334,0.0,0.03231867183850046,shared,full,binary,bet
antique,llm,150,0.01,ai_resid,0.13333333333333333,0.0,3524.1,631.3333333333334,0.0,0.03249095084604988,shared,full,binary,bet
antique,llm,150,0.01,ai_robust_0.5,0.14666666666666667,0.0,3524.28,631.3333333333334,0.0,0.03207325769025766,shared,full,binary,bet
antique,llm,150,0.01,ai_robust_0.3,0.14333333333333334,0.0,3524.6833333333334,631.3333333333334,0.0,0.0321197679109482,shared,full,binary,bet
antique,llm,150,0.02,weighted_cv,0.4766666666666667,0.0,3522.8,631.45,0.0,0.0321862043089099,shared,full,binary,bet
antique,llm,150,0.02,ai_calib,0.32,0.0,3510.766666666667,631.45,0.0,0.03224456076191842,shared,full,binary,bet
antique,llm,150,0.02,ai_resid,0.3933333333333333,0.0,3520.4866666666667,631.45,0.0,0.03273172388582831,shared,full,binary,bet
antique,llm,150,0.02,ai_robust_0.5,0.49,0.0,3521.3533333333335,631.45,0.0,0.03215750843484058,shared,full,binary,bet
antique,llm,150,0.02,ai_robust_0.3,0.47,0.0,3520.846666666667,631.45,0.0,0.03205911408601872,shared,full,binary,bet
