collection,judge,budget_full_eq,eps,method,act,wrong,docs_labelled,docs_pilot,dup_frac,var_est,sampling,pilot_cost,cv_pred,bound
dl212223,llm,5,0.01,weighted_cv,0.09666666666666666,0.0,1593.3766666666668,1389.4033333333334,0.0,0.12187710377907658,shared,full,binary,t
dl212223,llm,5,0.01,ai_calib,0.06,0.0,1593.0833333333333,1389.4033333333334,0.0,0.18323198643329003,shared,full,binary,t
dl212223,llm,5,0.01,ai_resid,0.11333333333333333,0.0,1593.7433333333333,1389.4033333333334,0.0,0.1493396065619145,shared,full,binary,t
dl212223,llm,5,0.01,ai_robust_0.5,0.12333333333333334,0.0,1592.8333333333333,1389.4033333333334,0.0,0.11405392692821714,shared,full,binary,t
dl212223,llm,5,0.01,ai_robust_0.3,0.07666666666666666,0.0,1593.2233333333334,1389.4033333333334,0.0,0.11440816722332474,shared,full,binary,t
dl212223,llm,5,0.02,weighted_cv,0.15333333333333332,0.0,1592.65,1389.09,0.0,0.11721769778412787,shared,full,binary,t
dl212223,llm,5,0.02,ai_calib,0.11666666666666667,0.0,1593.3,1389.09,0.0,0.18245960665518096,shared,full,binary,t
dl212223,llm,5,0.02,ai_resid,0.17666666666666667,0.0,1594.6433333333334,1389.09,0.0,0.11166867545801379,shared,full,binary,t
dl212223,llm,5,0.02,ai_robust_0.5,0.19,0.0,1593.05,1389.09,0.0,0.11368261993140522,shared,full,binary,t
dl212223,llm,5,0.02,ai_robust_0.3,0.16666666666666666,0.0,1593.68,1389.09,0.0,0.1131200543775373,shared,full,binary,t
dl212223,llm,10,0.01,weighted_cv,0.2633333333333333,0.0,1797.4566666666667,1389.0166666666667,0.0,0.1188572651695902,shared,full,binary,t
dl212223,llm,10,0.01,ai_calib,0.15,0.0,1798.06,1389.0166666666667,0.0,0.18176396851976367,shared,full,binary,t
dl212223,llm,10,0.01,ai_resid,0.29333333333333333,0.0,1795.4266666666667,1389.0166666666667,0.0,0.13930859490903597,shared,full,binary,t
dl212223,llm,10,0.01,ai_robust_0.5,0.29,0.0,1796.5066666666667,1389.0166666666667,0.0,0.11437481877516666,shared,full,binary,t
dl212223,llm,10,0.01,ai_robust_0.3,0.2,0.0,1798.0133333333333,1389.0166666666667,0.0,0.11484585707434514,shared,full,binary,t
dl212223,llm,10,0.02,weighted_cv,0.38333333333333336,0.0,1795.1966666666667,1387.1433333333334,0.0,0.12066180833549756,shared,full,binary,t
dl212223,llm,10,0.02,ai_calib,0.25666666666666665,0.0,1793.83,1387.1433333333334,0.0,0.18369926662940045,shared,full,binary,t
dl212223,llm,10,0.02,ai_resid,0.39,0.0,1794.3833333333334,1387.1433333333334,0.0,0.1345256982647691,shared,full,binary,t
dl212223,llm,10,0.02,ai_robust_0.5,0.39,0.0,1795.4533333333334,1387.1433333333334,0.0,0.11563797154897418,shared,full,binary,t
dl212223,llm,10,0.02,ai_robust_0.3,0.39666666666666667,0.0,1794.7166666666667,1387.1433333333334,0.0,0.11579739128125918,shared,full,binary,t
dl212223,llm,15,0.01,weighted_cv,0.39666666666666667,0.0,1996.94,1389.7966666666666,0.0,0.11526443965737883,shared,full,binary,t
dl212223,llm,15,0.01,ai_calib,0.2633333333333333,0.0,1997.78,1389.7966666666666,0.0,0.18038704636817723,shared,full,binary,t
dl212223,llm,15,0.01,ai_resid,0.42333333333333334,0.0,1997.91,1389.7966666666666,0.0,0.12153484735705433,shared,full,binary,t
dl212223,llm,15,0.01,ai_robust_0.5,0.44,0.0,1997.8866666666668,1389.7966666666666,0.0,0.11296712324011061,shared,full,binary,t
dl212223,llm,15,0.01,ai_robust_0.3,0.37333333333333335,0.0,1999.69,1389.7966666666666,0.0,0.11221053516432569,shared,full,binary,t
dl212223,llm,15,0.02,weighted_cv,0.5133333333333333,0.0,1996.8,1386.2333333333333,0.0,0.11921878410819035,shared,full,binary,t
dl212223,llm,15,0.02,ai_calib,0.35333333333333333,0.0,1997.45,1386.2333333333333,0.0,0.17970317449897977,shared,full,binary,t
dl212223,llm,15,0.02,ai_resid,0.53,0.0,1996.1666666666667,1386.2333333333333,0.0,0.1311943895582299,shared,full,binary,t
dl212223,llm,15,0.02,ai_robust_0.5,0.51,0.0,1998.1666666666667,1386.2333333333333,0.0,0.11357834578340878,shared,full,binary,t
dl212223,llm,15,0.02,ai_robust_0.3,0.5366666666666666,0.0,1995.9033333333334,1386.2333333333333,0.0,0.1142078416385246,shared,full,binary,t
