collection,judge,pair,n0,n_queries,rho,true_gain,p_use_judge,cover_gain_lcb,med_T_ratio,med_T_human,med_T_ppi
dl212223,llm,glob_probe_vs_trunc,30,211,0.4715827698441783,1.2859922032024753,0.37,0.83,1.7490362487628621,437.54748657677123,771.9483563923374
dl212223,llm,glob_probe_vs_trunc,50,211,0.4715827698441783,1.2859922032024753,0.4533333333333333,0.8866666666666667,1.8105606819764903,468.2568467378553,845.2921141822964
dl212223,llm,glob_probe_vs_ad_probe,30,211,0.397530957737485,1.1876919892842812,0.23333333333333334,0.9066666666666666,1.1259923957205213,190.49296858118032,221.83128336534992
dl212223,llm,glob_probe_vs_ad_probe,50,211,0.397530957737485,1.1876919892842812,0.25,0.9266666666666666,1.0423823275621857,193.56226876860302,205.45459660884976
dl212223,llm,trunc_vs_ad_probe,30,211,0.5238911339835919,1.3782874089358212,0.49333333333333335,0.7066666666666667,1.1826093424488116,194.86041081693045,234.05386116082846
dl212223,llm,trunc_vs_ad_probe,50,211,0.5238911339835919,1.3782874089358212,0.43333333333333335,0.82,1.1053617180172588,197.33136398910403,223.02922675891614
