collection,method,act_rate,mean_T,wrong_cert_rate
dl212223,loo_boot,1.0,44.766666666666666,0.013333333333333334
dl212223,loo_sim,1.0,52.2,0.01
dl212223,recal_bp,0.0033333333333333335,199.5,0.0033333333333333335
dl212223,recal_bpu,0.0,200.0,0.0
dl212223,recal_bpx,0.0033333333333333335,199.5,0.0033333333333333335
dl212223,recal_bpxu,0.0,200.0,0.0
dl212223,recal_ep,0.016666666666666666,197.63333333333333,0.01
dl212223,split_auto,0.9933333333333333,87.96666666666667,0.0
dl212223,split_fp,0.07,198.8,0.0
dl212223,split_fp_ppi,0.043333333333333335,200.0,0.0
dl212223,split_ppi,0.96,88.83333333333333,0.0
dl212223,split_t,0.9933333333333333,87.96666666666667,0.0
