collection,J50_base,J50_oracle,J50_plugin,J50_static_v,saving_oracle,saving_plugin,recovery,wrong_plugin,saving_oracle_ex_pilot,obj_ratio_static_over_oracle,nonoverlap,pilot_share
antique,1416.58,1418.743333333333,1420.763333333333,1417.236666666667,-0.001527152249313879,-0.002953121838041639,,0.0,-0.0027673309966653736,1.954467220269545,0.5795911861901916,0.27265893969593874
cast19,,,,,,,,0.0,,2.062935610500859,0.6027586324082816,0.3773149784445013
dbpedia-entity,3099.7766666666666,2962.1365217391303,3190.87,3325.4538095238117,0.04440324569432519,-0.029387063369081368,-0.6618224165725148,0.0,0.06670908494205996,1.551152710302245,0.5514569914795513,0.4032333859059698
dl212223,2929.8467346938774,2542.5533333333333,2663.4821264367815,2752.8192307692307,0.13218896291549875,0.09091417824111092,0.6877592216169165,0.0,0.25072939758525126,2.4680435256369413,0.822443760927627,0.3752723332762894
