collection,judge,eps,quantity,point,lo,hi,mc_se,n_reached,boot
antique,inv,0.02,J50[active_cv],1261.2228395061727,1201.6495601092897,1340.32565,36.58156547109728,1000,1000
antique,inv,0.02,J50[active_judge],1135.8186243386242,1093.7302414522583,1174.120029962153,20.861700928015797,1000,1000
antique,inv,0.02,J50[strat_pilot],823.2256272401434,807.8650964146758,843.6604491193738,8.681008456095126,1000,1000
antique,inv,0.02,J50[uniform],1404.5272508591067,1319.9002212111623,1467.7184359572598,38.31608695846582,1000,1000
antique,inv,0.02,J50[uniform_nz],1107.2803225806451,1053.4737767688996,1143.3634994545737,21.621513663417062,1000,1000
antique,inv,0.02,J50[weighted],835.5223611111111,813.0540094508469,854.7580956709958,11.417308713024655,1000,1000
antique,inv,0.02,J50[weighted_cv],877.9611111111111,851.8936609848485,897.2793948355104,11.358379581237669,1000,1000
antique,inv,0.02,J50[weighted_cvl],822.3333333333334,805.1038472222223,844.4387972205211,9.710329053347275,1000,1000
antique,inv,0.02,saving uniform->uniform_nz,0.21163486012581434,0.15676290154502984,0.2597612429867398,0.026666950650726984,1000,1000
antique,inv,0.02,saving uniform_nz->weighted,0.2454283309543248,0.2056586840168648,0.2769546323737932,0.018384830540844985,1000,1000
antique,inv,0.02,saving uniform->weighted,0.40512200058770853,0.3655758740091774,0.4370624762487912,0.018240879278144283,1000,1000
antique,inv,0.02,saving weighted->weighted_cvl,0.01578536780300943,-0.0180297280555389,0.04143673543287314,0.015817820120058102,1000,1000
antique,inv,0.02,saving weighted->weighted_cv,-0.05079307505733688,-0.08760496864044562,-0.01589480356019013,0.01846873292508283,1000,1000
antique,llm,0.02,J50[active_cv],868.6706140350877,832.660156655225,898.838427926343,16.416905883632452,1000,1000
antique,llm,0.02,J50[active_judge],1187.4076969696969,1142.7403614583332,1251.0391061366224,26.719480787084983,1000,1000
antique,llm,0.02,J50[strat_pilot],823.2256272401434,809.4776667650531,843.7039037842189,8.738967145488596,1000,1000
antique,llm,0.02,J50[uniform],1404.5272508591067,1323.759421384795,1472.235669818148,37.754808590420204,1000,1000
antique,llm,0.02,J50[uniform_nz],1107.2803225806451,1058.7870119047618,1142.7415058328813,22.18136798390939,1000,1000
antique,llm,0.02,J50[weighted],835.5223611111111,814.3310347014352,854.9933504417955,11.19917530785638,1000,1000
antique,llm,0.02,J50[weighted_cv],760.5583018867925,747.0155925467546,771.8115767187162,6.55791391709177,1000,1000
antique,llm,0.02,J50[weighted_cvl],770.0307590759076,756.6112758685446,781.1402030367232,6.392492944211346,1000,1000
antique,llm,0.02,saving uniform->uniform_nz,0.21163486012581434,0.15633451336913673,0.2662651723783015,0.026628293048304275,1000,1000
antique,llm,0.02,saving uniform_nz->weighted,0.2454283309543248,0.2065154064377127,0.278254891383207,0.01866502134455547,1000,1000
antique,llm,0.02,saving uniform->weighted,0.40512200058770853,0.3655331217929258,0.4362341313226332,0.01814323845242448,1000,1000
antique,llm,0.02,saving weighted->weighted_cvl,0.07838402068391104,0.05117609512780519,0.10512415127853801,0.014095317600156235,1000,1000
antique,llm,0.02,saving weighted->weighted_cv,0.0897211884606276,0.06128763092716874,0.11559605945892806,0.013797573209307275,1000,1000
antique,rr,0.02,J50[active_cv],854.3272108843538,828.4745924001925,876.1831864548495,12.65415073856322,1000,1000
antique,rr,0.02,J50[active_judge],1135.8202645502645,1092.072452539017,1175.4741632420091,20.49349173950975,1000,1000
antique,rr,0.02,J50[strat_pilot],823.2256272401434,808.6228824685535,842.9260288677579,8.897972788771654,1000,1000
antique,rr,0.02,J50[uniform],1404.5272508591067,1321.3083187500001,1469.395718903638,38.451107200152066,1000,1000
antique,rr,0.02,J50[uniform_nz],1107.2803225806451,1055.672262605042,1145.2967599647266,22.59231363625043,1000,1000
antique,rr,0.02,J50[weighted],835.5223611111111,814.72319043052,856.1147776394077,10.989812814805468,1000,1000
antique,rr,0.02,J50[weighted_cv],798.4074444444444,785.2492192067547,813.3777134146342,7.201032221745103,1000,1000
antique,rr,0.02,J50[weighted_cvl],771.6743642611684,757.4754537037037,784.9114376511852,6.801344731723434,1000,1000
antique,rr,0.02,saving uniform->uniform_nz,0.21163486012581434,0.15908800364733752,0.2589899749814224,0.026631712638822757,1000,1000
antique,rr,0.02,saving uniform_nz->weighted,0.2454283309543248,0.20490069191460447,0.27744708801066487,0.018452911641860383,1000,1000
antique,rr,0.02,saving uniform->weighted,0.40512200058770853,0.3636591020901324,0.43613971905566634,0.01863510071582702,1000,1000
antique,rr,0.02,saving weighted->weighted_cvl,0.07641686185996865,0.05064802901836068,0.10341275799108554,0.014167452709197602,1000,1000
antique,rr,0.02,saving weighted->weighted_cv,0.044421212877306826,0.018377808074133875,0.06746796579455021,0.012763159329721245,1000,1000
cast19,inv,0.02,J50[active_cv],2855.6808225108225,2751.5536255573043,2997.1081836357525,61.17408488117589,1000,1000
cast19,inv,0.02,J50[active_judge],2860.4575862068964,2760.8552248062015,2980.587998177261,55.10191585626566,1000,1000
cast19,inv,0.02,J50[strat_pilot],2075.6465384615385,1990.0102902003912,2153.5336802226752,43.75074049073766,1000,1000
cast19,inv,0.02,J50[uniform],4777.964230769231,4499.291155352149,5020.098412169312,139.68711080809953,1000,1000
cast19,inv,0.02,J50[uniform_nz],2822.517619047619,2674.3224180176862,2990.7578430415065,80.20913448977969,1000,1000
cast19,inv,0.02,J50[weighted],2127.2223129251697,2026.9333668032787,2209.940355003292,48.137560257182784,1000,1000
cast19,inv,0.02,J50[weighted_cv],2118.2370921985816,2019.6424712528603,2202.8146585144927,48.9504471098426,1000,1000
cast19,inv,0.02,J50[weighted_cvl],2024.1247297297296,1964.6594728652262,2132.123285714286,41.993884839243115,1000,1000
cast19,inv,0.02,saving uniform->uniform_nz,0.4092635518551787,0.359216212116441,0.4499171358682603,0.023791869005429234,1000,1000
cast19,inv,0.02,saving uniform_nz->weighted,0.24633869472781456,0.1984558344235534,0.29828388802235595,0.026198974106688935,1000,1000
