collection,judge,eps,quantity,point,lo,hi,mc_se,n_reached,boot
cast19,inv,0.02,saving uniform->weighted,0.5547847974193192,0.5196462020486479,0.5850555532841819,0.016461640863766662,1000,1000
cast19,inv,0.02,saving weighted->weighted_cvl,0.048465824455211415,-0.006713338197708634,0.08703720814354511,0.024854962991018796,1000,1000
cast19,inv,0.02,saving weighted->weighted_cv,0.00422392181202369,-0.043088962755333124,0.05302797089297274,0.024402306824095322,1000,1000
cast19,llm,0.02,J50[active_cv],2050.354088888889,1987.3637163690478,2190.91544050418,54.19125260332648,1000,1000
cast19,llm,0.02,J50[active_judge],2603.121212121212,2512.6006256078585,2679.1581560606064,43.039097503595436,1000,1000
cast19,llm,0.02,J50[strat_pilot],2075.6465384615385,1987.9078357265587,2156.9910122779515,44.148479591454226,1000,1000
cast19,llm,0.02,J50[uniform],4777.964230769231,4515.673787715086,5036.437223831071,140.28265020404388,1000,1000
cast19,llm,0.02,J50[uniform_nz],2822.517619047619,2681.4962769631798,2989.3952444444444,79.68686220608734,1000,1000
cast19,llm,0.02,J50[weighted],2127.2223129251697,2029.061815909091,2208.7846622632105,48.0599489366989,1000,1000
cast19,llm,0.02,J50[weighted_cv],1775.180707070707,1694.6088029891305,1835.3538175675674,37.96180336968555,1000,1000
cast19,llm,0.02,J50[weighted_cvl],1720.2133333333334,1646.4488392102278,1808.4433510596546,43.53011708003665,1000,1000
cast19,llm,0.02,saving uniform->uniform_nz,0.4092635518551787,0.35799170855871787,0.4521538301835337,0.02456054780253024,1000,1000
cast19,llm,0.02,saving uniform_nz->weighted,0.24633869472781456,0.19491482920217973,0.30389671927159756,0.027197751072147315,1000,1000
cast19,llm,0.02,saving uniform->weighted,0.5547847974193192,0.5213989726340733,0.5838587726595668,0.016325859816998953,1000,1000
cast19,llm,0.02,saving weighted->weighted_cvl,0.19133354192404706,0.13497939434857467,0.23832317134994352,0.027138865857676737,1000,1000
cast19,llm,0.02,saving weighted->weighted_cv,0.16549356581840569,0.11569086680863709,0.217194490481666,0.025397343276661245,1000,1000
cast19,rr,0.02,J50[active_cv],2355.3166666666666,2272.8126859719737,2491.4370294901914,56.358359575238374,1000,1000
cast19,rr,0.02,J50[active_judge],2860.4618007662834,2758.663767647059,2978.7662505668936,53.94099879193951,1000,1000
cast19,rr,0.02,J50[strat_pilot],2075.6465384615385,1993.5412854068857,2154.6285877684404,44.18439001450338,1000,1000
cast19,rr,0.02,J50[uniform],4777.964230769231,4490.246255952382,5023.822715130023,143.51295992756405,1000,1000
cast19,rr,0.02,J50[uniform_nz],2822.517619047619,2681.6433660114244,2988.6013953488373,79.52385695001918,1000,1000
cast19,rr,0.02,J50[weighted],2127.2223129251697,2024.9913286069655,2209.565076143791,48.04365018194021,1000,1000
cast19,rr,0.02,J50[weighted_cv],2000.5119900497511,1933.6531861554956,2082.3425183615823,36.8366769972453,1000,1000
cast19,rr,0.02,J50[weighted_cvl],1838.317098765432,1748.8330251572327,1909.3251788537548,40.25960383022527,1000,1000
cast19,rr,0.02,saving uniform->uniform_nz,0.4092635518551787,0.3579212770446079,0.45063438308366077,0.024013638442068618,1000,1000
cast19,rr,0.02,saving uniform_nz->weighted,0.24633869472781456,0.19746768196157913,0.30283007689944613,0.02696061289810898,1000,1000
cast19,rr,0.02,saving uniform->weighted,0.5547847974193192,0.52361644098751,0.5854274413338104,0.016467916883300255,1000,1000
cast19,rr,0.02,saving weighted->weighted_cvl,0.13581336205639005,0.08471822112491444,0.1859344461912315,0.025451708606330493,1000,1000
cast19,rr,0.02,saving weighted->weighted_cv,0.0595660933535328,0.008194357390122545,0.09862127299448328,0.023222935432461574,1000,1000
dbpedia-entity,llm,0.02,J50[active_cv],3214.242612612613,3067.130114583333,3368.470252922802,76.18647115316075,1000,1000
dbpedia-entity,llm,0.02,J50[active_judge],4249.9769230769225,4040.0051321428573,4552.468188405796,129.26596068799776,1000,1000
dbpedia-entity,llm,0.02,J50[strat_pilot],2482.462222222222,2278.1069041666665,2726.27130651341,112.64888665784639,1000,1000
dbpedia-entity,llm,0.02,J50[uniform],5563.3983333333335,4427.628137179487,5930.038966887262,439.7475268624453,1000,1000
dbpedia-entity,llm,0.02,J50[uniform_nz],3372.00156462585,3136.531537277254,3700.4905266260166,134.42802810471713,1000,1000
dbpedia-entity,llm,0.02,J50[weighted],2542.8431481481484,2342.655148349223,2730.4745283251227,93.17351761422465,1000,1000
dbpedia-entity,llm,0.02,J50[weighted_cv],2111.7737735849055,2001.9429987789988,2211.4170526755856,54.68899548619196,1000,1000
dbpedia-entity,llm,0.02,J50[weighted_cvl],2046.1351515151516,1915.1072282986113,2136.353602049911,55.243361707666644,1000,1000
dbpedia-entity,llm,0.02,saving uniform->uniform_nz,0.3938953562928684,0.2209303956569555,0.4461972397477615,0.06325144768825104,1000,1000
dbpedia-entity,llm,0.02,saving uniform_nz->weighted,0.2458950272075876,0.17606870171892458,0.3286144472440134,0.03813217747553357,1000,1000
dbpedia-entity,llm,0.02,saving uniform->weighted,0.5429334741478787,0.41720798721428654,0.5820637957587265,0.04598988702395273,1000,1000
dbpedia-entity,llm,0.02,saving weighted->weighted_cvl,0.19533568045466332,0.12597411343384313,0.26855157354856235,0.03453506892351623,1000,1000
dbpedia-entity,llm,0.02,saving weighted->weighted_cv,0.16952259712801143,0.1057344249695899,0.24449792453143596,0.03297655027919827,1000,1000
dbpedia-entity,rr,0.02,J50[active_cv],2729.8054545454547,2562.6215048723116,2962.946720697981,103.54599667378426,1000,1000
dbpedia-entity,rr,0.02,J50[active_judge],4321.407521367521,4035.2861883116884,4690.588971007824,172.5585234738109,1000,1000
dbpedia-entity,rr,0.02,J50[strat_pilot],2482.462222222222,2270.940675,2704.1520902777784,111.73648777130302,1000,1000
dbpedia-entity,rr,0.02,J50[uniform],5563.3983333333335,4451.125149834043,5915.151010416666,417.52016192107203,1000,1000
dbpedia-entity,rr,0.02,J50[uniform_nz],3372.00156462585,3135.555827959831,3698.440506497948,136.7688501224207,1000,1000
dbpedia-entity,rr,0.02,J50[weighted],2542.8431481481484,2338.6992499999997,2748.954516666666,89.3303467495321,1000,1000
dbpedia-entity,rr,0.02,J50[weighted_cv],2265.8291812865496,2175.6115637553257,2497.8116111111112,84.45370392447644,1000,1000
dbpedia-entity,rr,0.02,J50[weighted_cvl],2048.768888888889,1907.8305578125,2149.3029071530323,57.09598914236286,1000,1000
dbpedia-entity,rr,0.02,saving uniform->uniform_nz,0.3938953562928684,0.21744545156028083,0.44763401459236896,0.059772075243217045,1000,1000
dbpedia-entity,rr,0.02,saving uniform_nz->weighted,0.2458950272075876,0.1737902838754184,0.32738732582389185,0.03829198843274397,1000,1000
dbpedia-entity,rr,0.02,saving uniform->weighted,0.5429334741478787,0.41985865855142923,0.5849559401952037,0.044482948418529025,1000,1000
dbpedia-entity,rr,0.02,saving weighted->weighted_cvl,0.19429993533776324,0.12314497447318612,0.2669634228275029,0.03414722602987263,1000,1000
dbpedia-entity,rr,0.02,saving weighted->weighted_cv,0.10893867640374799,0.017239084590420346,0.172481115941133,0.03878640029557073,1000,1000
dl212223,llm,0.02,J50[active_cv],2386.607361111111,2316.0536491503854,2448.000143181818,34.11732309494545,1000,1000
dl212223,llm,0.02,J50[active_judge],2527.4106111111114,2451.0149375,2628.814441330958,45.07612493171758,1000,1000
dl212223,llm,0.02,J50[strat_pilot],1785.1216666666667,1752.8949748263888,1847.5172910997733,24.31028212824004,1000,1000
dl212223,llm,0.02,J50[uniform],4092.1882730923694,3862.863639014014,4271.073712121211,102.84237302289087,1000,1000
dl212223,llm,0.02,J50[uniform_nz],2613.0708333333337,2533.776039841469,2771.3937503373822,66.19255403850369,1000,1000
dl212223,llm,0.02,J50[weighted],1783.3806741573032,1752.6500486111113,1840.6383032407407,22.338783025452607,1000,1000
dl212223,llm,0.02,J50[weighted_cv],1768.1541666666667,1740.233207042957,1807.9179282828281,17.238456984361868,1000,1000
dl212223,llm,0.02,J50[weighted_cvl],1722.009195402299,1694.237457854406,1756.5202980599647,15.866856100000735,1000,1000
dl212223,llm,0.02,saving uniform->uniform_nz,0.361449019705367,0.3057308379925484,0.39326802886863005,0.02318124323328079,1000,1000
dl212223,llm,0.02,saving uniform_nz->weighted,0.31751537256173257,0.2874632175591495,0.3571217482295942,0.01873507286594641,1000,1000
dl212223,llm,0.02,saving uniform->weighted,0.564198772113277,0.5331957098317845,0.5828151699139349,0.012566337842589377,1000,1000
dl212223,llm,0.02,saving weighted->weighted_cvl,0.03441299978424628,0.010124212483053726,0.06316642317203373,0.013452708077057908,1000,1000
dl212223,llm,0.02,saving weighted->weighted_cv,0.008538001847435917,-0.018902164214419464,0.04390401705801963,0.01510415110466265,1000,1000
