collection,eps,n_train,fixed_cand,method,feasible_frac,slack_med,slack_q25,act_feasible_max,act_max,wrong_max,docs_pilot,J50_total,J50_sampling,budgets
dbpedia-entity,0.02,40,pilot,static_sum,0.9633333333333333,0.019999999999999997,0.019999999999999997,0.889273356401384,0.8566666666666667,0.0,2053.02,2796.872,743.852,10
dbpedia-entity,0.02,80,pilot,static_sum,0.9966666666666667,0.019999999999999997,0.019999999999999997,0.903010033444816,0.9,0.0,4112.2666666666655,4748.57,636.3033333333333,10
dbpedia-entity,0.03,10,pilot,oracle_exact,0.9233333333333332,0.030000000000000006,0.027606902631603196,0.8916967509025271,0.8233333333333334,0.0,512.6166666666667,1402.0434615384615,889.4267948717949,10
dbpedia-entity,0.03,20,pilot,oracle_exact,0.9499999999999998,0.030000000000000006,0.030000000000000006,0.9298245614035088,0.8833333333333333,0.0,1030.1566666666665,1788.7233333333334,758.5666666666666,10
dbpedia-entity,0.03,40,pilot,oracle_exact,0.99,0.030000000000000006,0.030000000000000006,0.9696969696969696,0.96,0.0,2058.8433333333332,2776.1266666666666,717.2833333333333,10
dbpedia-entity,0.03,80,pilot,oracle_exact,1.0,0.030000000000000006,0.030000000000000006,0.9933333333333332,0.9933333333333332,0.0,4114.866666666667,4753.783333333334,638.916666666667,10
dbpedia-entity,0.03,10,pilot,per_pair,0.9233333333333332,0.030000000000000006,0.027606902631603196,0.6859205776173285,0.6333333333333333,0.0,512.6166666666667,3155.010588235294,2642.3939215686273,10
dbpedia-entity,0.03,20,pilot,per_pair,0.9499999999999998,0.030000000000000006,0.030000000000000006,0.743859649122807,0.7066666666666667,0.0,1030.1566666666665,2770.8349206349208,1740.678253968254,10
dbpedia-entity,0.03,40,pilot,per_pair,0.99,0.030000000000000006,0.030000000000000006,0.7710437710437711,0.7633333333333333,0.0,2058.8433333333332,3750.3051010101008,1691.4617676767673,10
dbpedia-entity,0.03,80,pilot,per_pair,1.0,0.030000000000000006,0.030000000000000006,0.8,0.8,0.0,4114.866666666667,5615.065138888889,1500.198472222222,10
dbpedia-entity,0.03,10,pilot,plugin_exact,0.9233333333333332,0.030000000000000006,0.027606902631603196,0.8989169675090253,0.83,0.0,512.6166666666667,1455.2601801801802,942.6435135135134,10
dbpedia-entity,0.03,20,pilot,plugin_exact,0.9499999999999998,0.030000000000000006,0.030000000000000006,0.9298245614035088,0.8833333333333333,0.0,1030.1566666666665,1785.5633333333333,755.4066666666665,10
dbpedia-entity,0.03,40,pilot,plugin_exact,0.99,0.030000000000000006,0.030000000000000006,0.9696969696969696,0.96,0.0,2058.8433333333332,2777.5733333333333,718.73,10
dbpedia-entity,0.03,80,pilot,plugin_exact,1.0,0.030000000000000006,0.030000000000000006,0.9966666666666668,0.9966666666666668,0.0,4114.866666666667,4751.82,636.9533333333329,10
dbpedia-entity,0.03,10,pilot,static_sum,0.9233333333333332,0.030000000000000006,0.027606902631603196,0.8772563176895307,0.81,0.0,512.6166666666667,1375.549393939394,862.9327272727272,10
dbpedia-entity,0.03,20,pilot,static_sum,0.9499999999999998,0.030000000000000006,0.030000000000000006,0.9333333333333332,0.8866666666666667,0.0,1030.1566666666665,1788.8733333333332,758.7166666666665,10
dbpedia-entity,0.03,40,pilot,static_sum,0.99,0.030000000000000006,0.030000000000000006,0.9663299663299664,0.9566666666666668,0.0,2058.8433333333332,2777.6366666666668,718.7933333333335,10
dbpedia-entity,0.03,80,pilot,static_sum,1.0,0.030000000000000006,0.030000000000000006,0.99,0.99,0.0,4114.866666666667,4753.583333333333,638.7166666666662,10
dl212223,0.01,20,best,oracle_exact,1.0,0.01,0.01,1.0,1.0,0.0,1389.2866666666666,2081.2534250764525,691.9667584097859,8
dl212223,0.01,20,best,per_pair,1.0,0.01,0.01,0.86,0.86,0.0,1389.2866666666666,3701.0797222222222,2311.7930555555554,8
dl212223,0.01,20,best,plugin_exact,1.0,0.01,0.01,1.0,1.0,0.0,1389.2866666666666,2180.167588652482,790.8809219858158,8
dl212223,0.01,20,best,static_sum,1.0,0.01,0.01,1.0,1.0,0.0,1389.2866666666666,2194.402911392405,805.1162447257383,8
dl212223,0.01,10,pilot,oracle_exact,0.72,0.01,0.01,1.0,0.72,0.0,692.25,1730.3669696969696,1038.1169696969696,8
dl212223,0.01,20,pilot,oracle_exact,0.8733333333333333,0.01,0.01,1.0,0.8733333333333333,0.0,1386.5,2156.8753846153845,770.3753846153844,8
dl212223,0.01,40,pilot,oracle_exact,0.9533333333333334,0.01,0.01,1.0,0.9533333333333334,0.0,2772.55,3324.7769972451792,552.2269972451788,8
dl212223,0.01,80,pilot,oracle_exact,1.0,0.01,0.01,1.0,1.0,0.0,5554.843333333333,5901.937368421052,347.09403508771936,8
dl212223,0.01,10,pilot,per_pair,0.72,0.01,0.01,0.7685185185185185,0.5533333333333333,0.0,692.25,4513.1695238095235,3820.9195238095235,8
dl212223,0.01,20,pilot,per_pair,0.8733333333333333,0.01,0.01,0.8664122137404581,0.7566666666666667,0.0033333333333333,1386.5,4229.482403100775,2842.982403100775,8
dl212223,0.01,40,pilot,per_pair,0.9533333333333334,0.01,0.01,0.958041958041958,0.9133333333333332,0.0,2772.55,4684.369638554216,1911.8196385542165,8
dl212223,0.01,80,pilot,per_pair,1.0,0.01,0.01,0.9966666666666668,0.9966666666666668,0.0,5554.843333333333,6615.363055555556,1060.5197222222225,8
dl212223,0.01,10,pilot,plugin_exact,0.72,0.01,0.01,0.9861111111111112,0.71,0.0,692.25,1878.493333333333,1186.243333333333,8
dl212223,0.01,20,pilot,plugin_exact,0.8733333333333333,0.01,0.01,0.9961832061068704,0.87,0.0,1386.5,2219.2766666666666,832.7766666666664,8
dl212223,0.01,40,pilot,plugin_exact,0.9533333333333334,0.01,0.01,1.0,0.9533333333333334,0.0,2772.55,3352.6538666666665,580.1038666666666,8
dl212223,0.01,80,pilot,plugin_exact,1.0,0.01,0.01,1.0,1.0,0.0,5554.843333333333,5899.5291935483865,344.6858602150534,8
dl212223,0.01,10,pilot,static_sum,0.72,0.01,0.01,0.9814814814814816,0.7066666666666667,0.0,692.25,1872.9771317829457,1180.727131782946,8
dl212223,0.01,20,pilot,static_sum,0.8733333333333333,0.01,0.01,0.9961832061068704,0.87,0.0,1386.5,2283.8069105691056,897.3069105691058,8
dl212223,0.01,40,pilot,static_sum,0.9533333333333334,0.01,0.01,1.0,0.9533333333333334,0.0,2772.55,3458.1119379844963,685.5619379844962,8
dl212223,0.01,80,pilot,static_sum,1.0,0.01,0.01,1.0,1.0,0.0,5554.843333333333,5959.444751243781,404.60141791044794,8
dl212223,0.02,20,best,oracle_exact,1.0,0.02,0.02,1.0,1.0,0.0,1388.77,1913.297575757576,524.5275757575758,8
dl212223,0.02,20,best,per_pair,1.0,0.02,0.02,0.9566666666666668,0.9566666666666668,0.0,1388.77,3057.156403508772,1668.3864035087722,8
dl212223,0.02,20,best,plugin_exact,1.0,0.02,0.02,1.0,1.0,0.0,1388.77,1996.7094202898552,607.9394202898551,8
dl212223,0.02,20,best,static_sum,1.0,0.02,0.02,1.0,1.0,0.0,1388.77,2059.0242028985504,670.2542028985508,8
dl212223,0.02,10,pilot,oracle_exact,0.7133333333333334,0.02,0.02,1.0,0.7133333333333334,0.0,696.5533333333333,1668.1525185185185,971.5991851851852,8
dl212223,0.02,20,pilot,oracle_exact,0.87,0.02,0.02,1.0,0.87,0.0,1385.6533333333334,1953.2513461538463,567.5980128205128,8
dl212223,0.02,40,pilot,oracle_exact,0.9766666666666668,0.02,0.02,1.0,0.9766666666666668,0.0,2774.443333333333,3191.8866666666668,417.44333333333367,8
dl212223,0.02,80,pilot,oracle_exact,1.0,0.02,0.02,1.0,1.0,0.0,5533.953333333333,5838.67,304.71666666666715,8
dl212223,0.02,10,pilot,per_pair,0.7133333333333334,0.02,0.02,0.7990654205607477,0.57,0.0,696.5533333333333,3694.806206896552,2998.2528735632186,8
dl212223,0.02,20,pilot,per_pair,0.87,0.02,0.02,0.9310344827586208,0.81,0.0,1385.6533333333334,3234.065053763441,1848.4117204301074,8
dl212223,0.02,40,pilot,per_pair,0.9766666666666668,0.02,0.02,0.9829351535836176,0.96,0.0,2774.443333333333,4139.291764705882,1364.8484313725494,8
dl212223,0.02,80,pilot,per_pair,1.0,0.02,0.02,1.0,1.0,0.0,5533.953333333333,6335.752988505747,801.7996551724143,8
dl212223,0.02,10,pilot,plugin_exact,0.7133333333333334,0.02,0.02,0.9579439252336448,0.6833333333333333,0.0,696.5533333333333,1758.8572463768116,1062.3039130434786,8
dl212223,0.02,20,pilot,plugin_exact,0.87,0.02,0.02,0.9846743295019156,0.86,0.0033333333333333,1385.6533333333334,2050.6133333333332,664.96,8
dl212223,0.02,40,pilot,plugin_exact,0.9766666666666668,0.02,0.02,0.9965870307167236,0.9733333333333334,0.0,2774.443333333333,3250.043805774278,475.60047244094494,8
dl212223,0.02,80,pilot,plugin_exact,1.0,0.02,0.02,1.0,1.0,0.0,5533.953333333333,5839.046666666667,305.09333333333416,8
dl212223,0.02,10,pilot,static_sum,0.7133333333333334,0.02,0.02,0.9532710280373832,0.68,0.0,696.5533333333333,1752.5449593495935,1055.9916260162602,8
dl212223,0.02,20,pilot,static_sum,0.87,0.02,0.02,0.9808429118773946,0.8533333333333334,0.0,1385.6533333333334,2102.2678666666666,716.6145333333332,8
dl212223,0.02,40,pilot,static_sum,0.9766666666666668,0.02,0.02,0.9965870307167236,0.9733333333333334,0.0,2774.443333333333,3283.3039130434786,508.8605797101453,8
dl212223,0.02,80,pilot,static_sum,1.0,0.02,0.02,1.0,1.0,0.0,5533.953333333333,5858.959743589744,325.00641025641085,8
dl212223,0.03,10,pilot,oracle_exact,0.77,0.03,0.03,1.0,0.77,0.0,692.25,1341.8887121212122,649.6387121212122,8
dl212223,0.03,20,pilot,oracle_exact,0.9033333333333332,0.03,0.03,1.0,0.9033333333333332,0.0,1389.2866666666666,1847.9821686746986,458.6955020080321,8
dl212223,0.03,40,pilot,oracle_exact,0.96,0.03,0.03,1.0,0.96,0.0,2772.55,3114.8566666666666,342.3066666666664,8
dl212223,0.03,80,pilot,oracle_exact,1.0,0.03,0.03,1.0,1.0,0.0,5554.843333333333,5860.86,306.0166666666664,8
dl212223,0.03,10,pilot,per_pair,0.77,0.03,0.03,0.8917748917748918,0.6866666666666666,0.0,692.25,2723.675454545454,2031.4254545454544,8
dl212223,0.03,20,pilot,per_pair,0.9033333333333332,0.03,0.03,0.966789667896679,0.8733333333333333,0.0033333333333333,1389.2866666666666,2816.2077777777777,1426.921111111111,8
dl212223,0.03,40,pilot,per_pair,0.96,0.03,0.03,0.9930555555555556,0.9533333333333334,0.0,2772.55,3834.9274509803918,1062.377450980392,8
dl212223,0.03,80,pilot,per_pair,1.0,0.03,0.03,1.0,1.0,0.0,5554.843333333333,6191.784214559388,636.940881226054,8
dl212223,0.03,10,pilot,plugin_exact,0.77,0.03,0.03,0.974025974025974,0.75,0.0033333333333333,692.25,1404.2304878048778,711.9804878048781,8
dl212223,0.03,20,pilot,plugin_exact,0.9033333333333332,0.03,0.03,0.988929889298893,0.8933333333333333,0.0,1389.2866666666666,1874.7225968992248,485.43593023255823,8
dl212223,0.03,40,pilot,plugin_exact,0.96,0.03,0.03,0.9965277777777778,0.9566666666666668,0.0,2772.55,3145.2775350140055,372.72753501400535,8
dl212223,0.03,80,pilot,plugin_exact,1.0,0.03,0.03,1.0,1.0,0.0,5554.843333333333,5861.236666666667,306.39333333333343,8
dl212223,0.03,10,pilot,static_sum,0.77,0.03,0.03,0.974025974025974,0.75,0.0,692.25,1428.3348366013072,736.0848366013072,8
dl212223,0.03,20,pilot,static_sum,0.9033333333333332,0.03,0.03,0.985239852398524,0.89,0.0,1389.2866666666666,1920.1556666666665,530.8689999999999,8
dl212223,0.03,40,pilot,static_sum,0.96,0.03,0.03,1.0,0.96,0.0,2772.55,3211.6833333333334,439.1333333333332,8
dl212223,0.03,80,pilot,static_sum,1.0,0.03,0.03,1.0,1.0,0.0,5554.843333333333,5859.643333333333,304.8000000000002,8
