collection,judge,eps,method,pilot,J50_ref,J50,post_pilot_share,var_ratio,cost_ratio,saving_pred,saving_obs
antique,inv,0.01,active_cv,631.7330134680135,850.5957333333333,1484.4374554707379,0.2573052171419151,3.9345356731223426,3.8960698401602962,-0.7550713385834404,-0.7451738790805964
antique,inv,0.01,active_judge,631.7330134680135,850.5957333333333,1268.5383333333336,0.2573052171419151,2.8504655710421534,2.909610737987662,-0.4761344455706392,-0.49135280559444805
antique,inv,0.01,ai_calib,631.7330134680135,850.5957333333333,1273.2382424242428,0.2573052171419151,3.1288606961951486,2.9310849712138656,-0.5477669636993813,-0.4968782378376726
antique,inv,0.01,ai_resid,631.7330134680135,850.5957333333333,925.2787037037037,0.2573052171419151,1.3077458748290363,1.3412320308197194,-0.0791846191474138,-0.0878007817858446
antique,inv,0.01,ai_robust_0.3,631.7330134680135,850.5957333333333,943.2206214689267,0.2573052171419151,1.3277275205226537,1.4232099838318344,-0.08432600083146287,-0.10889413678647664
antique,inv,0.01,ai_robust_0.5,631.7330134680135,850.5957333333333,913.6396491228071,0.2573052171419151,1.3295891283547714,1.2880523271769113,-0.08480500223893898,-0.07411736659248902
antique,inv,0.01,strat_pilot,631.7330134680135,850.5957333333333,876.682987012987,0.2573052171419151,1.0095813973194119,1.1191945969405244,-0.002465343517794237,-0.030669391647924593
antique,inv,0.01,uniform,631.7330134680135,850.5957333333333,1575.6395029239766,0.2573052171419151,3.9946443742473803,4.312778759383091,-0.7705376209785367,-0.8523952580261904
antique,inv,0.01,weighted_cv,631.7330134680135,850.5957333333333,934.3819713261648,0.2573052171419151,1.3287511854717549,1.382825535771421,-0.0845893951634719,-0.09850300760913555
antique,inv,0.01,weighted_cvl,631.7330134680135,850.5957333333333,870.4550228310502,0.2573052171419151,1.0100718350666968,1.0907385666683551,-0.0025915357088539866,-0.02334750659974727
antique,inv,0.02,active_cv,631.1517003367003,835.5223611111111,1261.2228395061727,0.24460226354999104,3.8561551007873356,3.0829823458121512,-0.6986220027024351,-0.5095021967203224
antique,inv,0.02,active_judge,631.1517003367003,835.5223611111111,1135.8186243386242,0.24460226354999104,3.120762193485787,2.4693707114789207,-0.5187432329778675,-0.3594114020218049
antique,inv,0.02,ai_calib,631.1517003367003,835.5223611111111,1171.3289743589744,0.24460226354999104,3.0188147449137284,2.6431253486944226,-0.4938066562939957,-0.4019121795870242
antique,inv,0.02,ai_resid,631.1517003367003,835.5223611111111,868.316761904762,0.24460226354999104,1.2801902206752886,1.1604653068565949,-0.0685351622017471,-0.039250177278367104
antique,inv,0.02,ai_robust_0.3,631.1517003367003,835.5223611111111,885.6138095238096,0.24460226354999104,1.286647402887379,1.2451009759565763,-0.07011460358697917,-0.0599522535172905
antique,inv,0.02,ai_robust_0.5,631.1517003367003,835.5223611111111,873.2590566037736,0.24460226354999104,1.2761721221976814,1.1846483020100287,-0.0675523262189576,-0.04516539263231545
antique,inv,0.02,strat_pilot,631.1517003367003,835.5223611111111,823.2256272401434,0.24460226354999104,0.9875621082501999,0.9398312173363222,0.0030423364757908742,0.014717420434583017
antique,inv,0.02,uniform,631.1517003367003,835.5223611111111,1404.5272508591067,0.24460226354999104,4.120231368487997,3.784180897551028,-0.7632156555318502,-0.6810169496736271
antique,inv,0.02,weighted_cv,631.1517003367003,835.5223611111111,878.550606060606,0.24460226354999104,1.3073565237252327,1.2105402252282706,-0.07518010142004844,-0.05149861565915992
antique,inv,0.02,weighted_cvl,631.1517003367003,835.5223611111111,822.3333333333334,0.24460226354999104,0.9911923743365018,0.9354651605675627,0.002154365173792662,0.01578536780300943
antique,llm,0.01,active_cv,631.7330134680135,850.5957333333333,902.0344444444445,0.2573052171419151,1.488631419424414,1.235027286249411,-0.12572741347736102,-0.060473746922679705
antique,llm,0.01,active_judge,631.7330134680135,850.5957333333333,1236.2576785714286,0.2573052171419151,3.129337084935917,2.762118032140959,-0.5478895410077687,-0.4534021628897136
antique,llm,0.01,ai_calib,631.7330134680135,850.5957333333333,806.934065934066,0.2573052171419151,0.8887279139858265,0.8005066032893352,0.028630888253710764,0.051330691759015834
antique,llm,0.01,ai_resid,631.7330134680135,850.5957333333333,780.6875490196078,0.2573052171419151,0.6763739567095559,0.6805843208165169,0.08327066934162654,0.08218732069083845
antique,llm,0.01,ai_robust_0.3,631.7330134680135,850.5957333333333,784.0561847389558,0.2573052171419151,0.6515235288645089,0.6959758672681966,0.08966481407436584,0.07822699548893908
antique,llm,0.01,ai_robust_0.5,631.7330134680135,850.5957333333333,780.5719047619048,0.2573052171419151,0.6446425551924929,0.6800559336257966,0.09143532449919173,0.08232327747168167
antique,llm,0.01,strat_pilot,631.7330134680135,850.5957333333333,876.682987012987,0.2573052171419151,1.0095813973194119,1.1191945969405244,-0.002465343517794237,-0.030669391647924593
antique,llm,0.01,uniform,631.7330134680135,850.5957333333333,1575.6395029239766,0.2573052171419151,3.9946443742473803,4.312778759383091,-0.7705376209785367,-0.8523952580261904
antique,llm,0.01,weighted_cv,631.7330134680135,850.5957333333333,794.0315789473684,0.2573052171419151,0.6578517764862654,0.741554183276291,0.088036522945922,0.0664994569915135
