collection,judge,budget_full_eq,eps,method,draw,docs,pilot,act,wrong,regret,v_pilot,v_pilot_ref,slack_pilot,sb2_pilot,slack_true,n_queries,n_train,b,n_sampled,slack_xfit,slack_c0,sb2_c0,slack_c1,sb2_c1,v_pilot_c0,v_pilot_c1,v_pilot_ref_c0,v_pilot_ref_c1
webis-touche2020,rr,15,0.01,uniform,0,793,368,0,0,0.0,0.06030952935228463,0.024204487626429905,0.0319213073125107,0.004179994672265597,0.01,49,10,11,38,-0.0016808231589830608,0.04123092799872984,0.0027665211054118057,0.0319213073125107,0.004179994672265597,0.03223864743999274,0.0883804112645765,0.012025545462500575,0.03638342979035923
webis-touche2020,rr,15,0.01,uniform_nz,0,765,368,1,0,0.0,0.031113102247506602,0.024204487626429905,0.0319213073125107,0.004179994672265597,0.01,49,10,11,38,-0.0016808231589830608,0.04123092799872984,0.0027665211054118057,0.0319213073125107,0.004179994672265597,0.015148078084793945,0.047078126410219266,0.012025545462500575,0.03638342979035923
webis-touche2020,rr,15,0.01,weighted,0,766,368,1,0,0.0,0.024204487626429905,0.024204487626429905,0.0319213073125107,0.004179994672265597,0.01,49,10,11,38,-0.0016808231589830608,0.04123092799872984,0.0027665211054118057,0.0319213073125107,0.004179994672265597,0.012025545462500575,0.03638342979035923,0.012025545462500575,0.03638342979035923
webis-touche2020,rr,15,0.01,active_judge,0,760,368,1,0,0.0,0.06720212091795452,0.024204487626429905,0.0319213073125107,0.004179994672265597,0.01,49,10,11,38,-0.0016808231589830608,0.04123092799872984,0.0027665211054118057,0.0319213073125107,0.004179994672265597,0.028747267498500022,0.10565697433740899,0.012025545462500575,0.03638342979035923
webis-touche2020,rr,15,0.01,strat_pilot,0,799,368,1,0,0.0,0.024452524896106005,0.024204487626429905,0.0319213073125107,0.004179994672265597,0.01,49,10,11,38,-0.0016808231589830608,0.04123092799872984,0.0027665211054118057,0.0319213073125107,0.004179994672265597,0.01165185551641119,0.03725319427580083,0.012025545462500575,0.03638342979035923
webis-touche2020,rr,15,0.01,weighted_cv,0,753,368,1,0,0.0,0.018230622945298102,0.024204487626429905,0.0319213073125107,0.004179994672265597,0.01,49,10,11,38,-0.0016808231589830608,0.04123092799872984,0.0027665211054118057,0.0319213073125107,0.004179994672265597,0.011331545264158275,0.025129700626437924,0.012025545462500575,0.03638342979035923
webis-touche2020,rr,15,0.01,active_cv,0,779,368,1,0,0.0,0.022355865129252233,0.024204487626429905,0.0319213073125107,0.004179994672265597,0.01,49,10,11,38,-0.0016808231589830608,0.04123092799872984,0.0027665211054118057,0.0319213073125107,0.004179994672265597,0.012858318528063128,0.03185341173044134,0.012025545462500575,0.03638342979035923
webis-touche2020,rr,15,0.01,weighted_cvl,0,803,368,1,0,0.0,0.01983193796148296,0.024204487626429905,0.0319213073125107,0.004179994672265597,0.01,49,10,11,38,-0.0016808231589830608,0.04123092799872984,0.0027665211054118057,0.0319213073125107,0.004179994672265597,0.011646938608297987,0.028016937314667933,0.012025545462500575,0.03638342979035923
webis-touche2020,rr,15,0.01,uniform,1,821,384,1,0,0.0,0.11384839662587536,0.04742629344932736,0.0521469732537844,0.010314006627824647,0.01,49,10,11,38,0.05214697325378441,0.0521469732537844,0.010314006627824647,0.1795066880779292,0.04774442153534883,0.07211306339404083,0.1555837298577099,0.028325407588753442,0.06652717930990128
webis-touche2020,rr,15,0.01,uniform_nz,1,787,384,1,0,0.0,0.08251305136907652,0.04742629344932736,0.0521469732537844,0.010314006627824647,0.01,49,10,11,38,0.05214697325378441,0.0521469732537844,0.010314006627824647,0.1795066880779292,0.04774442153534883,0.045958237047912506,0.11906786569024055,0.028325407588753442,0.06652717930990128
