collection,judge,budget_full_eq,eps,method,draw,pilot,v_pilot,v_pilot_ref,slack_pilot,n_queries,cand
webis-touche2020,rr,5,0.01,uniform,0,748,0.1690084157623271,0.07264683670637508,0.04540826831749886,49,2
webis-touche2020,rr,5,0.01,uniform_nz,0,748,0.11360962419173481,0.07264683670637508,0.04540826831749886,49,2
webis-touche2020,rr,5,0.01,weighted,0,748,0.07264683670637508,0.07264683670637508,0.04540826831749886,49,2
webis-touche2020,rr,5,0.01,active_judge,0,748,0.20161876193205858,0.07264683670637508,0.04540826831749886,49,2
webis-touche2020,rr,5,0.01,strat_pilot,0,748,0.07340934952437157,0.07264683670637508,0.04540826831749886,49,2
webis-touche2020,rr,5,0.01,weighted_cv,0,748,0.056876719393441764,0.07264683670637508,0.04540826831749886,49,2
webis-touche2020,rr,5,0.01,active_cv,0,748,0.0968816797854182,0.07264683670637508,0.04540826831749886,49,2
webis-touche2020,rr,5,0.01,weighted_cvl,0,748,0.055331673812087236,0.07264683670637508,0.04540826831749886,49,2
webis-touche2020,rr,5,0.01,uniform,1,756,0.0683253223926425,0.04279883398837388,0.01750971087735793,49,2
webis-touche2020,rr,5,0.01,uniform_nz,1,756,0.0510830320682059,0.04279883398837388,0.01750971087735793,49,2
webis-touche2020,rr,5,0.01,weighted,1,756,0.04279883398837388,0.04279883398837388,0.01750971087735793,49,2
webis-touche2020,rr,5,0.01,active_judge,1,756,0.09319285094629375,0.04279883398837388,0.01750971087735793,49,2
webis-touche2020,rr,5,0.01,strat_pilot,1,756,0.04284692695125537,0.04279883398837388,0.01750971087735793,49,2
webis-touche2020,rr,5,0.01,weighted_cv,1,756,0.039123380036132006,0.04279883398837388,0.01750971087735793,49,2
webis-touche2020,rr,5,0.01,active_cv,1,756,0.09194013434425949,0.04279883398837388,0.01750971087735793,49,2
webis-touche2020,rr,5,0.01,weighted_cvl,1,756,0.03600034277915717,0.04279883398837388,0.01750971087735793,49,2
webis-touche2020,rr,5,0.01,uniform,2,754,0.06964687657472897,0.033862099809446974,0.049018746780457645,49,2
webis-touche2020,rr,5,0.01,uniform_nz,2,754,0.04077128965649937,0.033862099809446974,0.049018746780457645,49,2
webis-touche2020,rr,5,0.01,weighted,2,754,0.033862099809446974,0.033862099809446974,0.049018746780457645,49,2
webis-touche2020,rr,5,0.01,active_judge,2,754,0.07598008338585446,0.033862099809446974,0.049018746780457645,49,2
webis-touche2020,rr,5,0.01,strat_pilot,2,754,0.03451950758047919,0.033862099809446974,0.049018746780457645,49,2
webis-touche2020,rr,5,0.01,weighted_cv,2,754,0.028535491037017403,0.033862099809446974,0.049018746780457645,49,2
webis-touche2020,rr,5,0.01,active_cv,2,754,0.051262399284874104,0.033862099809446974,0.049018746780457645,49,2
webis-touche2020,rr,5,0.01,weighted_cvl,2,754,0.025915129355562894,0.033862099809446974,0.049018746780457645,49,2
webis-touche2020,rr,5,0.01,uniform,3,750,0.09479689601752068,0.0508671885125471,0.051143992802190404,49,2
webis-touche2020,rr,5,0.01,uniform_nz,3,750,0.0709250316616699,0.0508671885125471,0.051143992802190404,49,2
webis-touche2020,rr,5,0.01,weighted,3,750,0.0508671885125471,0.0508671885125471,0.051143992802190404,49,2
webis-touche2020,rr,5,0.01,active_judge,3,750,0.12964569648581467,0.0508671885125471,0.051143992802190404,49,2
webis-touche2020,rr,5,0.01,strat_pilot,3,750,0.05180912190080509,0.0508671885125471,0.051143992802190404,49,2
webis-touche2020,rr,5,0.01,weighted_cv,3,750,0.04291555896776059,0.0508671885125471,0.051143992802190404,49,2
webis-touche2020,rr,5,0.01,active_cv,3,750,0.09041251917492561,0.0508671885125471,0.051143992802190404,49,2
webis-touche2020,rr,5,0.01,weighted_cvl,3,750,0.03842324574918678,0.0508671885125471,0.051143992802190404,49,2
webis-touche2020,rr,5,0.01,uniform,4,765,0.08045146791109603,0.047776702294210494,0.05299592330775869,49,2
webis-touche2020,rr,5,0.01,uniform_nz,4,765,0.06834293030313239,0.047776702294210494,0.05299592330775869,49,2
webis-touche2020,rr,5,0.01,weighted,4,765,0.047776702294210494,0.047776702294210494,0.05299592330775869,49,2
webis-touche2020,rr,5,0.01,active_judge,4,765,0.11791616681065738,0.047776702294210494,0.05299592330775869,49,2
webis-touche2020,rr,5,0.01,strat_pilot,4,765,0.04875322233892665,0.047776702294210494,0.05299592330775869,49,2
webis-touche2020,rr,5,0.01,weighted_cv,4,765,0.03950971963895869,0.047776702294210494,0.05299592330775869,49,2
webis-touche2020,rr,5,0.01,active_cv,4,765,0.0765459679907529,0.047776702294210494,0.05299592330775869,49,2
webis-touche2020,rr,5,0.01,weighted_cvl,4,765,0.035832095048772626,0.047776702294210494,0.05299592330775869,49,2
webis-touche2020,rr,5,0.01,uniform,5,738,0.06848375738881299,0.04697493161446388,0.06504101557197531,49,2
webis-touche2020,rr,5,0.01,uniform_nz,5,738,0.05346843250474995,0.04697493161446388,0.06504101557197531,49,2
webis-touche2020,rr,5,0.01,weighted,5,738,0.04697493161446388,0.04697493161446388,0.06504101557197531,49,2
webis-touche2020,rr,5,0.01,active_judge,5,738,0.10637673161023813,0.04697493161446388,0.06504101557197531,49,2
webis-touche2020,rr,5,0.01,strat_pilot,5,738,0.047353534295064406,0.04697493161446388,0.06504101557197531,49,2
webis-touche2020,rr,5,0.01,weighted_cv,5,738,0.04433142779531913,0.04697493161446388,0.06504101557197531,49,2
webis-touche2020,rr,5,0.01,active_cv,5,738,0.09502813741744118,0.04697493161446388,0.06504101557197531,49,2
webis-touche2020,rr,5,0.01,weighted_cvl,5,738,0.03842376643676797,0.04697493161446388,0.06504101557197531,49,2
webis-touche2020,rr,5,0.01,uniform,6,749,0.0713044199774391,0.03710692688923088,0.04262059976350257,49,2
webis-touche2020,rr,5,0.01,uniform_nz,6,749,0.045893718953037795,0.03710692688923088,0.04262059976350257,49,2
webis-touche2020,rr,5,0.01,weighted,6,749,0.03710692688923088,0.03710692688923088,0.04262059976350257,49,2
webis-touche2020,rr,5,0.01,active_judge,6,749,0.09644386164244272,0.03710692688923088,0.04262059976350257,49,2
webis-touche2020,rr,5,0.01,strat_pilot,6,749,0.03798757760830006,0.03710692688923088,0.04262059976350257,49,2
webis-touche2020,rr,5,0.01,weighted_cv,6,749,0.030864797554129436,0.03710692688923088,0.04262059976350257,49,2
webis-touche2020,rr,5,0.01,active_cv,6,749,0.06074982661158111,0.03710692688923088,0.04262059976350257,49,2
webis-touche2020,rr,5,0.01,weighted_cvl,6,749,0.02911867382701718,0.03710692688923088,0.04262059976350257,49,2
webis-touche2020,rr,5,0.01,uniform,7,765,0.07824175764406337,0.044931299454100515,0.031722153520141114,49,2
webis-touche2020,rr,5,0.01,uniform_nz,7,765,0.05673525656113858,0.044931299454100515,0.031722153520141114,49,2
webis-touche2020,rr,5,0.01,weighted,7,765,0.044931299454100515,0.044931299454100515,0.031722153520141114,49,2
webis-touche2020,rr,5,0.01,active_judge,7,765,0.11003108490925388,0.044931299454100515,0.031722153520141114,49,2
webis-touche2020,rr,5,0.01,strat_pilot,7,765,0.04524181635007104,0.044931299454100515,0.031722153520141114,49,2
webis-touche2020,rr,5,0.01,weighted_cv,7,765,0.04067185991174612,0.044931299454100515,0.031722153520141114,49,2
webis-touche2020,rr,5,0.01,active_cv,7,765,0.09022552331169678,0.044931299454100515,0.031722153520141114,49,2
webis-touche2020,rr,5,0.01,weighted_cvl,7,765,0.038446418964423294,0.044931299454100515,0.031722153520141114,49,2
webis-touche2020,rr,5,0.01,uniform,8,740,0.1467145209858221,0.04412207851505638,0.011096780240743084,49,2
webis-touche2020,rr,5,0.01,uniform_nz,8,740,0.07145748134366903,0.04412207851505638,0.011096780240743084,49,2
webis-touche2020,rr,5,0.01,weighted,8,740,0.04412207851505638,0.04412207851505638,0.011096780240743084,49,2
webis-touche2020,rr,5,0.01,active_judge,8,740,0.1256932233971685,0.04412207851505638,0.011096780240743084,49,2
webis-touche2020,rr,5,0.01,strat_pilot,8,740,0.04437545338269227,0.04412207851505638,0.011096780240743084,49,2
webis-touche2020,rr,5,0.01,weighted_cv,8,740,0.0345759201235794,0.04412207851505638,0.011096780240743084,49,2
webis-touche2020,rr,5,0.01,active_cv,8,740,0.07245309302668997,0.04412207851505638,0.011096780240743084,49,2
webis-touche2020,rr,5,0.01,weighted_cvl,8,740,0.03471459002980006,0.04412207851505638,0.011096780240743084,49,2
webis-touche2020,rr,5,0.01,uniform,9,760,0.163460681475908,0.05842688604087922,0.07573354361658642,49,2
webis-touche2020,rr,5,0.01,uniform_nz,9,760,0.08670182018515667,0.05842688604087922,0.07573354361658642,49,2
webis-touche2020,rr,5,0.01,weighted,9,760,0.05842688604087922,0.05842688604087922,0.07573354361658642,49,2
webis-touche2020,rr,5,0.01,active_judge,9,760,0.15739518970510752,0.05842688604087922,0.07573354361658642,49,2
webis-touche2020,rr,5,0.01,strat_pilot,9,760,0.05913500072349265,0.05842688604087922,0.07573354361658642,49,2
webis-touche2020,rr,5,0.01,weighted_cv,9,760,0.04595631462911269,0.05842688604087922,0.07573354361658642,49,2
webis-touche2020,rr,5,0.01,active_cv,9,760,0.08246352660059851,0.05842688604087922,0.07573354361658642,49,2
webis-touche2020,rr,5,0.01,weighted_cvl,9,760,0.044817169380850196,0.05842688604087922,0.07573354361658642,49,2
webis-touche2020,rr,5,0.01,uniform,10,761,0.06670050074190384,0.04145687165544697,0.04003167133315872,49,2
webis-touche2020,rr,5,0.01,uniform_nz,10,761,0.05132963829579671,0.04145687165544697,0.04003167133315872,49,2
webis-touche2020,rr,5,0.01,weighted,10,761,0.04145687165544697,0.04145687165544697,0.04003167133315872,49,2
webis-touche2020,rr,5,0.01,active_judge,10,761,0.09604464253603837,0.04145687165544697,0.04003167133315872,49,2
webis-touche2020,rr,5,0.01,strat_pilot,10,761,0.042088204039325575,0.04145687165544697,0.04003167133315872,49,2
webis-touche2020,rr,5,0.01,weighted_cv,10,761,0.036468310263108365,0.04145687165544697,0.04003167133315872,49,2
webis-touche2020,rr,5,0.01,active_cv,10,761,0.06271208667441719,0.04145687165544697,0.04003167133315872,49,2
webis-touche2020,rr,5,0.01,weighted_cvl,10,761,0.03230518460460892,0.04145687165544697,0.04003167133315872,49,2
webis-touche2020,rr,5,0.01,uniform,11,751,0.1720426245179504,0.06226899695400227,0.06912992814880688,49,2
webis-touche2020,rr,5,0.01,uniform_nz,11,751,0.09681373175151424,0.06226899695400227,0.06912992814880688,49,2
webis-touche2020,rr,5,0.01,weighted,11,751,0.06226899695400227,0.06226899695400227,0.06912992814880688,49,2
webis-touche2020,rr,5,0.01,active_judge,11,751,0.1851688056553978,0.06226899695400227,0.06912992814880688,49,2
webis-touche2020,rr,5,0.01,strat_pilot,11,751,0.0634884141257815,0.06226899695400227,0.06912992814880688,49,2
webis-touche2020,rr,5,0.01,weighted_cv,11,751,0.05038209523707142,0.06226899695400227,0.06912992814880688,49,2
webis-touche2020,rr,5,0.01,active_cv,11,751,0.09687859944208385,0.06226899695400227,0.06912992814880688,49,2
webis-touche2020,rr,5,0.01,weighted_cvl,11,751,0.04413024272241463,0.06226899695400227,0.06912992814880688,49,2
webis-touche2020,rr,5,0.01,uniform,12,761,0.10957035723874572,0.08328002073781017,0.12208530255064921,49,2
webis-touche2020,rr,5,0.01,uniform_nz,12,761,0.09311098299589013,0.08328002073781017,0.12208530255064921,49,2
webis-touche2020,rr,5,0.01,weighted,12,761,0.08328002073781017,0.08328002073781017,0.12208530255064921,49,2
webis-touche2020,rr,5,0.01,active_judge,12,761,0.16877676153168442,0.08328002073781017,0.12208530255064921,49,2
webis-touche2020,rr,5,0.01,strat_pilot,12,761,0.08466995048197253,0.08328002073781017,0.12208530255064921,49,2
webis-touche2020,rr,5,0.01,weighted_cv,12,761,0.07035429084042374,0.08328002073781017,0.12208530255064921,49,2
webis-touche2020,rr,5,0.01,active_cv,12,761,0.13457524296420886,0.08328002073781017,0.12208530255064921,49,2
webis-touche2020,rr,5,0.01,weighted_cvl,12,761,0.062599293234049,0.08328002073781017,0.12208530255064921,49,2
webis-touche2020,rr,5,0.01,uniform,13,752,0.07911331694832306,0.04283422606143762,0.05568752911623754,49,2
webis-touche2020,rr,5,0.01,uniform_nz,13,752,0.06342643306056055,0.04283422606143762,0.05568752911623754,49,2
webis-touche2020,rr,5,0.01,weighted,13,752,0.04283422606143762,0.04283422606143762,0.05568752911623754,49,2
webis-touche2020,rr,5,0.01,active_judge,13,752,0.10282667064090172,0.04283422606143762,0.05568752911623754,49,2
webis-touche2020,rr,5,0.01,strat_pilot,13,752,0.043665027307139816,0.04283422606143762,0.05568752911623754,49,2
webis-touche2020,rr,5,0.01,weighted_cv,13,752,0.03560406297317339,0.04283422606143762,0.05568752911623754,49,2
webis-touche2020,rr,5,0.01,active_cv,13,752,0.06204150454177959,0.04283422606143762,0.05568752911623754,49,2
webis-touche2020,rr,5,0.01,weighted_cvl,13,752,0.03147879939952178,0.04283422606143762,0.05568752911623754,49,2
webis-touche2020,rr,5,0.01,uniform,14,756,0.15106793270973645,0.04671129667077771,0.04383333950477914,49,2
webis-touche2020,rr,5,0.01,uniform_nz,14,756,0.08016683918894893,0.04671129667077771,0.04383333950477914,49,2
webis-touche2020,rr,5,0.01,weighted,14,756,0.04671129667077771,0.04671129667077771,0.04383333950477914,49,2
webis-touche2020,rr,5,0.01,active_judge,14,756,0.13875861464539163,0.04671129667077771,0.04383333950477914,49,2
webis-touche2020,rr,5,0.01,strat_pilot,14,756,0.047365846810387066,0.04671129667077771,0.04383333950477914,49,2
webis-touche2020,rr,5,0.01,weighted_cv,14,756,0.03563432758541582,0.04671129667077771,0.04383333950477914,49,2
webis-touche2020,rr,5,0.01,active_cv,14,756,0.08453045857412386,0.04671129667077771,0.04383333950477914,49,2
webis-touche2020,rr,5,0.01,weighted_cvl,14,756,0.03240782920653671,0.04671129667077771,0.04383333950477914,49,2
webis-touche2020,rr,5,0.01,uniform,15,749,0.16524860648940307,0.06229990063599058,0.06044445248046002,49,2
webis-touche2020,rr,5,0.01,uniform_nz,15,749,0.09894518543964344,0.06229990063599058,0.06044445248046002,49,2
webis-touche2020,rr,5,0.01,weighted,15,749,0.06229990063599058,0.06229990063599058,0.06044445248046002,49,2
webis-touche2020,rr,5,0.01,active_judge,15,749,0.1870481220305264,0.06229990063599058,0.06044445248046002,49,2
webis-touche2020,rr,5,0.01,strat_pilot,15,749,0.06355301060429408,0.06229990063599058,0.06044445248046002,49,2
webis-touche2020,rr,5,0.01,weighted_cv,15,749,0.049525437271422945,0.06229990063599058,0.06044445248046002,49,2
webis-touche2020,rr,5,0.01,active_cv,15,749,0.10062448616728163,0.06229990063599058,0.06044445248046002,49,2
webis-touche2020,rr,5,0.01,weighted_cvl,15,749,0.04547857049495686,0.06229990063599058,0.06044445248046002,49,2
webis-touche2020,rr,5,0.01,uniform,16,757,0.08388888473613551,0.04483718239612601,0.07295134837356197,49,2
webis-touche2020,rr,5,0.01,uniform_nz,16,757,0.05898607390864471,0.04483718239612601,0.07295134837356197,49,2
webis-touche2020,rr,5,0.01,weighted,16,757,0.04483718239612601,0.04483718239612601,0.07295134837356197,49,2
webis-touche2020,rr,5,0.01,active_judge,16,757,0.12094579790599329,0.04483718239612601,0.07295134837356197,49,2
webis-touche2020,rr,5,0.01,strat_pilot,16,757,0.045426381188998444,0.04483718239612601,0.07295134837356197,49,2
webis-touche2020,rr,5,0.01,weighted_cv,16,757,0.04039722147144953,0.04483718239612601,0.07295134837356197,49,2
webis-touche2020,rr,5,0.01,active_cv,16,757,0.08236274320969586,0.04483718239612601,0.07295134837356197,49,2
