collection,judge,budget_full_eq,eps,method,act,wrong,var_est
dbpedia-entity,rr,20,0.01,uniform,0.0,0.0,0.41050266084026504
dbpedia-entity,rr,20,0.01,weighted,0.0,0.0,0.07237126907914
dbpedia-entity,rr,20,0.01,active_judge,0.0,0.0,0.17977990497924026
dbpedia-entity,rr,20,0.01,strat_pilot,0.0033333333333333335,0.0,0.08073372189941526
dbpedia-entity,rr,20,0.01,weighted_cv,0.0033333333333333335,0.0,0.05969271139507201
dbpedia-entity,rr,20,0.01,active_cv,0.0,0.0,0.07552867124450884
dbpedia-entity,rr,20,0.02,uniform,0.0,0.0,0.3927078571939558
dbpedia-entity,rr,20,0.02,weighted,0.0,0.0,0.07651083710221962
dbpedia-entity,rr,20,0.02,active_judge,0.0,0.0,0.26855193162769453
dbpedia-entity,rr,20,0.02,strat_pilot,0.0,0.0,0.07355695658024916
dbpedia-entity,rr,20,0.02,weighted_cv,0.0,0.0,0.06224668703510678
dbpedia-entity,rr,20,0.02,active_cv,0.0,0.0,0.08399672091402073
dbpedia-entity,rr,30,0.01,uniform,0.02,0.0,0.23241336050475273
dbpedia-entity,rr,30,0.01,weighted,0.016666666666666666,0.0,0.07419378941839976
dbpedia-entity,rr,30,0.01,active_judge,0.006666666666666667,0.0033333333333333335,0.16914327218878178
dbpedia-entity,rr,30,0.01,strat_pilot,0.056666666666666664,0.0,0.07412218676186162
dbpedia-entity,rr,30,0.01,weighted_cv,0.06666666666666667,0.0,0.06513549415959417
dbpedia-entity,rr,30,0.01,active_cv,0.056666666666666664,0.0,0.08558736592571133
dbpedia-entity,rr,30,0.02,uniform,0.02666666666666667,0.0,0.2008362969000277
dbpedia-entity,rr,30,0.02,weighted,0.09666666666666666,0.0,0.07162481027894989
dbpedia-entity,rr,30,0.02,active_judge,0.013333333333333334,0.0,0.1654945248344136
dbpedia-entity,rr,30,0.02,strat_pilot,0.11333333333333333,0.0,0.07268689757839705
dbpedia-entity,rr,30,0.02,weighted_cv,0.11,0.0,0.06381211536517582
dbpedia-entity,rr,30,0.02,active_cv,0.09666666666666666,0.0033333333333333335,0.08063012607153676
dbpedia-entity,rr,45,0.01,uniform,0.06,0.0,0.2549608127823078
dbpedia-entity,rr,45,0.01,weighted,0.15,0.0,0.0757460818190441
dbpedia-entity,rr,45,0.01,active_judge,0.043333333333333335,0.0,0.17470878429860942
dbpedia-entity,rr,45,0.01,strat_pilot,0.16666666666666666,0.0,0.0757028429768547
dbpedia-entity,rr,45,0.01,weighted_cv,0.18666666666666668,0.0,0.06528311596026647
dbpedia-entity,rr,45,0.01,active_cv,0.18,0.0,0.0866061428640405
dbpedia-entity,rr,45,0.02,uniform,0.1,0.0,0.209962028415336
dbpedia-entity,rr,45,0.02,weighted,0.30666666666666664,0.0,0.07316800638104994
dbpedia-entity,rr,45,0.02,active_judge,0.10333333333333333,0.0033333333333333335,0.16257149687781838
dbpedia-entity,rr,45,0.02,strat_pilot,0.27,0.0,0.07319691514070957
dbpedia-entity,rr,45,0.02,weighted_cv,0.36,0.0,0.06427485400558576
dbpedia-entity,rr,45,0.02,active_cv,0.26,0.0,0.08327379333321193
dbpedia-entity,rr,60,0.01,uniform,0.06333333333333334,0.0,0.23040200357717106
dbpedia-entity,rr,60,0.01,weighted,0.22,0.0,0.07280405805495704
dbpedia-entity,rr,60,0.01,active_judge,0.11333333333333333,0.0,0.16204077819542775
dbpedia-entity,rr,60,0.01,strat_pilot,0.24,0.0,0.07255288429870398
dbpedia-entity,rr,60,0.01,weighted_cv,0.2966666666666667,0.0,0.06370788872391818
dbpedia-entity,rr,60,0.01,active_cv,0.18666666666666668,0.0,0.08451902953141677
dbpedia-entity,rr,60,0.02,uniform,0.13,0.0,0.23613417143806076
dbpedia-entity,rr,60,0.02,weighted,0.44333333333333336,0.0,0.07507790277100479
dbpedia-entity,rr,60,0.02,active_judge,0.21,0.0,0.1672971855379874
dbpedia-entity,rr,60,0.02,strat_pilot,0.3933333333333333,0.0,0.07396983204936634
dbpedia-entity,rr,60,0.02,weighted_cv,0.5033333333333333,0.0,0.06453297770367658
dbpedia-entity,rr,60,0.02,active_cv,0.4166666666666667,0.0,0.08398474504616976
dbpedia-entity,rr,90,0.01,uniform,0.15,0.0,0.16896395545370993
dbpedia-entity,rr,90,0.01,weighted,0.36,0.0,0.051544975400943785
dbpedia-entity,rr,90,0.01,active_judge,0.16,0.0,0.1129277006927668
dbpedia-entity,rr,90,0.01,strat_pilot,0.36666666666666664,0.0,0.05180463746598143
dbpedia-entity,rr,90,0.01,weighted_cv,0.41,0.0,0.04500425023485189
dbpedia-entity,rr,90,0.01,active_cv,0.3433333333333333,0.0,0.05908020502215939
dbpedia-entity,rr,90,0.02,uniform,0.3,0.0,0.18933770136353817
dbpedia-entity,rr,90,0.02,weighted,0.62,0.0,0.05317652397684116
dbpedia-entity,rr,90,0.02,active_judge,0.4,0.0,0.11593532796316844
dbpedia-entity,rr,90,0.02,strat_pilot,0.6066666666666667,0.0,0.053046785751311824
dbpedia-entity,rr,90,0.02,weighted_cv,0.6266666666666667,0.0,0.04624713350589201
dbpedia-entity,rr,90,0.02,active_cv,0.5866666666666667,0.0,0.05986720967870925
