collection,judge,budget_full_eq,eps,method,draw,pilot,v_pilot,v_pilot_ref,slack_pilot,n_queries,cand
webis-touche2020,rr,20,0.01,uniform,0,748,0.1690084157623271,0.07264683670637508,0.04540826831749886,49,2
webis-touche2020,rr,20,0.01,uniform_nz,0,748,0.11360962419173481,0.07264683670637508,0.04540826831749886,49,2
webis-touche2020,rr,20,0.01,weighted,0,748,0.07264683670637508,0.07264683670637508,0.04540826831749886,49,2
webis-touche2020,rr,20,0.01,active_judge,0,748,0.20161876193205858,0.07264683670637508,0.04540826831749886,49,2
webis-touche2020,rr,20,0.01,strat_pilot,0,748,0.07340934952437157,0.07264683670637508,0.04540826831749886,49,2
webis-touche2020,rr,20,0.01,weighted_cv,0,748,0.056876719393441764,0.07264683670637508,0.04540826831749886,49,2
webis-touche2020,rr,20,0.01,active_cv,0,748,0.0968816797854182,0.07264683670637508,0.04540826831749886,49,2
webis-touche2020,rr,20,0.01,weighted_cvl,0,748,0.055331673812087236,0.07264683670637508,0.04540826831749886,49,2
webis-touche2020,rr,20,0.01,uniform,1,752,0.08976660850144962,0.051134459145934154,0.05341597948834789,49,2
webis-touche2020,rr,20,0.01,uniform_nz,1,752,0.07092969529368255,0.051134459145934154,0.05341597948834789,49,2
webis-touche2020,rr,20,0.01,weighted,1,752,0.051134459145934154,0.051134459145934154,0.05341597948834789,49,2
webis-touche2020,rr,20,0.01,active_judge,1,752,0.1327719741836806,0.051134459145934154,0.05341597948834789,49,2
webis-touche2020,rr,20,0.01,strat_pilot,1,752,0.05148975638896697,0.051134459145934154,0.05341597948834789,49,2
webis-touche2020,rr,20,0.01,weighted_cv,1,752,0.04320525217677003,0.051134459145934154,0.05341597948834789,49,2
webis-touche2020,rr,20,0.01,active_cv,1,752,0.09192005609536871,0.051134459145934154,0.05341597948834789,49,2
webis-touche2020,rr,20,0.01,weighted_cvl,1,752,0.039430505199717636,0.051134459145934154,0.05341597948834789,49,2
webis-touche2020,rr,20,0.01,uniform,2,754,0.15486805225541295,0.048673562552490314,0.04367578482748762,49,2
webis-touche2020,rr,20,0.01,uniform_nz,2,754,0.07436456587365081,0.048673562552490314,0.04367578482748762,49,2
webis-touche2020,rr,20,0.01,weighted,2,754,0.048673562552490314,0.048673562552490314,0.04367578482748762,49,2
webis-touche2020,rr,20,0.01,active_judge,2,754,0.13077325668053513,0.048673562552490314,0.04367578482748762,49,2
webis-touche2020,rr,20,0.01,strat_pilot,2,754,0.0494749912478024,0.048673562552490314,0.04367578482748762,49,2
