collection,judge,budget_full_eq,eps,method,draw,pilot,v_pilot,v_pilot_ref,slack_pilot,n_queries,cand
webis-touche2020,rr,3,0.01,uniform,0,748,0.1690084157623271,0.07264683670637508,0.04540826831749886,49,2
webis-touche2020,rr,3,0.01,uniform_nz,0,748,0.11360962419173481,0.07264683670637508,0.04540826831749886,49,2
webis-touche2020,rr,3,0.01,weighted,0,748,0.07264683670637508,0.07264683670637508,0.04540826831749886,49,2
webis-touche2020,rr,3,0.01,active_judge,0,748,0.20161876193205858,0.07264683670637508,0.04540826831749886,49,2
webis-touche2020,rr,3,0.01,strat_pilot,0,748,0.07340934952437157,0.07264683670637508,0.04540826831749886,49,2
webis-touche2020,rr,3,0.01,weighted_cv,0,748,0.056876719393441764,0.07264683670637508,0.04540826831749886,49,2
webis-touche2020,rr,3,0.01,active_cv,0,748,0.0968816797854182,0.07264683670637508,0.04540826831749886,49,2
webis-touche2020,rr,3,0.01,weighted_cvl,0,748,0.055331673812087236,0.07264683670637508,0.04540826831749886,49,2
webis-touche2020,rr,3,0.01,uniform,1,754,0.14621601043445934,0.045755668772415145,0.009885727018079955,49,0
webis-touche2020,rr,3,0.01,uniform_nz,1,754,0.06999503778793027,0.045755668772415145,0.009885727018079955,49,0
webis-touche2020,rr,3,0.01,weighted,1,754,0.045755668772415145,0.045755668772415145,0.009885727018079955,49,0
webis-touche2020,rr,3,0.01,active_judge,1,754,0.12411994014301123,0.045755668772415145,0.009885727018079955,49,0
webis-touche2020,rr,3,0.01,strat_pilot,1,754,0.21607571643715326,0.045755668772415145,0.009885727018079955,49,0
webis-touche2020,rr,3,0.01,weighted_cv,1,754,0.03359230884237049,0.045755668772415145,0.009885727018079955,49,0
webis-touche2020,rr,3,0.01,active_cv,1,754,0.06583505612945884,0.045755668772415145,0.009885727018079955,49,0
webis-touche2020,rr,3,0.01,weighted_cvl,1,754,0.03134169950406736,0.045755668772415145,0.009885727018079955,49,0
webis-touche2020,rr,3,0.01,uniform,2,771,0.07886563421305429,0.048055638441126716,0.015887008416420177,49,0
webis-touche2020,rr,3,0.01,uniform_nz,2,771,0.06263050211775643,0.048055638441126716,0.015887008416420177,49,0
