collection,judge,budget_full_eq,eps,method,act,wrong,var_est
cast19,inv,30,0.02,uniform,0.023333333333333334,0.0,0.26817223506621163
cast19,inv,30,0.02,weighted,0.05,0.0,0.06584262514299091
cast19,inv,30,0.02,active_judge,0.01,0.0,0.1577749031119618
cast19,inv,30,0.02,strat_pilot,0.06333333333333334,0.0,0.0655402897059857
cast19,inv,30,0.02,weighted_cv,0.03,0.0,0.07694100665957396
cast19,inv,30,0.02,active_cv,0.006666666666666667,0.0,0.18338024811925085
cast19,inv,30,0.02,weighted_cvl,0.05333333333333334,0.0,0.06662282193192418
cast19,inv,60,0.02,uniform,0.06333333333333334,0.0,0.13140610526396732
cast19,inv,60,0.02,weighted,0.19666666666666666,0.0,0.032429110206413196
cast19,inv,60,0.02,active_judge,0.06,0.0,0.06819071284933469
cast19,inv,60,0.02,strat_pilot,0.19666666666666666,0.0,0.03260711178949465
cast19,inv,60,0.02,weighted_cv,0.16666666666666666,0.0,0.036943843268964244
cast19,inv,60,0.02,active_cv,0.08666666666666667,0.0,0.07725549975332183
cast19,inv,60,0.02,weighted_cvl,0.22,0.0,0.03248660847549467
cast19,inv,90,0.02,uniform,0.11,0.0,0.07233295864115166
cast19,inv,90,0.02,weighted,0.41,0.0,0.019323619630506942
cast19,inv,90,0.02,active_judge,0.2733333333333333,0.0,0.033859223246743585
cast19,inv,90,0.02,strat_pilot,0.4166666666666667,0.0,0.019604784815634626
cast19,inv,90,0.02,weighted_cv,0.4166666666666667,0.0,0.02057937263274368
cast19,inv,90,0.02,active_cv,0.25,0.0,0.035919763630818606
cast19,inv,90,0.02,weighted_cvl,0.4066666666666667,0.0,0.019334151129384972
cast19,inv,120,0.02,uniform,0.13666666666666666,0.0,0.04826900795257605
cast19,inv,120,0.02,weighted,0.49666666666666665,0.0,0.0145187240002061
cast19,inv,120,0.02,active_judge,0.43666666666666665,0.0,0.01908047420732611
cast19,inv,120,0.02,strat_pilot,0.5,0.0,0.014438036909367647
cast19,inv,120,0.02,weighted_cv,0.45,0.0,0.014896789854788994
cast19,inv,120,0.02,active_cv,0.42333333333333334,0.0,0.020414535290581497
cast19,inv,120,0.02,weighted_cvl,0.5133333333333333,0.0,0.014467564101786791
cast19,inv,150,0.02,uniform,0.22,0.0,0.03420942822175746
cast19,inv,150,0.02,weighted,0.5133333333333333,0.0,0.012612987085928012
cast19,inv,150,0.02,active_judge,0.48333333333333334,0.0,0.013862853748571565
cast19,inv,150,0.02,strat_pilot,0.52,0.0,0.012588560481805651
cast19,inv,150,0.02,weighted_cv,0.5133333333333333,0.0,0.012708030632903856
cast19,inv,150,0.02,active_cv,0.4766666666666667,0.0,0.01443455584452229
cast19,inv,150,0.02,weighted_cvl,0.5133333333333333,0.0,0.012579533042264274
