collection,judge,budget_full_eq,eps,method,draw,docs,pilot,act,wrong,regret,v_pilot,v_pilot_ref,slack_pilot,slack_true,n_queries,b,n_sampled
cast19,rr,45,0.01,uniform,0,2454,1005,1,0,0.0,0.47522986833251685,0.12940855967309237,0.03664280039830248,0.01,159,11,130
cast19,rr,45,0.01,uniform_nz,0,2402,1005,0,0,0.0,0.32671605015342625,0.12940855967309237,0.03664280039830248,0.01,159,11,130
cast19,rr,45,0.01,weighted,0,2388,1005,1,0,0.0,0.12940855967309237,0.12940855967309237,0.03664280039830248,0.01,159,11,130
cast19,rr,45,0.01,active_judge,0,2421,1005,0,0,0.0,0.2697612173879059,0.12940855967309237,0.03664280039830248,0.01,159,11,130
cast19,rr,45,0.01,strat_pilot,0,2391,1005,1,0,0.0,0.12946924237826624,0.12940855967309237,0.03664280039830248,0.01,159,11,130
cast19,rr,45,0.01,weighted_cv,0,2441,1005,0,0,0.0,0.09925984745279844,0.12940855967309237,0.03664280039830248,0.01,159,11,130
cast19,rr,45,0.01,active_cv,0,2427,1005,0,0,0.0,0.15256758667453246,0.12940855967309237,0.03664280039830248,0.01,159,11,130
cast19,rr,45,0.01,weighted_cvl,0,2446,1005,1,0,0.0,0.0707294588875398,0.12940855967309237,0.03664280039830248,0.01,159,11,130
cast19,rr,45,0.01,uniform,1,1914,943,0,0,0.005947551082733427,0.12514202181918396,0.046791039472591264,0.013732881469056917,0.004052448917266574,159,8,129
cast19,rr,45,0.01,uniform_nz,1,2018,943,0,0,0.005947551082733427,0.05496677974800612,0.046791039472591264,0.013732881469056917,0.004052448917266574,159,8,129
cast19,rr,45,0.01,weighted,1,1959,943,0,0,0.005947551082733427,0.046791039472591264,0.046791039472591264,0.013732881469056917,0.004052448917266574,159,8,129
cast19,rr,45,0.01,active_judge,1,1961,943,0,0,0.005947551082733427,0.10536420973903352,0.046791039472591264,0.013732881469056917,0.004052448917266574,159,8,129
cast19,rr,45,0.01,strat_pilot,1,1973,943,0,0,0.005947551082733427,0.046748492547548384,0.046791039472591264,0.013732881469056917,0.004052448917266574,159,8,129
cast19,rr,45,0.01,weighted_cv,1,1994,943,0,0,0.005947551082733427,0.050666667725802195,0.046791039472591264,0.013732881469056917,0.004052448917266574,159,8,129
cast19,rr,45,0.01,active_cv,1,1982,943,0,0,0.005947551082733427,0.07988412603405018,0.046791039472591264,0.013732881469056917,0.004052448917266574,159,8,129
cast19,rr,45,0.01,weighted_cvl,1,1960,943,0,0,0.005947551082733427,0.04090742381480068,0.046791039472591264,0.013732881469056917,0.004052448917266574,159,8,129
cast19,rr,45,0.01,uniform,2,1989,973,0,0,0.0,0.48103517793769335,0.08357850634183873,0.03927350771937863,0.01,159,8,129
cast19,rr,45,0.01,uniform_nz,2,2010,973,0,0,0.0,0.2053040648241539,0.08357850634183873,0.03927350771937863,0.01,159,8,129
cast19,rr,45,0.01,weighted,2,2018,973,0,0,0.0,0.08357850634183873,0.08357850634183873,0.03927350771937863,0.01,159,8,129
cast19,rr,45,0.01,active_judge,2,1972,973,0,0,0.0,0.18399551668034544,0.08357850634183873,0.03927350771937863,0.01,159,8,129
cast19,rr,45,0.01,strat_pilot,2,1977,973,1,0,0.0,0.08353701173939625,0.08357850634183873,0.03927350771937863,0.01,159,8,129
cast19,rr,45,0.01,weighted_cv,2,1965,973,0,0,0.0,0.08018215874296626,0.08357850634183873,0.03927350771937863,0.01,159,8,129
cast19,rr,45,0.01,active_cv,2,1987,973,0,0,0.0,0.10705230094063697,0.08357850634183873,0.03927350771937863,0.01,159,8,129
cast19,rr,45,0.01,weighted_cvl,2,1987,973,1,0,0.0,0.04629078514081949,0.08357850634183873,0.03927350771937863,0.01,159,8,129
cast19,rr,45,0.01,uniform,3,2000,987,0,0,0.009493627878769395,0.10585006722840822,0.043521774650197353,0.02720033800958218,0.0005063721212306051,159,8,129
cast19,rr,45,0.01,uniform_nz,3,2023,987,0,0,0.009493627878769395,0.05213139323631623,0.043521774650197353,0.02720033800958218,0.0005063721212306051,159,8,129
cast19,rr,45,0.01,weighted,3,2015,987,0,0,0.009493627878769395,0.043521774650197353,0.043521774650197353,0.02720033800958218,0.0005063721212306051,159,8,129
cast19,rr,45,0.01,active_judge,3,1996,987,0,0,0.009493627878769395,0.09434171259779724,0.043521774650197353,0.02720033800958218,0.0005063721212306051,159,8,129
cast19,rr,45,0.01,strat_pilot,3,2005,987,0,0,0.009493627878769395,0.04353693508355706,0.043521774650197353,0.02720033800958218,0.0005063721212306051,159,8,129
cast19,rr,45,0.01,weighted_cv,3,2005,987,0,0,0.009493627878769395,0.03894638347894318,0.043521774650197353,0.02720033800958218,0.0005063721212306051,159,8,129
cast19,rr,45,0.01,active_cv,3,2023,987,0,0,0.009493627878769395,0.06507516903459404,0.043521774650197353,0.02720033800958218,0.0005063721212306051,159,8,129
cast19,rr,45,0.01,weighted_cvl,3,2026,987,0,0,0.009493627878769395,0.03820278968961296,0.043521774650197353,0.02720033800958218,0.0005063721212306051,159,8,129
cast19,rr,45,0.01,uniform,4,1961,941,0,0,0.0,0.38647867789808393,0.08447891114028457,0.008358037454685724,0.01,159,8,129
cast19,rr,45,0.01,uniform_nz,4,1962,941,0,0,0.0,0.19306443746102286,0.08447891114028457,0.008358037454685724,0.01,159,8,129
cast19,rr,45,0.01,weighted,4,2005,941,1,0,0.0,0.08447891114028457,0.08447891114028457,0.008358037454685724,0.01,159,8,129
cast19,rr,45,0.01,active_judge,4,1964,941,1,0,0.0,0.16444411115685303,0.08447891114028457,0.008358037454685724,0.01,159,8,129
cast19,rr,45,0.01,strat_pilot,4,1980,941,0,0,0.0,0.08446799499190583,0.08447891114028457,0.008358037454685724,0.01,159,8,129
cast19,rr,45,0.01,weighted_cv,4,1997,941,0,0,0.0,0.06970798763116337,0.08447891114028457,0.008358037454685724,0.01,159,8,129
cast19,rr,45,0.01,active_cv,4,1982,941,1,0,0.0,0.11202512074933138,0.08447891114028457,0.008358037454685724,0.01,159,8,129
cast19,rr,45,0.01,weighted_cvl,4,1979,941,0,0,0.0,0.04711060133708509,0.08447891114028457,0.008358037454685724,0.01,159,8,129
cast19,rr,45,0.01,uniform,5,2430,1049,0,0,0.0,0.24279177644670663,0.10739098644437368,0.05658794669607027,0.01,159,11,130
