collection,judge,budget_full_eq,eps,method,act,wrong,var_est
antique,llm,60,0.05310813416133364,uniform,0.01,0.01,0.21330857011371565
antique,llm,60,0.05310813416133364,weighted,0.0033333333333333335,0.0033333333333333335,0.05385615182457671
antique,llm,60,0.05310813416133364,active_judge,0.006666666666666667,0.006666666666666667,0.13215574823957602
antique,llm,60,0.05310813416133364,strat_pilot,0.0,0.0,0.05332526635971087
antique,llm,60,0.05310813416133364,weighted_cv,0.0033333333333333335,0.0033333333333333335,0.03675240055092863
antique,llm,60,0.05310813416133364,active_cv,0.0,0.0,0.06143796270406939
antique,llm,60,0.05310813416133364,weighted_cvl,0.0,0.0,0.03889763759103104
antique,llm,90,0.05397838737779675,uniform,0.01,0.01,0.11706954451047741
antique,llm,90,0.05397838737779675,weighted,0.0,0.0,0.031870713741131734
antique,llm,90,0.05397838737779675,active_judge,0.0,0.0,0.04704349622734801
antique,llm,90,0.05397838737779675,strat_pilot,0.0,0.0,0.031689786160772296
antique,llm,90,0.05397838737779675,weighted_cv,0.0,0.0,0.025286814993307136
antique,llm,90,0.05397838737779675,active_cv,0.0,0.0,0.031130900644774168
antique,llm,90,0.05397838737779675,weighted_cvl,0.0,0.0,0.026285291410552143
