collection,judge,budget_full_eq,eps,method,draw,pilot,v_pilot,v_pilot_ref,slack_pilot,sb2_pilot,n_queries,n_train,cand,slack_xfit,slack_c0,sb2_c0,slack_c1,sb2_c1,v_pilot_c0,v_pilot_c1,v_pilot_ref_c0,v_pilot_ref_c1
cast19,rr,60,0.01,strat_pilot,6,1030,0.061721950630620026,0.061770608737836165,0.013651924013379108,0.015865400748725382,159,20,2,0.002251712240960461,0.017187747099074325,0.005556192806644426,0.013651924013379108,0.015865400748725382,0.042461501672710886,0.08098239958852915,0.04226094371585542,0.0812802737598169
cast19,rr,60,0.01,weighted_cv,6,1030,0.0667893943449476,0.061770608737836165,0.013651924013379108,0.015865400748725382,159,20,2,0.002251712240960461,0.017187747099074325,0.005556192806644426,0.013651924013379108,0.015865400748725382,0.05994107152810989,0.07363771716178531,0.04226094371585542,0.0812802737598169
cast19,rr,60,0.01,active_cv,6,1030,0.09905658302954358,0.061770608737836165,0.013651924013379108,0.015865400748725382,159,20,2,0.002251712240960461,0.017187747099074325,0.005556192806644426,0.013651924013379108,0.015865400748725382,0.0846170226962087,0.11349614336287847,0.04226094371585542,0.0812802737598169
cast19,rr,60,0.01,weighted_cvl,6,1030,0.04088367725799318,0.061770608737836165,0.013651924013379108,0.015865400748725382,159,20,2,0.002251712240960461,0.017187747099074325,0.005556192806644426,0.013651924013379108,0.015865400748725382,0.0349180929464923,0.04684926156949408,0.04226094371585542,0.0812802737598169
cast19,rr,60,0.01,uniform,7,1037,0.38429488383954846,0.05401048196530225,0.009148298033746944,0.013247600199961535,159,20,2,-0.016027098465178975,0.052190126266770116,0.007210399532260445,0.009148298033746944,0.013247600199961535,0.09304858848469241,0.6755411791944045,0.0399400425566843,0.06808092137392022
cast19,rr,60,0.01,uniform_nz,7,1037,0.15030009408992484,0.05401048196530225,0.009148298033746944,0.013247600199961535,159,20,2,-0.016027098465178975,0.052190126266770116,0.007210399532260445,0.009148298033746944,0.013247600199961535,0.0366200125373672,0.26398017564248255,0.0399400425566843,0.06808092137392022
cast19,rr,60,0.01,weighted,7,1037,0.05401048196530225,0.05401048196530225,0.009148298033746944,0.013247600199961535,159,20,2,-0.016027098465178975,0.052190126266770116,0.007210399532260445,0.009148298033746944,0.013247600199961535,0.0399400425566843,0.06808092137392022,0.0399400425566843,0.06808092137392022
cast19,rr,60,0.01,active_judge,7,1037,0.1377314128009029,0.05401048196530225,0.009148298033746944,0.013247600199961535,159,20,2,-0.016027098465178975,0.052190126266770116,0.007210399532260445,0.009148298033746944,0.013247600199961535,0.06868105968280414,0.2067817659190016,0.0399400425566843,0.06808092137392022
cast19,rr,60,0.01,strat_pilot,7,1037,0.05395474707506568,0.05401048196530225,0.009148298033746944,0.013247600199961535,159,20,2,-0.016027098465178975,0.052190126266770116,0.007210399532260445,0.009148298033746944,0.013247600199961535,0.040756403701156504,0.06715309044897484,0.0399400425566843,0.06808092137392022
cast19,rr,60,0.01,weighted_cv,7,1037,0.0900480209010539,0.05401048196530225,0.009148298033746944,0.013247600199961535,159,20,2,-0.016027098465178975,0.052190126266770116,0.007210399532260445,0.009148298033746944,0.013247600199961535,0.08201862059424062,0.09807742120786722,0.0399400425566843,0.06808092137392022
