collection,judge,budget_full_eq,eps,method,act,wrong,var_est,docs_labelled,docs_pilot,dup_frac,sampling,pilot_cost,bound,act_iid,act_pilot_iid
neuclir_eng,rr,10,0.01,uniform,0.03,0.0033333333333333335,0.5723606492714701,1732.2166666666667,1412.9,0.0,shared,full,t,0.0,0.013333333333333334
neuclir_eng,rr,10,0.01,uniform_nz,0.08333333333333333,0.0,0.19147038434535082,1731.4533333333334,1412.9,0.0,shared,full,t,0.03,0.07
neuclir_eng,rr,10,0.01,weighted,0.25666666666666665,0.0,0.08341572976921768,1728.5866666666666,1412.9,0.0,shared,full,t,0.13,0.19
neuclir_eng,rr,10,0.01,active_judge,0.15666666666666668,0.0,0.1829627240936582,1731.0933333333332,1412.9,0.0,shared,full,t,0.06,0.11
neuclir_eng,rr,10,0.01,strat_pilot,0.24666666666666667,0.0,0.08337413373417736,1730.11,1412.9,0.0,shared,full,t,0.12,0.19
neuclir_eng,rr,10,0.01,weighted_cv,0.23,0.0,0.09768997814265745,1729.1033333333332,1412.9,0.0,shared,full,t,0.09666666666666666,0.19
neuclir_eng,rr,10,0.01,active_cv,0.07333333333333333,0.0,0.21417929553973256,1731.1666666666667,1412.9,0.0,shared,full,t,0.043333333333333335,0.07333333333333333
neuclir_eng,rr,10,0.01,weighted_cvl,0.29,0.0,0.08007585795280474,1728.5,1412.9,0.0,shared,full,t,0.12333333333333334,0.23333333333333334
neuclir_eng,rr,10,0.02,uniform,0.03666666666666667,0.0033333333333333335,0.6192833479817336,1726.0366666666666,1415.3533333333332,0.0,shared,full,t,0.02,0.04
neuclir_eng,rr,10,0.02,uniform_nz,0.16666666666666666,0.006666666666666667,0.18225114959654468,1723.3466666666666,1415.3533333333332,0.0,shared,full,t,0.06333333333333334,0.12333333333333334
neuclir_eng,rr,10,0.02,weighted,0.39666666666666667,0.0,0.0847418823911647,1724.0433333333333,1415.3533333333332,0.0,shared,full,t,0.17333333333333334,0.2966666666666667
neuclir_eng,rr,10,0.02,active_judge,0.19,0.0,0.18043601940638848,1723.27,1415.3533333333332,0.0,shared,full,t,0.13333333333333333,0.17666666666666667
neuclir_eng,rr,10,0.02,strat_pilot,0.36333333333333334,0.0,0.08424320459782697,1722.5766666666666,1415.3533333333332,0.0,shared,full,t,0.18333333333333332,0.29
neuclir_eng,rr,10,0.02,weighted_cv,0.36333333333333334,0.0033333333333333335,0.09574595967483997,1721.9733333333334,1415.3533333333332,0.0,shared,full,t,0.19333333333333333,0.3
neuclir_eng,rr,10,0.02,active_cv,0.17333333333333334,0.0,0.20145543158628443,1721.9633333333334,1415.3533333333332,0.0,shared,full,t,0.09666666666666666,0.14
neuclir_eng,rr,10,0.02,weighted_cvl,0.39666666666666667,0.0,0.07968533512102212,1723.75,1415.3533333333332,0.0,shared,full,t,0.22333333333333333,0.3333333333333333
