collection,judge,budget_full_eq,eps,method,draw,pilot,v_pilot,v_pilot_ref,slack_pilot,n_queries,cand
trec-covid,rr,2,0.01,uniform,0,1645,0.9629970637344716,0.28564178886436736,0.0649934121367802,50,1
trec-covid,rr,2,0.01,uniform_nz,0,1645,0.5397851598742885,0.28564178886436736,0.0649934121367802,50,1
trec-covid,rr,2,0.01,weighted,0,1645,0.28564178886436736,0.28564178886436736,0.0649934121367802,50,1
trec-covid,rr,2,0.01,active_judge,0,1645,0.660067875207042,0.28564178886436736,0.0649934121367802,50,1
trec-covid,rr,2,0.01,strat_pilot,0,1645,0.28601962351070725,0.28564178886436736,0.0649934121367802,50,1
trec-covid,rr,2,0.01,weighted_cv,0,1645,0.10506768270054448,0.28564178886436736,0.0649934121367802,50,1
trec-covid,rr,2,0.01,active_cv,0,1645,0.14545900006091045,0.28564178886436736,0.0649934121367802,50,1
trec-covid,rr,2,0.01,weighted_cvl,0,1645,0.19026442381847214,0.28564178886436736,0.0649934121367802,50,1
trec-covid,rr,2,0.01,uniform,1,1681,1.8911820068418284,0.3532204824261096,0.10187852183651896,50,1
trec-covid,rr,2,0.01,uniform_nz,1,1681,0.9841802446858846,0.3532204824261096,0.10187852183651896,50,1
trec-covid,rr,2,0.01,weighted,1,1681,0.3532204824261096,0.3532204824261096,0.10187852183651896,50,1
trec-covid,rr,2,0.01,active_judge,1,1681,0.8499881776200102,0.3532204824261096,0.10187852183651896,50,1
trec-covid,rr,2,0.01,strat_pilot,1,1681,0.36073387314563377,0.3532204824261096,0.10187852183651896,50,1
trec-covid,rr,2,0.01,weighted_cv,1,1681,0.13872253442908053,0.3532204824261096,0.10187852183651896,50,1
trec-covid,rr,2,0.01,active_cv,1,1681,0.16316258546908938,0.3532204824261096,0.10187852183651896,50,1
trec-covid,rr,2,0.01,weighted_cvl,1,1681,0.3532204824261096,0.3532204824261096,0.10187852183651896,50,1
trec-covid,rr,2,0.01,uniform,2,1734,1.335534746569294,0.3478576491681573,0.07657945687958986,50,1
trec-covid,rr,2,0.01,uniform_nz,2,1734,0.7962895936138278,0.3478576491681573,0.07657945687958986,50,1
trec-covid,rr,2,0.01,weighted,2,1734,0.3478576491681573,0.3478576491681573,0.07657945687958986,50,1
trec-covid,rr,2,0.01,active_judge,2,1734,0.8034802568187438,0.3478576491681573,0.07657945687958986,50,1
trec-covid,rr,2,0.01,strat_pilot,2,1734,0.3543083614287589,0.3478576491681573,0.07657945687958986,50,1
trec-covid,rr,2,0.01,weighted_cv,2,1734,0.1150955041234317,0.3478576491681573,0.07657945687958986,50,1
trec-covid,rr,2,0.01,active_cv,2,1734,0.15217942411636792,0.3478576491681573,0.07657945687958986,50,1
trec-covid,rr,2,0.01,weighted_cvl,2,1734,0.16060881059963866,0.3478576491681573,0.07657945687958986,50,1
trec-covid,rr,2,0.01,uniform,3,1603,1.0204565101228915,0.30452160718522636,0.055040379859928615,50,1
trec-covid,rr,2,0.01,uniform_nz,3,1603,0.5891203479379576,0.30452160718522636,0.055040379859928615,50,1
trec-covid,rr,2,0.01,weighted,3,1603,0.30452160718522636,0.30452160718522636,0.055040379859928615,50,1
trec-covid,rr,2,0.01,active_judge,3,1603,0.705552128921766,0.30452160718522636,0.055040379859928615,50,1
trec-covid,rr,2,0.01,strat_pilot,3,1603,0.3052111888627932,0.30452160718522636,0.055040379859928615,50,1
trec-covid,rr,2,0.01,weighted_cv,3,1603,0.11348908225470764,0.30452160718522636,0.055040379859928615,50,1
trec-covid,rr,2,0.01,active_cv,3,1603,0.12633841645864138,0.30452160718522636,0.055040379859928615,50,1
trec-covid,rr,2,0.01,weighted_cvl,3,1603,0.16986888095822508,0.30452160718522636,0.055040379859928615,50,1
trec-covid,rr,2,0.01,uniform,4,1678,1.8001354190007124,0.3000283086732166,0.10880893606317811,50,1
trec-covid,rr,2,0.01,uniform_nz,4,1678,0.9162556935929025,0.3000283086732166,0.10880893606317811,50,1
trec-covid,rr,2,0.01,weighted,4,1678,0.3000283086732166,0.3000283086732166,0.10880893606317811,50,1
trec-covid,rr,2,0.01,active_judge,4,1678,0.7752315556446192,0.3000283086732166,0.10880893606317811,50,1
trec-covid,rr,2,0.01,strat_pilot,4,1678,0.31006297398222654,0.3000283086732166,0.10880893606317811,50,1
trec-covid,rr,2,0.01,weighted_cv,4,1678,0.11193405056110092,0.3000283086732166,0.10880893606317811,50,1
trec-covid,rr,2,0.01,active_cv,4,1678,0.13022931271512603,0.3000283086732166,0.10880893606317811,50,1
trec-covid,rr,2,0.01,weighted_cvl,4,1678,0.14696059145818735,0.3000283086732166,0.10880893606317811,50,1
trec-covid,rr,2,0.01,uniform,5,1665,2.607086850946578,0.2870195020883908,0.09227162236621576,50,1
trec-covid,rr,2,0.01,uniform_nz,5,1665,1.2346998697392533,0.2870195020883908,0.09227162236621576,50,1
trec-covid,rr,2,0.01,weighted,5,1665,0.2870195020883908,0.2870195020883908,0.09227162236621576,50,1
