collection,judge,budget_full_eq,eps,method,act,wrong,var_est,docs_labelled,docs_pilot,dup_frac,sampling,pilot_cost,bound,act_iid,act_pilot_iid
webis-touche2020,llm,8,0.01,uniform,0.43666666666666665,0.0,0.0870196440191234,603.39,379.3,0.0,shared,full,t,0.28,0.4066666666666667
webis-touche2020,llm,8,0.01,uniform_nz,0.58,0.0,0.05721222185422618,602.84,379.3,0.0,shared,full,t,0.3466666666666667,0.5133333333333333
webis-touche2020,llm,8,0.01,weighted,0.7533333333333333,0.0,0.04476824886015172,603.6866666666666,379.3,0.0,shared,full,t,0.52,0.7033333333333334
webis-touche2020,llm,8,0.01,active_judge,0.23666666666666666,0.0,0.1341988565352584,602.1466666666666,379.3,0.0,shared,full,t,0.14666666666666667,0.23666666666666666
webis-touche2020,llm,8,0.01,strat_pilot,0.74,0.0,0.044296064980658544,603.7133333333334,379.3,0.0,shared,full,t,0.4633333333333333,0.66
webis-touche2020,llm,8,0.01,weighted_cv,0.8733333333333333,0.0,0.02705848497172923,603.3933333333333,379.3,0.0,shared,full,t,0.7366666666666667,0.83
webis-touche2020,llm,8,0.01,active_cv,0.6766666666666666,0.0,0.050330189564075735,602.33,379.3,0.0,shared,full,t,0.47,0.64
webis-touche2020,llm,8,0.01,weighted_cvl,0.8566666666666667,0.0,0.027053828254373056,602.9133333333333,379.3,0.0,shared,full,t,0.7133333333333334,0.8266666666666667
webis-touche2020,llm,8,0.02,uniform,0.5033333333333333,0.0,0.0845294883240203,602.51,379.0566666666667,0.0,shared,full,t,0.36333333333333334,0.47
webis-touche2020,llm,8,0.02,uniform_nz,0.7633333333333333,0.0,0.05794522286929889,604.0233333333333,379.0566666666667,0.0,shared,full,t,0.49666666666666665,0.69
webis-touche2020,llm,8,0.02,weighted,0.9166666666666666,0.0,0.04562838424864578,602.44,379.0566666666667,0.0,shared,full,t,0.73,0.8633333333333333
webis-touche2020,llm,8,0.02,active_judge,0.37333333333333335,0.0,0.14587592418946727,602.46,379.0566666666667,0.0,shared,full,t,0.20333333333333334,0.33
webis-touche2020,llm,8,0.02,strat_pilot,0.91,0.0,0.0456442947888619,603.6,379.0566666666667,0.0,shared,full,t,0.6633333333333333,0.86
webis-touche2020,llm,8,0.02,weighted_cv,0.9833333333333333,0.0,0.02766277314429524,602.5233333333333,379.0566666666667,0.0,shared,full,t,0.9133333333333333,0.9633333333333334
webis-touche2020,llm,8,0.02,active_cv,0.8066666666666666,0.0,0.04732055731670427,601.77,379.0566666666667,0.0,shared,full,t,0.6333333333333333,0.7766666666666666
webis-touche2020,llm,8,0.02,weighted_cvl,0.9533333333333334,0.0,0.028006293476655245,603.2766666666666,379.0566666666667,0.0,shared,full,t,0.8633333333333333,0.9433333333333334
