collection,judge,budget_full_eq,eps,method,act,wrong,var_est,docs_labelled,docs_pilot,dup_frac,sampling,pilot_cost,bound,act_iid,act_pilot_iid
trec-covid,rr,45,0.01,uniform,1.0,0.0,0.02499734982019465,3793.016666666667,1666.2266666666667,0.0,shared,full,t,0.9066666666666666,1.0
trec-covid,rr,45,0.01,uniform_nz,1.0,0.0,0.015720850032592926,3088.83,1666.2266666666667,0.0,shared,full,t,1.0,1.0
trec-covid,rr,45,0.01,weighted,1.0,0.0,0.015720850032592926,3088.83,1666.2266666666667,0.0,shared,full,t,1.0,1.0
trec-covid,rr,45,0.01,active_judge,1.0,0.0,0.015730054591086652,3087.09,1666.2266666666667,0.0,shared,full,t,1.0,1.0
trec-covid,rr,45,0.01,strat_pilot,1.0,0.0,0.015720850032592926,3088.83,1666.2266666666667,0.0,shared,full,t,1.0,1.0
trec-covid,rr,45,0.01,weighted_cv,1.0,0.0,0.015720850032592923,3088.83,1666.2266666666667,0.0,shared,full,t,1.0,1.0
trec-covid,rr,45,0.01,active_cv,1.0,0.0,0.015720634227906954,3087.1366666666668,1666.2266666666667,0.0,shared,full,t,1.0,1.0
trec-covid,rr,45,0.01,weighted_cvl,1.0,0.0,0.015720850032592926,3088.83,1666.2266666666667,0.0,shared,full,t,1.0,1.0
trec-covid,rr,45,0.02,uniform,1.0,0.0,0.026235472614630675,3792.286666666667,1664.97,0.0,shared,full,t,0.91,1.0
trec-covid,rr,45,0.02,uniform_nz,1.0,0.0,0.01570718054367518,3090.57,1664.97,0.0,shared,full,t,1.0,1.0
trec-covid,rr,45,0.02,weighted,1.0,0.0,0.01570718054367518,3090.57,1664.97,0.0,shared,full,t,1.0,1.0
trec-covid,rr,45,0.02,active_judge,1.0,0.0,0.0157667688458238,3089.016666666667,1664.97,0.0,shared,full,t,1.0,1.0
trec-covid,rr,45,0.02,strat_pilot,1.0,0.0,0.01570718054367518,3090.57,1664.97,0.0,shared,full,t,1.0,1.0
trec-covid,rr,45,0.02,weighted_cv,1.0,0.0,0.015707180543675175,3090.57,1664.97,0.0,shared,full,t,1.0,1.0
trec-covid,rr,45,0.02,active_cv,1.0,0.0,0.015704842608843906,3088.77,1664.97,0.0,shared,full,t,1.0,1.0
trec-covid,rr,45,0.02,weighted_cvl,1.0,0.0,0.01570718054367518,3090.57,1664.97,0.0,shared,full,t,1.0,1.0
