collection,judge,budget_full_eq,eps,method,act,wrong,var_est
antique,inv,30,0.01,uniform,0.01,0.0,0.4569501095670923
antique,inv,30,0.01,weighted,0.22,0.0,0.11911239827022894
antique,inv,30,0.01,active_judge,0.03333333333333333,0.0,0.36027334553866086
antique,inv,30,0.01,strat_pilot,0.22333333333333333,0.0,0.11769996885445752
antique,inv,30,0.01,weighted_cv,0.15,0.0,0.1478034853403913
antique,inv,30,0.01,active_cv,0.006666666666666667,0.0,0.43775015065004597
antique,inv,30,0.01,weighted_cvl,0.22,0.0,0.11678943043905107
antique,inv,30,0.02,uniform,0.02666666666666667,0.0,0.4964246931519678
antique,inv,30,0.02,weighted,0.28,0.0,0.11378754769328168
antique,inv,30,0.02,active_judge,0.04,0.0,0.3369703904995644
antique,inv,30,0.02,strat_pilot,0.33,0.0,0.11578305144818778
antique,inv,30,0.02,weighted_cv,0.22,0.0,0.1446126883977651
antique,inv,30,0.02,active_cv,0.016666666666666666,0.0,0.42117464842115754
antique,inv,30,0.02,weighted_cvl,0.34,0.0,0.11395132039849395
antique,inv,60,0.01,uniform,0.2,0.0,0.3806227268984728
antique,inv,60,0.01,weighted,0.8633333333333333,0.0,0.09196551409332301
antique,inv,60,0.01,active_judge,0.36666666666666664,0.0,0.26165733079559256
antique,inv,60,0.01,strat_pilot,0.8233333333333334,0.0,0.09318601553208625
antique,inv,60,0.01,weighted_cv,0.7833333333333333,0.0,0.11513208161688868
antique,inv,60,0.01,active_cv,0.2866666666666667,0.0,0.32872890149670836
antique,inv,60,0.01,weighted_cvl,0.8233333333333334,0.0,0.09271242275735046
antique,inv,60,0.02,uniform,0.2833333333333333,0.0,0.38376354037689625
antique,inv,60,0.02,weighted,0.9133333333333333,0.0,0.09447191780724586
antique,inv,60,0.02,active_judge,0.5133333333333333,0.0,0.26437801263588817
antique,inv,60,0.02,strat_pilot,0.9033333333333333,0.0,0.09436043059792995
antique,inv,60,0.02,weighted_cv,0.8666666666666667,0.0,0.11617431304235452
antique,inv,60,0.02,active_cv,0.39,0.0,0.3358549329046642
antique,inv,60,0.02,weighted_cvl,0.93,0.0,0.09487373991392668
antique,inv,90,0.01,uniform,0.5,0.0,0.21400367496738118
antique,inv,90,0.01,weighted,0.9266666666666666,0.0,0.05600179984775134
antique,inv,90,0.01,active_judge,0.7666666666666667,0.0,0.13318584229164793
antique,inv,90,0.01,strat_pilot,0.93,0.0,0.05585024722393906
antique,inv,90,0.01,weighted_cv,0.91,0.0,0.06515326665460597
antique,inv,90,0.01,active_cv,0.6833333333333333,0.0,0.1634050128025246
antique,inv,90,0.01,weighted_cvl,0.92,0.0,0.05584642126747963
antique,inv,90,0.02,uniform,0.5933333333333334,0.0,0.20510644157909727
antique,inv,90,0.02,weighted,0.8966666666666666,0.0,0.054876661750351184
antique,inv,90,0.02,active_judge,0.8366666666666667,0.0,0.13040947929269484
antique,inv,90,0.02,strat_pilot,0.9033333333333333,0.0,0.05474110459240331
antique,inv,90,0.02,weighted_cv,0.9,0.0,0.06326607910211386
antique,inv,90,0.02,active_cv,0.7566666666666667,0.0,0.16154470575550714
antique,inv,90,0.02,weighted_cvl,0.9033333333333333,0.0,0.05496988594574823
antique,inv,120,0.01,uniform,0.7733333333333333,0.0,0.13743635505903323
antique,inv,120,0.01,weighted,0.9366666666666666,0.0,0.04180894140218159
antique,inv,120,0.01,active_judge,0.9333333333333333,0.0,0.07842995536270184
antique,inv,120,0.01,strat_pilot,0.9433333333333334,0.0,0.04174224058696691
antique,inv,120,0.01,weighted_cv,0.9366666666666666,0.0,0.045425465942851746
antique,inv,120,0.01,active_cv,0.9233333333333333,0.0,0.09444339215055196
antique,inv,120,0.01,weighted_cvl,0.94,0.0,0.04169132552184142
antique,inv,120,0.02,uniform,0.8066666666666666,0.0,0.13682336213902452
antique,inv,120,0.02,weighted,0.93,0.0,0.04131673892194044
antique,inv,120,0.02,active_judge,0.92,0.0,0.07938330988861773
antique,inv,120,0.02,strat_pilot,0.93,0.0,0.041234244770292944
antique,inv,120,0.02,weighted_cv,0.9333333333333333,0.0,0.045505496418640885
antique,inv,120,0.02,active_cv,0.92,0.0,0.09262827663796597
antique,inv,120,0.02,weighted_cvl,0.93,0.0,0.04135600785718945
antique,inv,150,0.01,uniform,0.8133333333333334,0.0,0.10011442319735711
antique,inv,150,0.01,weighted,0.92,0.0,0.03536219787691426
antique,inv,150,0.01,active_judge,0.9166666666666666,0.0,0.05196093511642862
antique,inv,150,0.01,strat_pilot,0.9266666666666666,0.0,0.035385962730816505
antique,inv,150,0.01,weighted_cv,0.92,0.0,0.03738727037565751
antique,inv,150,0.01,active_cv,0.9133333333333333,0.0,0.058515284681983484
antique,inv,150,0.01,weighted_cvl,0.9266666666666666,0.0,0.035333201320736404
antique,inv,150,0.02,uniform,0.9166666666666666,0.0,0.09710538672017917
antique,inv,150,0.02,weighted,0.96,0.0,0.03518939057211829
antique,inv,150,0.02,active_judge,0.9566666666666667,0.0,0.05166023641849875
antique,inv,150,0.02,strat_pilot,0.96,0.0,0.03541361759611341
antique,inv,150,0.02,weighted_cv,0.9633333333333334,0.0,0.037371974921254346
antique,inv,150,0.02,active_cv,0.9633333333333334,0.0,0.05879959762740133
antique,inv,150,0.02,weighted_cvl,0.96,0.0,0.035501098366284546
